2026-04-13T00:00:33.602257+00:00 | Rockabye | Clean Bandit Ft Sean Paul | source:amperwave-api
2026-04-13T09:24:35.172289+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:25:10.180892+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:25:45.907532+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:26:20.956900+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:26:55.780090+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:27:30.976108+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:28:06.223702+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:28:41.127439+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:29:16.045412+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:29:51.110147+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:30:27.196361+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:31:04.084416+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:31:39.630338+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:32:14.999816+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:32:49.877951+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:33:32.376655+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:34:07.111270+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T09:34:42.559244+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:35:38.863681+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:36:13.926666+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:36:55.047652+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:37:30.068607+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:38:05.402371+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:39:02.022246+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T09:39:37.133375+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T09:40:16.069000+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-13T09:40:51.438701+00:00 | The Way I R | Timbaland Ft Keri Hilson | source:amperwave-api
2026-04-13T09:41:54.236038+00:00 | The Way I R | Timbaland Ft Keri Hilson | source:amperwave-api
2026-04-13T09:42:29.478536+00:00 | The Way I R | Timbaland Ft Keri Hilson | source:amperwave-api
2026-04-13T09:43:04.206070+00:00 | The Way I R | Timbaland Ft Keri Hilson | source:amperwave-api
2026-04-13T09:43:39.782625+00:00 | The Way I R | Timbaland Ft Keri Hilson | source:amperwave-api
2026-04-13T09:44:14.660247+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:44:49.428220+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:45:24.794934+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:45:59.603406+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:46:37.308536+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:47:13.320322+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:47:48.460696+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:48:23.694344+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:48:58.291639+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:49:33.847616+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:50:11.156294+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:51:07.450223+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-13T09:51:44.383107+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:52:19.619202+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:53:00.477802+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:53:35.514585+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:54:10.443844+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T09:54:46.059116+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T09:55:21.075877+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T09:55:56.743029+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-13T09:56:51.609193+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T09:57:27.612898+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T09:58:10.812974+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T09:58:45.588513+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-13T09:59:20.710047+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T09:59:55.166910+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T10:00:31.118538+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T10:01:07.141821+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T10:01:44.003462+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T10:02:19.201201+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T10:02:54.671783+00:00 | Calm Down | Rema Ft/Selena Gomez | source:amperwave-api
2026-04-13T10:03:30.154272+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T10:04:05.150260+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T10:04:40.906301+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T10:05:21.333516+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T10:06:00.559248+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T10:06:36.734363+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T10:07:11.728890+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T10:07:48.402625+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T10:08:25.455693+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T10:09:00.328193+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T10:09:35.087944+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T10:10:12.921481+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:10:48.748140+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:11:23.821786+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:12:00.458112+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:12:37.284380+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:13:37.663106+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:14:15.090235+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:14:49.972241+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:15:31.755221+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:16:07.541608+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:16:44.041842+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:17:20.342795+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T10:17:56.002962+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T10:18:31.314200+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T10:19:05.853019+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T10:19:40.819851+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T10:20:15.590834+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T10:20:52.497010+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T10:21:28.265045+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T10:22:03.196355+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T10:22:38.930834+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T10:23:28.973974+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T10:24:04.638697+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T10:24:40.150063+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T10:25:16.478630+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T10:25:52.716542+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T10:26:27.489871+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T10:27:04.382732+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:27:40.895399+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:28:40.906942+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:29:15.681446+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:29:50.630095+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:30:29.508053+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:31:04.533204+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:31:39.513848+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-13T10:32:19.465765+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:32:54.952831+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:33:29.748779+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:34:04.859209+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:34:40.359981+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:35:17.573651+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T10:35:52.157834+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T10:36:26.937804+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T10:37:01.610411+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T10:37:36.729286+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T10:38:12.635870+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T10:38:48.571511+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T10:39:31.003249+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T10:40:05.853011+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-13T10:40:40.867429+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-13T10:41:20.165526+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-13T10:41:56.201665+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-13T10:42:31.929445+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-13T10:43:07.882614+00:00 | Psycho | Post Malone Ft Ty Dolla Sign | source:amperwave-api
2026-04-13T10:43:43.666501+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:44:45.932758+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:45:20.885733+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:46:18.587099+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:46:55.565157+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:47:31.904244+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:48:28.993935+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:49:05.962062+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:49:41.209684+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:50:16.329132+00:00 | Sunroof | Nicky Youre | source:amperwave-api
2026-04-13T10:50:51.585620+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:51:27.469905+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:52:03.194972+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:52:38.689054+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:53:14.475356+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:53:50.195811+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:54:26.874770+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T10:55:26.128132+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-13T10:56:03.446478+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-13T10:57:00.749331+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-13T10:57:36.998960+00:00 | 1, 2 Step | Ciara / Missy Elliot | source:amperwave-api
2026-04-13T10:58:13.016125+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-13T10:58:48.549944+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-13T10:59:24.469109+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-13T11:00:00.074825+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-13T11:00:55.625207+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-13T11:01:31.423866+00:00 | Thinking Out Loud | Ed Sheeran | source:amperwave-api
2026-04-13T11:02:09.381738+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:02:44.797368+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:03:44.353845+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:04:21.812599+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:04:57.304984+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:05:32.840296+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:06:09.574052+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T11:06:45.461335+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:07:20.882890+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:07:56.085599+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:08:32.352005+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:09:08.245834+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:09:43.566782+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:10:19.426707+00:00 | Only Girl (In The World) | Rihanna | source:amperwave-api
2026-04-13T11:10:55.267388+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:11:35.011502+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:12:10.331038+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:13:10.926870+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:13:46.607234+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:14:22.042468+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:15:00.095343+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:15:35.665885+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:16:10.892325+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:17:08.890235+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:17:45.846882+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:18:25.493564+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:19:01.425529+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:20:03.389981+00:00 | Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T11:20:39.509847+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:21:15.116635+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:21:51.339756+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:22:26.923146+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:23:02.404171+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:23:39.011667+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:24:14.982970+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:24:51.119214+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:25:27.468122+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:26:03.415941+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:26:39.156275+00:00 | (You Gotta) Fight For Your Right (To Party!) | Beastie Boys | source:amperwave-api
2026-04-13T11:27:34.702308+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T11:28:11.754137+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T11:29:19.882774+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T11:29:55.504026+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T11:30:31.306679+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T11:31:40.816905+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T11:32:16.473253+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T11:33:16.846423+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:33:52.867529+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:34:49.689705+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:35:25.266584+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:36:27.001606+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:37:02.773884+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:37:39.394065+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:38:15.549822+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:38:50.430532+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:39:25.721296+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:40:00.807786+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T11:40:35.418757+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:41:10.947495+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:41:46.429487+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:42:21.715906+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:42:57.024526+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:43:32.507566+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-13T11:44:34.117387+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-13T11:45:09.601760+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-13T11:46:10.995646+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-13T11:46:46.358178+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-13T11:47:21.434572+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T11:48:00.265453+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T11:48:34.797901+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T11:49:10.367914+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T11:49:46.076305+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T11:50:20.915852+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:50:55.460376+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:51:31.397350+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:52:05.907146+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:53:09.363350+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:53:44.455275+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:54:19.447798+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:54:54.759026+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:55:30.241649+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-13T11:56:05.947928+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T11:56:43.679100+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T11:57:19.230467+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T11:57:54.767077+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T11:58:29.724655+00:00 | Bad At Love | Halsey | source:amperwave-api
2026-04-13T11:59:04.777295+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T11:59:40.635597+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T12:00:37.046333+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T12:01:14.700111+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T12:02:16.583369+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:02:53.989273+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:03:28.727955+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:04:10.936862+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:04:46.369684+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:05:21.018705+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:06:04.187547+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:06:38.501483+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:07:13.521086+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T12:07:55.505309+00:00 | We Found Love | Rihanna Ft Calvin Harris | source:amperwave-api
2026-04-13T12:08:30.701341+00:00 | We Found Love | Rihanna Ft Calvin Harris | source:amperwave-api
2026-04-13T12:09:05.792774+00:00 | We Found Love | Rihanna Ft Calvin Harris | source:amperwave-api
2026-04-13T12:09:41.805069+00:00 | We Found Love | Rihanna Ft Calvin Harris | source:amperwave-api
2026-04-13T12:10:16.679581+00:00 | We Found Love | Rihanna Ft Calvin Harris | source:amperwave-api
2026-04-13T12:10:51.577807+00:00 | We Found Love | Rihanna Ft Calvin Harris | source:amperwave-api
2026-04-13T12:11:26.982648+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:12:03.156361+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:12:38.600929+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:13:13.798049+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:13:49.842756+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:14:25.277743+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:15:00.245930+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:15:35.129232+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:16:09.763115+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:16:45.341030+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:17:35.070257+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:18:09.716430+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:19:10.733726+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:19:46.178726+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T12:20:21.472984+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T12:21:15.553579+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T12:21:50.922188+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T12:22:31.399742+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T12:23:06.296750+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T12:24:05.336924+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T12:24:41.204597+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T12:25:42.683285+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T12:26:18.905700+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T12:26:54.319687+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:27:29.354825+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:28:04.897461+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:28:41.016435+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:29:17.414717+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:29:52.263459+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:30:27.038287+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T12:31:03.183273+00:00 | My Neck, My Back | Khia | source:amperwave-api
2026-04-13T12:31:39.114766+00:00 | My Neck, My Back | Khia | source:amperwave-api
2026-04-13T12:32:14.701900+00:00 | My Neck, My Back | Khia | source:amperwave-api
2026-04-13T12:32:50.982497+00:00 | My Neck, My Back | Khia | source:amperwave-api
2026-04-13T12:33:32.930269+00:00 | My Neck, My Back | Khia | source:amperwave-api
2026-04-13T12:34:08.518550+00:00 | My Neck, My Back | Khia | source:amperwave-api
2026-04-13T12:34:43.381888+00:00 | My Neck, My Back | Khia | source:amperwave-api
