2026-04-18T00:00:00.032208+00:00 | Renegades Of Funk | Rage Against The Machine | source:amperwave-api
2026-04-18T18:03:30.786468+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-18T18:04:08.178906+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-18T18:04:59.967394+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-18T18:05:40.369238+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-18T18:06:16.431613+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-18T18:07:16.408425+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-18T18:07:55.257047+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-18T18:08:32.406888+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-18T18:09:23.744271+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-18T18:10:00.882738+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-18T18:10:38.367694+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-18T18:11:26.973261+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:12:06.714887+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:12:45.934628+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:13:21.966232+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:13:58.010920+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:14:34.784185+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:15:11.065041+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:15:47.462455+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:16:24.123336+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:17:00.838049+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:17:36.461783+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:18:12.893971+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:18:49.510615+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:19:25.233831+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-18T18:21:09.223823+00:00 | Through Glass | Stone Sour | source:amperwave-api
2026-04-18T18:21:45.711122+00:00 | Through Glass | Stone Sour | source:amperwave-api
2026-04-18T18:22:47.962719+00:00 | Through Glass | Stone Sour | source:amperwave-api
2026-04-18T18:23:25.755533+00:00 | Through Glass | Stone Sour | source:amperwave-api
2026-04-18T18:24:02.197418+00:00 | Through Glass | Stone Sour | source:amperwave-api
2026-04-18T18:24:59.854559+00:00 | Zero | The Smashing Pumpkins | source:amperwave-api
2026-04-18T18:25:36.826402+00:00 | Zero | The Smashing Pumpkins | source:amperwave-api
2026-04-18T18:26:12.771482+00:00 | Zero | The Smashing Pumpkins | source:amperwave-api
2026-04-18T18:27:10.727403+00:00 | Zero | The Smashing Pumpkins | source:amperwave-api
2026-04-18T18:27:48.133540+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:28:25.480156+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:29:12.717573+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:29:49.306885+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:30:25.698464+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:31:20.456472+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:32:00.603893+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:32:37.647775+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:33:14.547912+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:33:51.787765+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:34:27.912990+00:00 | Mama, Im Coming Home | Ozzy Osbourne | source:amperwave-api
2026-04-18T18:35:07.699679+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-18T18:35:44.094164+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-18T18:36:21.119859+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-18T18:36:58.612256+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-18T18:37:36.260234+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-18T18:38:12.286323+00:00 | Santa Monica | Everclear | source:amperwave-api
2026-04-18T18:38:49.502195+00:00 | Santa Monica | Everclear | source:amperwave-api
2026-04-18T18:39:26.507594+00:00 | Santa Monica | Everclear | source:amperwave-api
2026-04-18T18:40:26.131738+00:00 | Santa Monica | Everclear | source:amperwave-api
2026-04-18T18:41:10.235294+00:00 | Santa Monica | Everclear | source:amperwave-api
2026-04-18T18:41:46.510633+00:00 | Life Is Beautiful | Sixx: A.M. | source:amperwave-api
2026-04-18T18:42:34.055201+00:00 | Life Is Beautiful | Sixx: A.M. | source:amperwave-api
2026-04-18T18:43:17.963691+00:00 | Life Is Beautiful | Sixx: A.M. | source:amperwave-api
2026-04-18T18:43:53.779114+00:00 | Life Is Beautiful | Sixx: A.M. | source:amperwave-api
2026-04-18T18:44:49.228530+00:00 | Life Is Beautiful | Sixx: A.M. | source:amperwave-api
2026-04-18T18:45:27.791923+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:46:05.155382+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:47:00.917707+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:47:40.576137+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:48:16.965544+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:49:10.944809+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:49:50.537335+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:50:28.865398+00:00 | Love In An Elevator | Aerosmith | source:amperwave-api
2026-04-18T18:51:11.388837+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-18T18:51:49.628647+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-18T18:52:27.376803+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-18T18:53:04.428217+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-18T18:53:41.020181+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-18T18:54:16.933272+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-18T18:54:54.039585+00:00 | Afterlife | Evanescence | source:amperwave-api
2026-04-18T18:55:30.071131+00:00 | Afterlife | Evanescence | source:amperwave-api
2026-04-18T18:56:06.167279+00:00 | Afterlife | Evanescence | source:amperwave-api
2026-04-18T18:56:46.376531+00:00 | Afterlife | Evanescence | source:amperwave-api
2026-04-18T18:57:22.065512+00:00 | Afterlife | Evanescence | source:amperwave-api
2026-04-18T18:57:58.222117+00:00 | Afterlife | Evanescence | source:amperwave-api
2026-04-18T18:58:35.350814+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-18T18:59:35.304758+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-18T19:00:12.362335+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-18T19:00:49.792082+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-18T19:01:45.517906+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:02:26.359037+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:03:02.470197+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:03:57.180719+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:04:36.627694+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:05:13.579675+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:06:03.927790+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:06:42.350562+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:07:18.025452+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-18T19:08:09.393891+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-18T19:08:46.454191+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-18T19:09:25.810209+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-18T19:10:10.906628+00:00 | Twisting The Knife | Ice Nine Kills | source:amperwave-api
2026-04-18T19:10:53.020097+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:11:28.734671+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:12:07.311429+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:12:44.055753+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:13:23.657287+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:14:02.859370+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:14:38.504927+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:15:14.156537+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:15:50.648308+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:16:26.545083+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:17:02.880031+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:17:39.165518+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:18:29.660555+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:19:10.235660+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:19:45.761900+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:20:33.099380+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:21:14.918835+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:21:50.887866+00:00 | Shoot To Thrill | Ac/Dc | source:amperwave-api
2026-04-18T19:22:46.871878+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:23:24.690488+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:24:01.116962+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:24:48.847868+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:25:28.268774+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:26:04.381359+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:26:46.063427+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T19:27:25.156633+00:00 | Shimmer | Fuel | source:amperwave-api
2026-04-18T19:28:02.835574+00:00 | Shimmer | Fuel | source:amperwave-api
2026-04-18T19:28:46.603561+00:00 | Shimmer | Fuel | source:amperwave-api
2026-04-18T19:29:29.445476+00:00 | Shimmer | Fuel | source:amperwave-api
2026-04-18T19:30:04.952676+00:00 | Shimmer | Fuel | source:amperwave-api
2026-04-18T19:30:40.701075+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:31:17.198153+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:31:53.536179+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:32:30.809306+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:33:06.813412+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:33:42.290585+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:34:18.196824+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:34:53.761339+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:35:29.546387+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:36:05.793390+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:36:42.305426+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:37:32.615063+00:00 | Immigrant Song | Led Zeppelin | source:amperwave-api
2026-04-18T19:38:10.516008+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T19:38:46.760146+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T19:39:34.760376+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T19:40:15.460924+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T19:40:51.503856+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T19:41:45.529331+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-18T19:43:04.685056+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-18T19:44:31.993415+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-18T19:45:08.231080+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-18T19:46:05.048142+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-18T19:46:59.728233+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:47:58.375098+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:48:36.472207+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:49:12.858083+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:49:48.276618+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:50:24.945582+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:51:03.046215+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:51:39.936443+00:00 | Shepherd Of Fire | Avenged Sevenfold | source:amperwave-api
2026-04-18T19:52:17.269780+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:52:54.568912+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:53:32.233627+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:54:07.902808+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:54:44.854265+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:55:21.223510+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:55:58.211398+00:00 | Dr. Feelgood | Motley Crue | source:amperwave-api
2026-04-18T19:56:56.399388+00:00 | Living Dead Girl | Rob Zombie | source:amperwave-api
2026-04-18T19:57:35.099848+00:00 | Living Dead Girl | Rob Zombie | source:amperwave-api
2026-04-18T19:58:33.383504+00:00 | Living Dead Girl | Rob Zombie | source:amperwave-api
2026-04-18T19:59:16.182143+00:00 | Living Dead Girl | Rob Zombie | source:amperwave-api
2026-04-18T19:59:53.180151+00:00 | Living Dead Girl | Rob Zombie | source:amperwave-api
2026-04-18T20:00:42.247226+00:00 | Good Riddance (Time Of Your Life) | Green Day | source:amperwave-api
2026-04-18T20:01:27.473135+00:00 | Good Riddance (Time Of Your Life) | Green Day | source:amperwave-api
2026-04-18T20:02:06.368248+00:00 | Good Riddance (Time Of Your Life) | Green Day | source:amperwave-api
2026-04-18T20:02:57.140353+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-18T20:03:49.293496+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-18T20:05:35.005229+00:00 | Break Me Down | Tim Montana | source:amperwave-api
2026-04-18T20:06:12.041600+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:07:03.582496+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:07:47.936571+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:08:24.408928+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:09:00.430412+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:09:37.885604+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:10:14.698403+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:10:51.681989+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:11:28.131509+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:12:04.612427+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:12:41.918318+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:13:18.392048+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:13:54.779412+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:14:30.738866+00:00 | Runnin Down A Dream | Tom Petty | source:amperwave-api
2026-04-18T20:15:32.626792+00:00 | One Step Closer | Linkin Park | source:amperwave-api
2026-04-18T20:16:14.479497+00:00 | One Step Closer | Linkin Park | source:amperwave-api
2026-04-18T20:16:51.237651+00:00 | One Step Closer | Linkin Park | source:amperwave-api
2026-04-18T20:17:42.790448+00:00 | One Step Closer | Linkin Park | source:amperwave-api
2026-04-18T20:18:20.980566+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:18:56.744080+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:19:43.229116+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:20:22.803688+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:20:58.294203+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:21:50.590531+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:22:28.681553+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:23:05.475147+00:00 | Down Rodeo | Rage Against The Machine | source:amperwave-api
2026-04-18T20:23:54.468015+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:24:30.536930+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:25:06.761593+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:26:00.606942+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:26:42.777922+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:27:19.016509+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:27:55.481927+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:28:32.184698+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:29:08.935338+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:29:45.344983+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:30:20.975117+00:00 | Sweet Emotion | Aerosmith | source:amperwave-api
2026-04-18T20:30:56.732024+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T20:31:33.098042+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T20:32:10.218852+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T20:32:47.077906+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T20:33:23.804385+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-18T20:33:59.754420+00:00 | Freak On A Leash | Korn | source:amperwave-api
2026-04-18T20:35:04.575713+00:00 | Freak On A Leash | Korn | source:amperwave-api
2026-04-18T20:35:40.986810+00:00 | Freak On A Leash | Korn | source:amperwave-api
2026-04-18T20:36:40.657819+00:00 | Freak On A Leash | Korn | source:amperwave-api
2026-04-18T20:37:25.725257+00:00 | Freak On A Leash | Korn | source:amperwave-api
2026-04-18T20:38:02.574037+00:00 | Uprising | Muse | source:amperwave-api
2026-04-18T20:38:49.650298+00:00 | Uprising | Muse | source:amperwave-api
2026-04-18T20:39:27.144765+00:00 | Uprising | Muse | source:amperwave-api
2026-04-18T20:40:03.747814+00:00 | Uprising | Muse | source:amperwave-api
2026-04-18T20:41:04.449201+00:00 | Uprising | Muse | source:amperwave-api
2026-04-18T20:41:48.597424+00:00 | Holy Diver | Dio | source:amperwave-api
2026-04-18T20:42:24.941893+00:00 | Holy Diver | Dio | source:amperwave-api
2026-04-18T20:43:14.105594+00:00 | Holy Diver | Dio | source:amperwave-api
2026-04-18T20:43:56.730747+00:00 | Holy Diver | Dio | source:amperwave-api
2026-04-18T20:44:33.296106+00:00 | Holy Diver | Dio | source:amperwave-api
2026-04-18T20:45:24.329931+00:00 | Holy Diver | Dio | source:amperwave-api
2026-04-18T20:46:13.082810+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-18T20:46:50.039472+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-18T20:47:27.068266+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-18T20:48:05.066505+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-18T20:48:43.380887+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-18T20:49:25.910409+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-18T20:50:09.494387+00:00 | One More Time | Blink-182 | source:amperwave-api
2026-04-18T20:50:46.846834+00:00 | One More Time | Blink-182 | source:amperwave-api
2026-04-18T20:51:24.825039+00:00 | One More Time | Blink-182 | source:amperwave-api
2026-04-18T20:52:01.225248+00:00 | One More Time | Blink-182 | source:amperwave-api
2026-04-18T20:52:37.156984+00:00 | One More Time | Blink-182 | source:amperwave-api
2026-04-18T20:53:13.862764+00:00 | One More Time | Blink-182 | source:amperwave-api
2026-04-18T20:53:50.272395+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-18T20:54:32.601120+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-18T20:55:12.701032+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-18T20:55:49.096943+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-18T20:56:50.898313+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-18T20:57:27.724475+00:00 | H. | Tool | source:amperwave-api
2026-04-18T20:58:04.336199+00:00 | H. | Tool | source:amperwave-api
2026-04-18T20:59:49.581174+00:00 | H. | Tool | source:amperwave-api
2026-04-18T21:00:26.394298+00:00 | H. | Tool | source:amperwave-api
2026-04-18T21:01:30.609467+00:00 | H. | Tool | source:amperwave-api
2026-04-18T21:02:16.409226+00:00 | H. | Tool | source:amperwave-api
2026-04-18T21:02:55.008314+00:00 | H. | Tool | source:amperwave-api
2026-04-18T21:03:48.035358+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:04:29.841493+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:05:06.371749+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:06:03.540986+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:06:44.033991+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:07:21.022544+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:07:57.227954+00:00 | Soul To Squeeze | Red Hot Chili Peppers | source:amperwave-api
2026-04-18T21:08:34.037523+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T21:09:11.124573+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T21:09:47.811886+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T21:10:24.315179+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T21:11:00.767625+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T21:11:38.164215+00:00 | Shallow | Magnolia Park | source:amperwave-api
2026-04-18T21:12:13.824490+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:12:50.066207+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:13:25.365819+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:15:13.746628+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:15:51.085003+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:16:53.408828+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:17:37.178340+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:18:14.605966+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:19:15.954571+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:19:55.351232+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:20:33.385589+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:21:10.602801+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:22:19.475616+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:22:56.354322+00:00 | Iron Man | Black Sabbath | source:amperwave-api
2026-04-18T21:23:54.139264+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-18T21:24:32.830011+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-18T21:25:11.122961+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-18T21:26:05.963444+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-18T21:26:47.833536+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-18T21:27:25.485653+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-18T21:28:02.575276+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:28:40.691387+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:29:17.886511+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:29:54.866595+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:30:31.152191+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:31:08.348784+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:31:44.079270+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:32:21.490237+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:32:59.433004+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:33:36.941907+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:34:13.338734+00:00 | The Unforgiven Ii | Metallica | source:amperwave-api
2026-04-18T21:34:50.390225+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:35:31.017735+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:36:12.388340+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:36:48.280022+00:00 | No One Like You | Scorpions | source:amperwave-api
