2026-04-13T00:00:32.776040+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-13T16:21:04.272593+00:00 | Paralyzer | Finger Eleven | source:amperwave-api
2026-04-13T16:21:40.995643+00:00 | Paralyzer | Finger Eleven | source:amperwave-api
2026-04-13T16:22:15.520358+00:00 | Paralyzer | Finger Eleven | source:amperwave-api
2026-04-13T16:22:49.982313+00:00 | Paralyzer | Finger Eleven | source:amperwave-api
2026-04-13T16:23:25.225407+00:00 | Paralyzer | Finger Eleven | source:amperwave-api
2026-04-13T16:24:00.401634+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:24:35.336771+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:25:28.625869+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:26:04.485349+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:26:40.026593+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:27:15.497081+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:27:50.855870+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:28:26.155081+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:29:06.502246+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:29:41.259401+00:00 | The Unforgiven | Metallica | source:amperwave-api
2026-04-13T16:30:16.351302+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:30:56.484026+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:31:33.475500+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:32:30.406305+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:33:12.348706+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:34:12.176606+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:34:47.661048+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:35:23.246144+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:35:58.703576+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:36:33.563098+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:37:09.870312+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:37:44.991364+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:38:20.817703+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:38:55.956819+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:39:32.159971+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:40:07.112228+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:40:44.898845+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:41:20.508443+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-13T16:41:57.682674+00:00 | The Middle | Jimmy Eat World | source:amperwave-api
2026-04-13T16:42:33.001163+00:00 | The Middle | Jimmy Eat World | source:amperwave-api
2026-04-13T16:43:08.514524+00:00 | The Middle | Jimmy Eat World | source:amperwave-api
2026-04-13T16:44:07.890048+00:00 | The Middle | Jimmy Eat World | source:amperwave-api
2026-04-13T16:44:42.927801+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:45:18.504159+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:45:58.330850+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:46:33.307357+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:47:08.843086+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:47:44.341842+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:48:19.230948+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-13T16:49:17.389306+00:00 | Wrong Way | Sublime | source:amperwave-api
2026-04-13T16:49:52.158417+00:00 | Wrong Way | Sublime | source:amperwave-api
2026-04-13T16:50:50.882672+00:00 | Wrong Way | Sublime | source:amperwave-api
2026-04-13T16:51:27.474659+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-13T16:52:04.296698+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-13T16:52:39.619124+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-13T16:53:14.626345+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-13T16:53:50.666903+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-13T16:54:25.989644+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T16:55:02.047149+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T16:55:37.408175+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T16:56:12.670608+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T16:56:48.942268+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T16:57:24.518950+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-13T16:57:59.906287+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T16:58:35.258924+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T16:59:10.414422+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T16:59:45.944282+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T17:00:21.853174+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T17:00:58.179850+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T17:01:33.495434+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-13T17:02:13.646023+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:05:41.445065+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:06:17.758242+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:06:54.525424+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:07:36.719219+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:08:12.526810+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:08:49.789478+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:09:26.414193+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:10:03.147764+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:10:40.477420+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:11:16.902761+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:11:52.812015+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:12:28.782021+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:13:04.488731+00:00 | Eruption/You Really Got Me | Van Halen | source:amperwave-api
2026-04-13T17:13:40.271090+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:14:16.082385+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:14:51.373808+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:15:34.261368+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:16:09.719048+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:16:45.491319+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:17:23.036315+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:17:59.378163+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:18:34.008324+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:19:30.468814+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:20:07.388704+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:20:54.381219+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:21:29.444713+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:22:04.415917+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:22:40.553250+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:23:18.893033+00:00 | Under You | Foo Fighters | source:amperwave-api
2026-04-13T17:24:19.660844+00:00 | Creep | Radiohead | source:amperwave-api
2026-04-13T17:24:55.084983+00:00 | Creep | Radiohead | source:amperwave-api
2026-04-13T17:25:30.700535+00:00 | Creep | Radiohead | source:amperwave-api
2026-04-13T17:26:05.877052+00:00 | Creep | Radiohead | source:amperwave-api
2026-04-13T17:26:41.072328+00:00 | Creep | Radiohead | source:amperwave-api
2026-04-13T17:27:15.900300+00:00 | Creep | Radiohead | source:amperwave-api
2026-04-13T17:27:52.055288+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:28:28.572142+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:29:04.121443+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:29:39.408035+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:30:13.940678+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:30:48.787323+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:31:23.900668+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:32:00.163475+00:00 | Welcome To The Jungle | Guns N Roses | source:amperwave-api
2026-04-13T17:33:00.690260+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:33:36.093850+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:34:22.272820+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:34:58.711090+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:35:35.310033+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:36:12.967600+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:36:48.197026+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:37:23.057997+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:38:03.846306+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:38:38.960285+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:39:13.657662+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:39:48.827428+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:40:24.239452+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:41:27.521257+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:42:03.036058+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:42:38.749782+00:00 | This Land | Des Rocs | source:amperwave-api
2026-04-13T17:43:13.797650+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:43:49.582195+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:44:26.033680+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:45:01.536527+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:45:37.240769+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:46:12.506638+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:46:47.790850+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:47:22.805660+00:00 | Better Man | Pearl Jam | source:amperwave-api
2026-04-13T17:47:58.571431+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T17:48:34.451165+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T17:49:28.940841+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T17:50:04.533889+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T17:50:42.477572+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-13T17:51:18.376442+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:51:53.865677+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:52:54.369666+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:53:31.144393+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:54:06.056974+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:54:42.826257+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:55:18.270308+00:00 | Wish You Were Here | Pink Floyd | source:amperwave-api
2026-04-13T17:55:54.349613+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-13T17:56:31.069485+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-13T17:57:07.186727+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-13T17:58:02.760068+00:00 | Faint | Linkin Park | source:amperwave-api
2026-04-13T17:58:38.001992+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T17:59:13.224663+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T17:59:48.328242+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:00:23.220378+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:00:59.973693+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:01:36.469693+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:02:12.523482+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:02:49.088539+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:03:24.028311+00:00 | Lightning Crashes | Live | source:amperwave-api
2026-04-13T18:03:58.953177+00:00 | Come Out And Play | The Offspring | source:amperwave-api
2026-04-13T18:04:34.636000+00:00 | Come Out And Play | The Offspring | source:amperwave-api
2026-04-13T18:05:31.328736+00:00 | Come Out And Play | The Offspring | source:amperwave-api
2026-04-13T18:06:07.711203+00:00 | Come Out And Play | The Offspring | source:amperwave-api
2026-04-13T18:06:43.605042+00:00 | Come Out And Play | The Offspring | source:amperwave-api
2026-04-13T18:07:19.859204+00:00 | Come Out And Play | The Offspring | source:amperwave-api
2026-04-13T18:07:55.124409+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:08:30.131796+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:09:25.104146+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:10:01.090961+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:10:44.578640+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:11:19.399565+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:11:54.797106+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:12:30.827639+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:13:08.162422+00:00 | Screaming Suicide | Metallica | source:amperwave-api
2026-04-13T18:14:11.519287+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:14:47.002496+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:15:21.809875+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:15:56.904627+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:16:32.321390+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:17:08.190179+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:17:43.396891+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:18:18.705867+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:18:53.239985+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:19:28.563341+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:20:04.829923+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:20:40.894848+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:21:33.240516+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:22:09.500229+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:22:44.590824+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:23:20.837097+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:23:57.052828+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:24:32.434544+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:25:12.398553+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:25:48.380031+00:00 | Rock You Like A Hurricane | Scorpions | source:amperwave-api
2026-04-13T18:26:50.167728+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:27:26.680114+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:28:01.846679+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:28:42.545824+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:29:17.517441+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:29:52.634490+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:30:35.501247+00:00 | Dani California | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:31:11.151233+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-13T18:31:47.096256+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-13T18:32:22.967676+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-13T18:32:58.341246+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-13T18:33:34.616504+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-13T18:34:10.102016+00:00 | Fly Away | Lenny Kravitz | source:amperwave-api
2026-04-13T18:34:46.402618+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:35:22.375109+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:35:59.033264+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:36:35.080859+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:37:10.733894+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:37:46.736621+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:38:31.695456+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:39:08.956725+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:39:44.255777+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:40:20.939687+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:40:57.014507+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:41:58.637154+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:42:34.312679+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:43:09.508903+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:43:44.964107+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:44:21.211543+00:00 | Rock And Roll | Led Zeppelin | source:amperwave-api
2026-04-13T18:45:21.431854+00:00 | Rx (Medicate) | Theory Of A Deadman | source:amperwave-api
2026-04-13T18:45:57.984844+00:00 | Rx (Medicate) | Theory Of A Deadman | source:amperwave-api
2026-04-13T18:46:33.681540+00:00 | Rx (Medicate) | Theory Of A Deadman | source:amperwave-api
2026-04-13T18:47:10.998084+00:00 | Rx (Medicate) | Theory Of A Deadman | source:amperwave-api
2026-04-13T18:47:47.922228+00:00 | Rx (Medicate) | Theory Of A Deadman | source:amperwave-api
2026-04-13T18:48:24.584090+00:00 | Rx (Medicate) | Theory Of A Deadman | source:amperwave-api
2026-04-13T18:49:00.742008+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:49:37.188078+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:50:13.592403+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:50:49.391581+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:51:24.772904+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:52:00.815622+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:52:36.213999+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-13T18:53:11.810183+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:53:47.716135+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:54:32.837606+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:55:08.596145+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:55:44.581635+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:56:20.425362+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:56:56.190585+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-13T18:57:57.253394+00:00 | Break The Silence | Nevertel And Sleep Theory | source:amperwave-api
2026-04-13T18:58:34.091557+00:00 | Break The Silence | Nevertel And Sleep Theory | source:amperwave-api
2026-04-13T18:59:09.282626+00:00 | Break The Silence | Nevertel And Sleep Theory | source:amperwave-api
2026-04-13T18:59:46.587403+00:00 | Break The Silence | Nevertel And Sleep Theory | source:amperwave-api
2026-04-13T19:00:21.800442+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:00:57.677250+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:01:34.399383+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:02:10.995357+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:03:12.059728+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:03:50.879374+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:04:26.584811+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:05:02.461088+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:05:38.286436+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:06:13.544937+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-13T19:06:49.270519+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-13T19:07:24.763934+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-13T19:07:59.809680+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-13T19:08:34.879522+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-13T19:09:10.097140+00:00 | You Shook Me All Night Long | Ac/Dc | source:amperwave-api
2026-04-13T19:09:45.841110+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:10:31.066102+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:11:05.907169+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:11:40.583283+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:12:15.874394+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:12:51.910028+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:13:26.709702+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:14:26.243392+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:15:01.158117+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:15:44.665362+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:16:21.308912+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:17:24.249951+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:18:08.922764+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:19:14.066882+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:19:51.073243+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:20:26.305758+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-13T19:21:01.867402+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:21:37.934653+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:22:13.863404+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:22:49.391626+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:23:24.352181+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:23:59.544585+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:24:35.169444+00:00 | I Stay Away | Alice In Chains | source:amperwave-api
2026-04-13T19:25:10.339203+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:25:45.944080+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:26:31.608538+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:27:07.339498+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:27:43.258933+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:28:24.349390+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:29:01.301812+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:30:00.578407+00:00 | Fire Woman | The Cult | source:amperwave-api
2026-04-13T19:30:38.668248+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:31:13.643885+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:31:53.199226+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:32:28.790682+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:33:03.774422+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:34:02.783329+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:34:38.626393+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:35:13.616930+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:35:48.440270+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:36:23.638675+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:36:59.398299+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:37:34.557949+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:38:09.985455+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-13T19:38:45.525448+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
