2026-04-17T00:00:37.520429+00:00 | Kashmir | Led Zeppelin | source:amperwave-api
2026-04-17T13:40:02.847407+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:40:45.069678+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:41:25.945343+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:42:10.902451+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:42:52.609055+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:43:36.901957+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:44:17.014315+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:45:09.999510+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:46:02.628902+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:46:44.598652+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:47:25.101978+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:48:06.524437+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:49:40.048686+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:50:20.289195+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:51:03.189527+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:53:22.063998+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:54:02.639589+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:54:44.856635+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:56:53.123557+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:57:35.846722+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:58:17.694643+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T13:59:31.760916+00:00 | Animal I Have Become | Three Days Grace | source:amperwave-api
2026-04-17T14:00:16.027915+00:00 | Been Caught Stealing | Janes Addiction | source:amperwave-api
2026-04-17T14:00:59.800471+00:00 | Been Caught Stealing | Janes Addiction | source:amperwave-api
2026-04-17T14:01:42.501260+00:00 | Been Caught Stealing | Janes Addiction | source:amperwave-api
2026-04-17T14:02:26.022179+00:00 | Been Caught Stealing | Janes Addiction | source:amperwave-api
2026-04-17T14:03:12.451352+00:00 | Been Caught Stealing | Janes Addiction | source:amperwave-api
2026-04-17T14:03:53.866118+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:04:34.013723+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:05:15.362512+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:05:56.683809+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:06:39.360462+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:07:20.943791+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:08:03.076747+00:00 | Crazy Train | Ozzy Osbourne | source:amperwave-api
2026-04-17T14:08:45.547773+00:00 | Searchlight | Shinedown | source:amperwave-api
2026-04-17T14:09:26.936118+00:00 | Searchlight | Shinedown | source:amperwave-api
2026-04-17T14:10:11.460545+00:00 | Searchlight | Shinedown | source:amperwave-api
2026-04-17T14:10:55.258191+00:00 | Searchlight | Shinedown | source:amperwave-api
2026-04-17T14:12:12.509180+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-17T14:12:53.075729+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-17T14:13:33.932234+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-17T14:14:14.851934+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-17T14:14:55.558612+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-17T14:15:38.640216+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-17T14:16:22.854908+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-17T14:17:08.189020+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-17T14:17:51.189087+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-17T14:18:31.967665+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-17T14:19:14.669101+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-17T14:19:58.744975+00:00 | Seven Nation Army | The White Stripes | source:amperwave-api
2026-04-17T14:20:39.879659+00:00 | Seven Nation Army | The White Stripes | source:amperwave-api
2026-04-17T14:21:34.149453+00:00 | Seven Nation Army | The White Stripes | source:amperwave-api
2026-04-17T14:22:17.093479+00:00 | Seven Nation Army | The White Stripes | source:amperwave-api
2026-04-17T14:23:00.028927+00:00 | Seven Nation Army | The White Stripes | source:amperwave-api
2026-04-17T14:23:40.422162+00:00 | Everything Zen | Bush | source:amperwave-api
2026-04-17T14:24:21.581976+00:00 | Everything Zen | Bush | source:amperwave-api
2026-04-17T14:25:53.365548+00:00 | Everything Zen | Bush | source:amperwave-api
2026-04-17T14:26:34.440846+00:00 | Everything Zen | Bush | source:amperwave-api
2026-04-17T14:27:22.485716+00:00 | Everything Zen | Bush | source:amperwave-api
2026-04-17T14:28:45.141029+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T14:29:31.878582+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T14:30:14.624467+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T14:30:54.871067+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T14:31:34.825785+00:00 | Profane Prophecy | The Black Crowes | source:amperwave-api
2026-04-17T14:33:07.169941+00:00 | Wanted Dead Or Alive | Bon Jovi | source:amperwave-api
2026-04-17T14:33:48.464966+00:00 | Wanted Dead Or Alive | Bon Jovi | source:amperwave-api
2026-04-17T14:34:29.655721+00:00 | Wanted Dead Or Alive | Bon Jovi | source:amperwave-api
2026-04-17T14:35:37.229208+00:00 | Wanted Dead Or Alive | Bon Jovi | source:amperwave-api
2026-04-17T14:36:27.621781+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-17T14:37:07.804977+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-17T14:37:48.846716+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-17T14:38:51.043981+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-17T14:39:40.453563+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-17T14:40:23.529420+00:00 | Fell On Black Days | Soundgarden | source:amperwave-api
2026-04-17T14:41:04.856856+00:00 | Drive | Incubus | source:amperwave-api
2026-04-17T14:41:48.624083+00:00 | Drive | Incubus | source:amperwave-api
2026-04-17T14:42:31.585375+00:00 | Drive | Incubus | source:amperwave-api
2026-04-17T14:43:15.870549+00:00 | Drive | Incubus | source:amperwave-api
2026-04-17T14:43:56.764166+00:00 | Drive | Incubus | source:amperwave-api
2026-04-17T14:44:36.971169+00:00 | Drive | Incubus | source:amperwave-api
2026-04-17T14:45:20.713653+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T14:46:01.844857+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T14:46:42.016007+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T14:47:22.602213+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T14:48:07.830232+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T14:48:49.379821+00:00 | Back In Black | Ac/Dc | source:amperwave-api
2026-04-17T14:49:31.991262+00:00 | Nookie | Limp Bizkit | source:amperwave-api
2026-04-17T14:50:47.276733+00:00 | Nookie | Limp Bizkit | source:amperwave-api
2026-04-17T14:51:33.801044+00:00 | Nookie | Limp Bizkit | source:amperwave-api
2026-04-17T14:52:13.791087+00:00 | Nookie | Limp Bizkit | source:amperwave-api
2026-04-17T14:52:54.213689+00:00 | Nookie | Limp Bizkit | source:amperwave-api
2026-04-17T14:53:34.385308+00:00 | Nookie | Limp Bizkit | source:amperwave-api
2026-04-17T14:54:15.996544+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:54:57.405969+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:55:40.757511+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:56:23.752570+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:57:07.448888+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:57:48.855096+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:58:32.284919+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:59:13.863553+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T14:59:56.605454+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T15:00:39.642582+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T15:01:20.728097+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T15:02:02.363847+00:00 | Use Somebody | Kings Of Leon | source:amperwave-api
2026-04-17T15:03:14.378292+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-17T15:04:01.660650+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-17T15:04:45.113704+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-17T15:05:27.341035+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-17T15:06:34.513014+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:07:24.672355+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:08:05.979870+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:08:44.415660+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:09:23.974862+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:10:42.742160+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:11:21.712019+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:12:00.232056+00:00 | Paradise City | Guns N Roses | source:amperwave-api
2026-04-17T15:14:14.450104+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:15:13.018132+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:15:55.015235+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:16:48.155254+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:17:31.001503+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:18:10.227602+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:18:49.656580+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:19:29.087117+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:20:09.289741+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:20:52.546553+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:21:34.244488+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:22:14.894538+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:22:56.101658+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:23:36.044643+00:00 | Angels Fall | Breaking Benjamin | source:amperwave-api
2026-04-17T15:24:16.080937+00:00 | Self Esteem | The Offspring | source:amperwave-api
2026-04-17T15:24:56.600582+00:00 | Self Esteem | The Offspring | source:amperwave-api
2026-04-17T15:25:38.880513+00:00 | Self Esteem | The Offspring | source:amperwave-api
2026-04-17T15:26:21.142154+00:00 | Self Esteem | The Offspring | source:amperwave-api
2026-04-17T15:27:04.461724+00:00 | Self Esteem | The Offspring | source:amperwave-api
2026-04-17T15:27:46.067395+00:00 | Self Esteem | The Offspring | source:amperwave-api
2026-04-17T15:28:58.973882+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-17T15:29:53.202106+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-17T15:30:36.529214+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-17T15:31:18.808080+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-17T15:32:00.951441+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-17T15:32:42.121524+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:33:24.282653+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:34:07.225408+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:34:52.020895+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:35:34.740751+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:36:16.134918+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:36:56.413743+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:37:39.378906+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:38:21.486319+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:39:02.923207+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:39:46.107284+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:40:27.924861+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:41:11.053723+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:41:50.404179+00:00 | Your Favorite Toy | Foo Fighters | source:amperwave-api
2026-04-17T15:42:50.436820+00:00 | Sober | Tool | source:amperwave-api
2026-04-17T15:43:36.733475+00:00 | Sober | Tool | source:amperwave-api
2026-04-17T15:44:17.176089+00:00 | Sober | Tool | source:amperwave-api
2026-04-17T15:45:03.323884+00:00 | Sober | Tool | source:amperwave-api
2026-04-17T15:46:09.668975+00:00 | Sober | Tool | source:amperwave-api
2026-04-17T15:47:05.696604+00:00 | Sober | Tool | source:amperwave-api
2026-04-17T15:47:46.894178+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-17T15:48:27.161102+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-17T15:49:35.041606+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-17T15:50:20.460595+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-17T15:51:04.615076+00:00 | Zombie | Bad Wolves | source:amperwave-api
2026-04-17T15:51:46.076041+00:00 | Walk This Way | Aerosmith | source:amperwave-api
2026-04-17T15:53:06.448335+00:00 | Walk This Way | Aerosmith | source:amperwave-api
2026-04-17T15:53:48.436446+00:00 | Walk This Way | Aerosmith | source:amperwave-api
2026-04-17T15:54:28.778604+00:00 | Walk This Way | Aerosmith | source:amperwave-api
2026-04-17T15:55:41.514195+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T15:56:32.992767+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T15:57:14.672598+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T15:57:58.716915+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T15:58:41.975331+00:00 | Wake Up Calling | Papa Roach | source:amperwave-api
2026-04-17T15:59:25.571913+00:00 | Loser | Beck | source:amperwave-api
2026-04-17T16:00:05.113461+00:00 | Loser | Beck | source:amperwave-api
2026-04-17T16:00:46.266846+00:00 | Loser | Beck | source:amperwave-api
2026-04-17T16:01:28.977334+00:00 | Loser | Beck | source:amperwave-api
2026-04-17T16:02:11.340338+00:00 | Loser | Beck | source:amperwave-api
2026-04-17T16:02:52.123438+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-17T16:03:36.628475+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-17T16:04:17.368249+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-17T16:04:59.934263+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-17T16:05:42.669622+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-17T16:06:27.802663+00:00 | Lithium | Nirvana | source:amperwave-api
2026-04-17T16:07:37.343184+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-17T16:08:35.923764+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-17T16:09:15.642868+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-17T16:09:59.058326+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-17T16:10:45.948883+00:00 | I Will Not Break | Disturbed | source:amperwave-api
2026-04-17T16:11:30.081901+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:12:11.820809+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:12:54.857029+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:13:42.495142+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:14:23.921966+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:15:05.341500+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:15:49.884746+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:16:30.870329+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:17:14.906971+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:17:59.505704+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:18:39.769298+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:19:19.627440+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:20:03.582110+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:20:48.802900+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:23:14.537388+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:23:57.847392+00:00 | Fade To Black | Metallica | source:amperwave-api
2026-04-17T16:24:39.568988+00:00 | Monsters | Shinedown | source:amperwave-api
2026-04-17T16:25:49.612597+00:00 | Monsters | Shinedown | source:amperwave-api
2026-04-17T16:26:43.261868+00:00 | Monsters | Shinedown | source:amperwave-api
2026-04-17T16:27:43.020927+00:00 | Monsters | Shinedown | source:amperwave-api
2026-04-17T16:28:24.281009+00:00 | Monsters | Shinedown | source:amperwave-api
2026-04-17T16:29:51.127544+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-17T16:30:34.159025+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-17T16:31:16.869821+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-17T16:32:17.182484+00:00 | 1979 | The Smashing Pumpkins | source:amperwave-api
2026-04-17T16:33:06.212922+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:33:47.427639+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:34:31.094963+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:35:31.679119+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:36:22.662177+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:37:04.876501+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:37:45.216613+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:38:25.412870+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:39:06.902310+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:39:48.203065+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:40:30.999648+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:41:27.680204+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:42:11.998758+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:42:52.308307+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:43:34.924640+00:00 | Rainbow In The Dark | Dio | source:amperwave-api
2026-04-17T16:44:16.743312+00:00 | Breaking The Habit | Linkin Park | source:amperwave-api
2026-04-17T16:44:59.957919+00:00 | Breaking The Habit | Linkin Park | source:amperwave-api
2026-04-17T16:45:39.571210+00:00 | Breaking The Habit | Linkin Park | source:amperwave-api
2026-04-17T16:46:27.326430+00:00 | Breaking The Habit | Linkin Park | source:amperwave-api
2026-04-17T16:47:37.220560+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-17T16:48:28.871567+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-17T16:49:08.662586+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-17T16:49:51.919538+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-17T16:50:32.392346+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-17T16:51:15.217696+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-17T16:51:58.435686+00:00 | Glycerine | Bush | source:amperwave-api
2026-04-17T16:52:39.905820+00:00 | Glycerine | Bush | source:amperwave-api
2026-04-17T16:53:22.821439+00:00 | Glycerine | Bush | source:amperwave-api
2026-04-17T16:54:05.396933+00:00 | Glycerine | Bush | source:amperwave-api
2026-04-17T16:54:46.768380+00:00 | Glycerine | Bush | source:amperwave-api
2026-04-17T16:55:29.479713+00:00 | Glycerine | Bush | source:amperwave-api
2026-04-17T16:56:11.014006+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T16:56:53.497930+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T16:57:33.648296+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T16:58:16.729054+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T16:59:14.659915+00:00 | Like A Woman Can | Halestorm | source:amperwave-api
2026-04-17T17:00:00.070039+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:00:42.267033+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:01:21.723954+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:02:20.938968+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:03:03.102307+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:03:42.481107+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:04:20.553757+00:00 | Give It Away | Red Hot Chili Peppers | source:amperwave-api
2026-04-17T17:05:24.187916+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-17T17:06:11.387092+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-17T17:06:50.302454+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-17T17:07:29.546513+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-17T17:08:33.199242+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:09:18.748388+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:09:58.124331+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:10:36.512721+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:11:34.412521+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:12:18.942307+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:12:57.385532+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:13:34.497318+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:14:14.162757+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:14:51.647215+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:15:29.100905+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:16:06.863592+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:16:45.789253+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:17:24.983780+00:00 | Dilemma | Green Day | source:amperwave-api
2026-04-17T17:18:02.801733+00:00 | Dragula | Rob Zombie | source:amperwave-api
2026-04-17T17:18:41.761403+00:00 | Dragula | Rob Zombie | source:amperwave-api
2026-04-17T17:19:20.083226+00:00 | Dragula | Rob Zombie | source:amperwave-api
2026-04-17T17:19:57.521553+00:00 | Dragula | Rob Zombie | source:amperwave-api
2026-04-17T17:20:35.695121+00:00 | Dragula | Rob Zombie | source:amperwave-api
2026-04-17T17:21:14.319768+00:00 | Dragula | Rob Zombie | source:amperwave-api
2026-04-17T17:21:55.079350+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:22:53.875560+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:23:35.758176+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:24:16.075551+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:24:54.698021+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:25:33.833171+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:26:12.549806+00:00 | November Rain | Guns N Roses | source:amperwave-api
2026-04-17T17:27:17.845934+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:28:03.549933+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:28:41.348477+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:29:20.261808+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:30:24.380922+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:31:06.929236+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:31:44.640641+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:32:23.749090+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:34:30.038243+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:35:07.652559+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:35:46.284201+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:36:45.839351+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-17T17:37:30.868456+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:38:08.485130+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:38:47.529098+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:39:46.096158+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:40:27.696225+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:41:07.219760+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:41:44.811383+00:00 | My Hero | Foo Fighters | source:amperwave-api
2026-04-17T17:42:23.740880+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T17:43:02.147784+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T17:43:39.174870+00:00 | Kerosene | The Warning | source:amperwave-api
2026-04-17T17:44:16.735384+00:00 | Kerosene | The Warning | source:amperwave-api
