2026-04-17T00:00:03.505904+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T13:05:05.000253+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:05:50.972829+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:06:35.941404+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:07:18.028883+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:08:33.456570+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:09:13.068729+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:09:54.853041+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:10:38.134256+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:11:52.597097+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:12:35.469679+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:13:15.916792+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:13:57.444484+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:15:10.333789+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:15:51.022027+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:16:38.457536+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:17:20.679628+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:18:35.132747+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:19:17.559902+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:20:01.203868+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:20:41.939096+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:21:22.968698+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:22:06.957051+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:22:47.321956+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:23:27.271082+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:24:07.805135+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:24:49.528989+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:25:44.808956+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:26:28.729736+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:27:10.056990+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:27:51.599450+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:28:35.898216+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:29:17.273339+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:29:57.829417+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:31:12.614409+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:31:53.052626+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:32:34.450143+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:33:17.038578+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:33:58.316260+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:34:38.505384+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:35:19.697228+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:36:00.803872+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:36:42.056700+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:37:23.176156+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:38:03.044475+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:38:46.777938+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:39:27.927861+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:40:11.302498+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:40:52.104080+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:41:36.671963+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:42:18.545024+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:42:59.081113+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:43:42.683089+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:44:23.958881+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:45:26.820135+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:46:10.297409+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:46:51.381474+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:47:31.978579+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:49:05.359367+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:49:46.145755+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:50:28.404266+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:51:13.671431+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:52:48.191663+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:53:27.871451+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:54:11.070742+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:54:51.303838+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:56:18.882883+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:57:00.714336+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:57:43.317857+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:58:24.899484+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T13:59:42.743340+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:00:24.007437+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:01:07.198271+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:01:50.344072+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:02:36.105128+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:03:19.344755+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:04:00.235861+00:00 | Senorita | Shawn Mendes And Camila Cabello | source:amperwave-api
2026-04-17T14:04:40.757428+00:00 | Senorita | Shawn Mendes And Camila Cabello | source:amperwave-api
2026-04-17T14:05:21.769501+00:00 | Senorita | Shawn Mendes And Camila Cabello | source:amperwave-api
2026-04-17T14:06:04.480391+00:00 | Senorita | Shawn Mendes And Camila Cabello | source:amperwave-api
2026-04-17T14:06:47.154602+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:07:27.490030+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:08:10.844894+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:08:52.990521+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:09:35.000149+00:00 | --Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:10:20.121511+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T14:11:01.818507+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T14:12:19.203377+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T14:13:00.127961+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-17T14:13:40.785069+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T14:14:20.622702+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T14:15:01.456048+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T14:15:48.163871+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T14:16:33.332340+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T14:17:15.896542+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T14:17:57.206921+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T14:18:39.509405+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T14:19:23.547505+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-17T14:20:05.341201+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:20:47.876774+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:21:41.631988+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:22:24.819388+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:23:06.030025+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:23:47.850642+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:26:00.111356+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:26:45.704173+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:27:32.970490+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:28:58.691015+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:29:40.257374+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:30:20.743233+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:31:00.073056+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:32:32.394428+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:33:14.977992+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:33:56.336150+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:34:35.197924+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:35:51.281617+00:00 | Something Just Like This | Chainsmokers And Coldplay | source:amperwave-api
2026-04-17T14:36:32.998163+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T14:37:14.964840+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T14:37:56.865558+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T14:39:05.408279+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T14:39:49.320420+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T14:40:29.972333+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T14:41:14.042729+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T14:41:55.342421+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T14:42:38.965746+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T14:43:22.026464+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-17T14:44:02.663294+00:00 | Unstoppable | Sia | source:amperwave-api
2026-04-17T14:44:44.596953+00:00 | Unstoppable | Sia | source:amperwave-api
2026-04-17T14:45:27.041896+00:00 | Unstoppable | Sia | source:amperwave-api
2026-04-17T14:46:08.004530+00:00 | Unstoppable | Sia | source:amperwave-api
2026-04-17T14:46:48.010559+00:00 | Unstoppable | Sia | source:amperwave-api
2026-04-17T14:47:28.432715+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:48:14.915727+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:48:57.122435+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:49:38.531072+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:50:59.642508+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:51:39.340472+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:52:20.428625+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:53:00.042311+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:53:40.925463+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:54:22.066906+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:55:04.241565+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:55:48.930386+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:56:32.410758+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:57:14.818716+00:00 | --Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:57:58.010228+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T14:58:39.870534+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T14:59:21.826762+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T15:00:04.809512+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T15:00:45.499170+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T15:01:28.268209+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T15:02:08.885491+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T15:03:27.845275+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T15:04:11.164193+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T15:04:53.011572+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T15:05:33.263841+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:06:50.323082+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:07:31.170046+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:08:11.360390+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:08:49.681392+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:09:30.575815+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T15:10:48.099046+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T15:11:26.688185+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T15:12:05.590369+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-17T15:13:39.127088+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T15:14:19.729604+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T15:15:20.993143+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T15:16:00.251845+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-17T15:16:57.149034+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:17:36.766169+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:18:15.668076+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:18:55.388852+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:19:35.477396+00:00 | Please Please Please | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:20:16.873917+00:00 | Please Please Please | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:21:00.557764+00:00 | Please Please Please | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:21:41.117432+00:00 | Please Please Please | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:22:21.037183+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:23:01.487492+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:23:42.553491+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:24:22.842823+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:25:04.660655+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:25:46.082760+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:26:29.530762+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:27:11.136212+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:27:52.484954+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:29:17.627367+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:30:02.641700+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:30:43.806188+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:31:25.893972+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:32:08.110218+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:32:48.899548+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:33:33.073092+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:34:17.839733+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:34:58.989605+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:35:42.010889+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:36:21.561345+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:37:05.190538+00:00 | --Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:37:47.183529+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:38:28.299857+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:39:11.059047+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:39:53.982930+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:40:35.482238+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:41:16.694251+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:41:57.074556+00:00 | Moves Like Jagger | Maroon 5 Feat Christina Aguilera | source:amperwave-api
2026-04-17T15:43:03.412823+00:00 | Moves Like Jagger | Maroon 5 Feat Christina Aguilera | source:amperwave-api
2026-04-17T15:43:42.598831+00:00 | Moves Like Jagger | Maroon 5 Feat Christina Aguilera | source:amperwave-api
2026-04-17T15:44:29.047746+00:00 | Moves Like Jagger | Maroon 5 Feat Christina Aguilera | source:amperwave-api
2026-04-17T15:45:08.931099+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T15:46:30.470608+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T15:47:13.033481+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-17T15:47:53.271903+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:48:33.929806+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:49:44.741531+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:50:29.617811+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:51:11.698643+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:53:13.623932+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:53:54.879717+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:54:36.037186+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:55:56.152494+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:56:40.417380+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:57:22.631703+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:58:05.449043+00:00 | --Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:58:49.972452+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T15:59:31.447779+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T16:00:12.062426+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T16:00:53.664779+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T16:01:36.076572+00:00 | Last Friday Night (T.G.I.F)** | Katy Perry | source:amperwave-api
2026-04-17T16:02:18.092141+00:00 | Its Gonna Be Me | N Sync | source:amperwave-api
2026-04-17T16:03:01.486693+00:00 | Its Gonna Be Me | N Sync | source:amperwave-api
2026-04-17T16:03:43.181373+00:00 | Its Gonna Be Me | N Sync | source:amperwave-api
2026-04-17T16:04:25.765637+00:00 | Its Gonna Be Me | N Sync | source:amperwave-api
2026-04-17T16:05:06.737015+00:00 | Its Gonna Be Me | N Sync | source:amperwave-api
2026-04-17T16:05:49.483507+00:00 | Ride Wit Me | Nelly | source:amperwave-api
2026-04-17T16:06:34.597154+00:00 | Ride Wit Me | Nelly | source:amperwave-api
2026-04-17T16:07:58.730642+00:00 | Ride Wit Me | Nelly | source:amperwave-api
2026-04-17T16:08:42.030257+00:00 | Ride Wit Me | Nelly | source:amperwave-api
2026-04-17T16:09:22.844451+00:00 | Ride Wit Me | Nelly | source:amperwave-api
2026-04-17T16:10:11.335471+00:00 | Bring Me To Life | Evanescence | source:amperwave-api
2026-04-17T16:10:55.412510+00:00 | Bring Me To Life | Evanescence | source:amperwave-api
2026-04-17T16:11:37.696212+00:00 | Bring Me To Life | Evanescence | source:amperwave-api
2026-04-17T16:12:18.171487+00:00 | Bring Me To Life | Evanescence | source:amperwave-api
2026-04-17T16:13:07.252300+00:00 | Bring Me To Life | Evanescence | source:amperwave-api
2026-04-17T16:13:49.583267+00:00 | Empire State Of Mind Part Ii | Jay-Z Feat. Alicia Keys | source:amperwave-api
2026-04-17T16:14:30.144436+00:00 | Empire State Of Mind Part Ii | Jay-Z Feat. Alicia Keys | source:amperwave-api
2026-04-17T16:15:15.631659+00:00 | Empire State Of Mind Part Ii | Jay-Z Feat. Alicia Keys | source:amperwave-api
2026-04-17T16:15:56.929840+00:00 | Empire State Of Mind Part Ii | Jay-Z Feat. Alicia Keys | source:amperwave-api
2026-04-17T16:16:39.184255+00:00 | Empire State Of Mind Part Ii | Jay-Z Feat. Alicia Keys | source:amperwave-api
2026-04-17T16:17:23.321987+00:00 | Empire State Of Mind Part Ii | Jay-Z Feat. Alicia Keys | source:amperwave-api
2026-04-17T16:18:05.570848+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-17T16:18:45.445773+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-17T16:19:27.481898+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-17T16:20:14.170541+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-17T16:20:55.878095+00:00 | Poker Face | Lady Gaga | source:amperwave-api
2026-04-17T16:22:39.475452+00:00 | Dance, Dance | Fall Out Boy | source:amperwave-api
2026-04-17T16:23:22.158497+00:00 | Dance, Dance | Fall Out Boy | source:amperwave-api
2026-04-17T16:24:05.333212+00:00 | Dance, Dance | Fall Out Boy | source:amperwave-api
2026-04-17T16:24:46.259342+00:00 | Dance, Dance | Fall Out Boy | source:amperwave-api
2026-04-17T16:26:06.526538+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:26:48.759905+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:27:49.831305+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:29:14.954637+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:29:59.203479+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:30:41.176733+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:31:24.543105+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:32:31.388351+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:33:12.739836+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:33:56.016297+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:34:41.225582+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:35:47.097504+00:00 | Where My Girls At | 702 | source:amperwave-api
2026-04-17T16:36:29.165657+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T16:37:11.253325+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T16:37:50.221601+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T16:38:32.819103+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T16:39:13.836369+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T16:39:55.623040+00:00 | Dont Stop The Music | Rihanna | source:amperwave-api
2026-04-17T16:40:50.725573+00:00 | Slide | Goo Goo Dolls | source:amperwave-api
2026-04-17T16:41:36.010907+00:00 | Slide | Goo Goo Dolls | source:amperwave-api
2026-04-17T16:42:18.190904+00:00 | Slide | Goo Goo Dolls | source:amperwave-api
2026-04-17T16:42:59.427997+00:00 | Slide | Goo Goo Dolls | source:amperwave-api
2026-04-17T16:43:42.360322+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:44:23.946016+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:45:05.486457+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:45:50.751594+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:46:35.339903+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:47:54.803596+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:48:34.669677+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:49:16.783180+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:49:56.883051+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:50:39.388670+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:51:21.530431+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:52:06.162616+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:52:47.822275+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:53:30.831480+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:54:11.647862+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:54:53.741709+00:00 | Hey Ya! | Outkast | source:amperwave-api
2026-04-17T16:55:34.976104+00:00 | Gimme More | Britney Spears | source:amperwave-api
2026-04-17T16:56:18.069269+00:00 | Gimme More | Britney Spears | source:amperwave-api
2026-04-17T16:56:59.410125+00:00 | Gimme More | Britney Spears | source:amperwave-api
2026-04-17T16:57:40.951512+00:00 | Gimme More | Britney Spears | source:amperwave-api
2026-04-17T16:58:22.885624+00:00 | Gimme More | Britney Spears | source:amperwave-api
2026-04-17T16:59:24.989543+00:00 | Stacys Mom | Fountains Of Wayne | source:amperwave-api
2026-04-17T17:00:06.944404+00:00 | Stacys Mom | Fountains Of Wayne | source:amperwave-api
2026-04-17T17:00:47.607468+00:00 | Stacys Mom | Fountains Of Wayne | source:amperwave-api
