2026-04-16T00:00:07.054542+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T11:19:53.665128+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:20:31.791596+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:21:08.662846+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:21:45.178282+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:22:24.406743+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:23:01.957970+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:23:40.760372+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:25:11.458678+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:25:50.096518+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T11:26:29.341198+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T11:27:06.200595+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T11:27:42.567896+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T11:28:23.479920+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T11:29:02.907409+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:29:41.334266+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:30:20.459119+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:30:57.222738+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:31:32.780027+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:32:10.123063+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:32:47.339679+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:33:26.358089+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:34:54.084614+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:35:34.807090+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:36:12.588480+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:36:49.874621+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:37:28.003813+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:38:05.740927+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:38:45.449047+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:39:22.534167+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:40:00.609212+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:40:38.697017+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:41:15.477499+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:41:53.229594+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:42:30.069869+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T11:44:29.817371+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:45:07.342763+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:45:46.867154+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:46:27.274969+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:47:05.140113+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:47:42.676970+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:48:19.688075+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:48:58.636532+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:49:35.754790+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T11:51:09.581445+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:51:47.187613+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:52:25.040828+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:53:03.067183+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:53:40.757141+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:54:22.513843+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:55:00.118572+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:57:08.555909+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:57:45.155122+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:58:22.633489+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:59:00.395771+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T11:59:39.524566+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T12:00:18.025300+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T12:00:55.334437+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-16T12:02:50.104188+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T12:03:28.478826+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T12:04:05.181523+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T12:04:43.887332+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T12:05:22.240166+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:06:01.923194+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:06:38.890704+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:07:16.682399+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:07:53.886273+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:08:31.794509+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:09:09.446234+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:09:51.512957+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:10:29.480387+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:11:09.002066+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:11:46.080956+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T12:12:24.019627+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:13:02.435192+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:13:39.473651+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:14:17.247251+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:14:54.788668+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:15:31.845593+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:16:09.560798+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-16T12:16:46.786242+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:17:23.864937+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:18:00.811878+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:19:19.636171+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:19:56.683389+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:20:35.573383+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:21:18.420159+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:21:57.017425+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:22:35.362217+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:23:15.631238+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:23:51.889164+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:24:30.394281+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:25:07.954956+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:26:21.125429+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:26:59.051510+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:27:35.921815+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:28:15.093082+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:28:51.942907+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:29:30.915540+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:30:08.331140+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-16T12:30:46.376702+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:31:23.361453+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:32:00.202007+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:33:34.193213+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:34:12.141568+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:34:49.194557+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:35:26.295482+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:36:05.662559+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:36:43.092704+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:37:19.835616+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:37:56.837189+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:38:34.825066+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:39:15.045082+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:40:52.438636+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:41:29.204547+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:42:06.827344+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:42:44.888200+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:43:22.810819+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T12:43:59.953906+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T12:44:36.850260+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T12:45:56.969177+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T12:46:35.199028+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:47:13.088315+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:47:50.348350+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:48:27.293765+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:49:04.187036+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:49:42.881621+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:51:28.676787+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:52:05.775563+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:52:43.515361+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:53:20.047953+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:53:57.105120+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:54:34.443702+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:55:11.772283+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:55:50.187512+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:56:30.256923+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:57:08.083644+00:00 | Swim | Bts | source:amperwave-api
2026-04-16T12:57:45.985009+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T12:58:23.102612+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T12:59:00.757697+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T12:59:38.829596+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T13:00:23.789805+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T13:00:59.911044+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-16T13:01:38.192336+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T13:02:15.701709+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T13:02:52.781085+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T13:03:38.735987+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T13:04:17.374388+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-16T13:04:53.808437+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-16T13:05:31.094749+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-16T13:07:18.397870+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-16T13:07:54.683631+00:00 | See You Again (Feat. Charlie Puth) | Wiz Khalifa | source:amperwave-api
2026-04-16T13:08:32.705269+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:09:11.772330+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:09:50.153851+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:10:27.304276+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:11:06.790470+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:11:42.994161+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:12:19.666085+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:12:57.115891+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:14:59.111715+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:15:37.963707+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:16:15.390176+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:16:51.701459+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:17:29.170413+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:18:05.756747+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:18:42.328425+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-16T13:19:19.578022+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T13:19:59.513741+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T13:20:38.429403+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T13:21:17.346793+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T13:22:52.087454+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-16T13:23:28.822792+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T13:24:05.526186+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T13:24:43.751690+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T13:25:21.602748+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T13:26:00.756664+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T13:26:38.736780+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-16T13:27:15.292885+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-16T13:27:53.328394+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-16T13:29:30.442570+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:30:11.841460+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:30:50.704530+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:31:26.575624+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:32:03.116318+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:32:40.822000+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:33:17.313947+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:34:47.071031+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:35:24.893442+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:36:01.257816+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:36:37.130941+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:37:14.371515+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:37:51.709451+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:38:28.196596+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-16T13:40:07.550253+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:40:42.775280+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:41:21.368223+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:41:57.338702+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:42:34.274161+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:43:10.782683+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:43:46.819794+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:44:22.800990+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:44:59.226911+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:45:35.140042+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:46:12.448215+00:00 | Stateside Ft Zara Larsson | Pinkpantheress | source:amperwave-api
2026-04-16T13:46:49.284625+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T13:47:26.438274+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T13:48:05.111765+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T13:48:41.976159+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T13:49:18.678946+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-16T13:49:58.804419+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:50:36.107059+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:51:12.617498+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:51:49.327887+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:52:25.634576+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:53:02.433708+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:53:40.135401+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:54:16.550418+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:54:52.521709+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:56:24.252343+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:57:00.300128+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:57:36.133064+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:58:14.281461+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:58:53.266397+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T13:59:30.455737+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T14:00:08.585850+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T14:00:47.916722+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-16T14:02:41.295155+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-16T14:03:19.386087+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-16T14:03:55.798486+00:00 | I Like You (A Happier Song) | Post Malone Ft Doja Cat | source:amperwave-api
2026-04-16T14:04:32.195718+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T14:05:09.131793+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T14:05:45.107377+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T14:06:21.497297+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T14:06:58.876300+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T14:07:36.128803+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-16T14:09:27.075890+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-16T14:10:04.273818+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-16T14:10:39.763532+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-16T14:11:16.390018+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T14:11:53.427530+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T14:12:30.125964+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T14:13:06.621816+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-16T14:13:44.023777+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T14:15:16.148967+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T14:15:53.925983+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-16T14:16:30.947721+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-16T14:17:07.813208+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-16T14:17:45.162863+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-16T14:18:24.381663+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-16T14:19:04.413779+00:00 | Heartless | The Weeknd | source:amperwave-api
2026-04-16T14:20:43.388693+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T14:21:22.858117+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T14:22:02.466090+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-16T14:22:39.615269+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T14:23:17.133733+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T14:23:54.198821+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T14:24:29.868420+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-16T14:26:21.094273+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-16T14:26:57.823473+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-16T14:27:35.548883+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-16T14:28:13.364439+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-16T14:28:50.263199+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:29:27.494890+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:30:04.137613+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:30:42.150273+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:31:20.877163+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:31:56.399526+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:32:32.819657+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-16T14:33:09.127301+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-16T14:33:48.866396+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-16T14:34:25.313726+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-16T14:35:02.641643+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-16T14:35:40.815473+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-16T14:36:18.864816+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T14:36:55.353552+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T14:37:32.079332+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T14:38:07.950513+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-16T14:38:44.572512+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T14:39:22.881109+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T14:40:00.446660+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T14:40:36.251675+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-16T14:42:22.002253+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T14:42:58.114260+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T14:43:35.374833+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T14:44:11.364261+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-16T14:44:46.343398+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-16T14:45:25.158951+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-16T14:46:02.030818+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-16T14:47:33.364150+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-16T14:48:15.608494+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T14:48:51.904686+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T14:49:29.419031+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T14:50:05.882554+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T14:50:43.452409+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T14:51:20.724426+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-16T14:51:57.110280+00:00 | Havana (Feat. Young Thug) | Camila Cabello | source:amperwave-api
2026-04-16T14:53:33.095364+00:00 | Havana (Feat. Young Thug) | Camila Cabello | source:amperwave-api
2026-04-16T14:54:11.244355+00:00 | Havana (Feat. Young Thug) | Camila Cabello | source:amperwave-api
2026-04-16T14:54:48.121727+00:00 | Havana (Feat. Young Thug) | Camila Cabello | source:amperwave-api
2026-04-16T14:55:25.241894+00:00 | Stay With Me | Sam Smith | source:amperwave-api
2026-04-16T14:56:02.217691+00:00 | Stay With Me | Sam Smith | source:amperwave-api
2026-04-16T14:56:39.236147+00:00 | Stay With Me | Sam Smith | source:amperwave-api
2026-04-16T14:57:15.801418+00:00 | Stay With Me | Sam Smith | source:amperwave-api
2026-04-16T14:57:52.074520+00:00 | Stay With Me | Sam Smith | source:amperwave-api
2026-04-16T14:59:35.091790+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-16T15:00:12.181058+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-16T15:00:48.525113+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-16T15:01:25.514081+00:00 | Ordinary | Alex Warren | source:amperwave-api
