2026-04-15T00:00:18.463396+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T17:20:37.887589+00:00 | Starboy (Feat. Daft Punk) | The Weeknd | source:amperwave-api
2026-04-15T17:21:15.186418+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:21:52.594429+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:22:30.789410+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:23:13.708807+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:23:50.714812+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:24:26.883832+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:25:04.130083+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:25:40.365497+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:26:17.491045+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:26:55.267519+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:27:32.058707+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:28:10.971735+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:28:50.645411+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:29:26.730539+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:30:02.947739+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:30:39.639412+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:31:17.914673+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:31:58.330577+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:32:40.805356+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:33:18.700361+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T17:33:57.925885+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T17:34:35.829667+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T17:35:14.217651+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T17:35:52.502601+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T17:37:01.340266+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-15T17:37:39.181418+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-15T17:38:17.231944+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-15T17:38:55.028615+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-15T17:39:32.915338+00:00 | Kiss Me More | Doja Cat Feat. Sza | source:amperwave-api
2026-04-15T17:40:11.804994+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T17:40:51.664129+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T17:42:03.262202+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T17:42:41.165814+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T17:43:20.839457+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T17:43:59.813925+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:44:36.710554+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:45:14.185844+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:45:52.886384+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:46:31.059899+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:47:08.504095+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:47:47.676179+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:48:42.328491+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:49:21.634348+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:50:00.095200+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:50:37.383289+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:51:37.594910+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:52:19.683888+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:52:57.171494+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T17:53:34.663155+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T17:54:28.697167+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T17:55:06.849136+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T17:55:44.923195+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T17:56:22.811106+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T17:57:00.692854+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T17:57:39.509346+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T17:58:21.590249+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T17:59:00.162152+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T17:59:39.081817+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T18:00:17.193752+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T18:00:59.108497+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T18:01:37.249277+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T18:02:16.611697+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T18:02:57.535320+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T18:03:45.905517+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:04:24.262296+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:05:03.152886+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:05:42.672468+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:06:22.117893+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:07:00.697798+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:07:40.965585+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-15T18:08:18.015904+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-15T18:08:59.634907+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-15T18:09:38.222366+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-15T18:10:18.570346+00:00 | Whatcha Say | Jason Derulo | source:amperwave-api
2026-04-15T18:10:59.199328+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:11:54.762898+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:12:34.683087+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:13:15.115083+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:13:56.489335+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:14:34.847690+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:15:14.627046+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:15:53.379347+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:16:33.337579+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-15T18:17:10.370085+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-15T18:17:48.858266+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-15T18:18:30.125326+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-15T18:19:54.443443+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:20:33.888090+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:21:15.727412+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:21:56.430927+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:22:35.727343+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:23:14.721992+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:23:56.064644+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:24:35.591485+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:25:14.881437+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:25:53.967161+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:26:34.537266+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:27:15.139076+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:27:56.500994+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:29:20.128585+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:30:01.367600+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:30:40.919925+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T18:31:22.749630+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:32:35.217493+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:33:13.876966+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:33:52.611961+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:34:31.016791+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T18:35:50.528382+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T18:36:28.788153+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T18:37:09.083487+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-15T18:37:50.192985+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T18:38:28.682753+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T18:39:07.394852+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T18:39:46.911929+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T18:40:27.308959+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T18:41:05.760127+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T18:41:44.868756+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:42:23.228659+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:43:03.003197+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:43:42.321459+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:44:22.962935+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:45:41.779926+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:46:25.279350+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:47:05.166686+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:47:46.212027+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:48:24.788787+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:49:04.597207+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:49:43.505620+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:50:29.026969+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:51:09.136973+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:51:49.367197+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T18:52:32.873914+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T18:53:12.548885+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T18:53:53.015275+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T18:54:35.164933+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T18:56:00.152098+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T18:56:42.562563+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T18:57:23.160873+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T18:58:04.534569+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T18:58:44.735352+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T18:59:25.497490+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:00:06.999345+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:00:47.559823+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:01:29.775238+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:02:11.346466+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:03:28.820536+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:04:09.416123+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:04:48.797529+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:05:30.227849+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:06:09.903734+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:06:50.203285+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:07:31.076476+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:08:11.665570+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:08:55.436727+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:09:35.562221+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:10:14.704910+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:10:53.434303+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:11:32.585870+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:12:14.553554+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:13:11.123689+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:13:51.067654+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:14:31.849259+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:15:09.945671+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:16:29.642329+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:17:09.529870+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:17:49.747331+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:18:29.394895+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:19:55.807288+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:20:36.066797+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:21:15.231618+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:21:57.451226+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:22:39.477837+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:23:20.713541+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:24:00.397209+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:24:40.692434+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:25:21.301388+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:26:02.102364+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:26:45.493041+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:27:24.322853+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:28:05.027315+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:28:46.242742+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:29:56.121092+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:30:38.803430+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:31:19.693191+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:32:00.484210+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:32:43.338571+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:33:23.212439+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:34:02.326867+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:34:42.022088+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:35:24.554498+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:36:03.710923+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:36:45.735538+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:37:25.975949+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:38:06.286059+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:38:47.773246+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:39:41.119376+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:40:23.498526+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:41:02.908879+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:41:42.219819+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:42:24.475521+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:43:06.473173+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:43:45.665729+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:44:26.010013+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:45:05.947082+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:45:46.269710+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:46:28.084023+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:47:09.788317+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:47:49.891675+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:48:30.710047+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:49:43.107345+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:50:23.796127+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:51:04.581988+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:51:39.603117+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:52:14.587486+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:52:49.961076+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:53:49.545402+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:54:24.614498+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:55:02.830452+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:56:23.594192+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:57:03.947360+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:57:43.045183+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:58:23.720994+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:59:39.868213+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:00:21.389012+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:01:01.068174+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:01:41.249891+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:02:22.005196+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:03:04.191612+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:03:44.034600+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:04:23.888151+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:05:03.691259+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:05:44.205067+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:06:26.678641+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:07:06.718969+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:07:49.206940+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:08:28.929816+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:09:12.952714+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:09:55.695519+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:10:57.412632+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:11:38.868390+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:12:21.105102+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:13:02.200549+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:13:42.199754+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:14:23.843257+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:15:06.410829+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:15:48.465708+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:16:30.329721+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:17:10.195457+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:17:51.857866+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:18:31.625818+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:19:13.801745+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:19:55.923492+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:20:37.841144+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:21:18.703034+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:22:28.427465+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:23:08.569028+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:23:51.171815+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:24:31.706428+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:25:15.467060+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:25:57.478033+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:26:40.069849+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:27:22.252492+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:28:03.853768+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:28:45.411347+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:29:26.294062+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:30:06.592955+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:30:48.847563+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:31:34.657833+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:32:17.309799+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:32:58.918546+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:33:42.497951+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:34:21.949946+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:35:02.696742+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:35:44.097359+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:36:24.905878+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:37:08.463336+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:38:29.626857+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:39:08.737106+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:39:47.765637+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:40:28.019411+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:41:08.388990+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:41:47.862834+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:42:29.350379+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:43:08.964008+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:43:49.243892+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:44:31.217233+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:45:11.801042+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:45:51.832560+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:46:31.880346+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:47:15.332291+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:47:57.001696+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:48:38.242795+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:50:14.301712+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:50:56.796968+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:51:37.471314+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:52:27.519631+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:53:55.226465+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:54:36.392833+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:55:18.323462+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:55:57.718013+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:56:37.912456+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:57:54.508933+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:58:36.291557+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T20:59:17.047015+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:00:02.851580+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:00:44.209132+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:01:27.177889+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:02:06.582400+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:02:50.061280+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:03:33.683841+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:04:17.937462+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:05:01.366938+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:05:45.138946+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:06:27.908859+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:07:12.640387+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:07:53.042821+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:09:05.948749+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:09:46.135509+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T21:10:31.248513+00:00 | Daisies | Justin Bieber | source:amperwave-api
