2026-04-14T00:04:56.087077+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T18:04:46.105409+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:05:42.736286+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T18:06:17.709618+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T18:07:16.031841+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T18:07:52.014518+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T18:08:27.473751+00:00 | Sweater Weather | The Neighbourhood | source:amperwave-api
2026-04-14T18:09:03.285470+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-14T18:09:38.364604+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-14T18:10:14.658054+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-14T18:10:50.255614+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-14T18:11:25.148233+00:00 | Party In The U.S.A. | Miley Cyrus | source:amperwave-api
2026-04-14T18:12:00.307110+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T18:12:35.129281+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T18:13:11.087226+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T18:13:46.414844+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-14T18:14:29.794421+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:15:05.640090+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:16:03.876684+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:16:39.922349+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:17:37.217554+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:18:12.448707+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T18:19:14.792614+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T18:19:50.088276+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T18:20:43.524730+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T18:21:18.610165+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T18:22:17.523263+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T18:22:52.284212+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T18:23:27.075780+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T18:24:02.287601+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T18:24:37.752413+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-14T18:25:13.209257+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T18:25:49.317824+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T18:26:24.534527+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T18:26:59.364789+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T18:27:35.573510+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-14T18:28:11.246819+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T18:28:46.166105+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T18:29:29.805523+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T18:30:05.807317+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T18:31:01.047525+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T18:31:36.353597+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T18:32:33.612622+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T18:33:08.429496+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-14T18:34:06.333316+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T18:34:42.859947+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T18:35:41.739929+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T18:36:18.622113+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-14T18:37:16.476579+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T18:37:51.796539+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T18:38:26.769961+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T18:39:01.907220+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T18:39:37.162769+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T18:40:12.267060+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T18:40:47.113919+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T18:41:22.630553+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T18:41:57.940509+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T18:42:33.070103+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:43:08.635044+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:43:44.142482+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:44:30.523447+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:45:07.360544+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:46:00.861398+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:46:37.571349+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:47:38.202364+00:00 | What Makes You Beautiful | One Direction | source:amperwave-api
2026-04-14T18:48:12.929218+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-14T18:48:47.203729+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-14T18:49:22.681244+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-14T18:49:57.182879+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-14T18:50:44.260296+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T18:51:19.018490+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T18:52:16.202847+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T18:52:51.290854+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:53:26.504311+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:54:01.278387+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:54:36.005355+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:55:10.977287+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:55:46.200753+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:56:21.844942+00:00 | Die With A Smile | Lady Gaga X Bruno Mars | source:amperwave-api
2026-04-14T18:56:57.652733+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T18:57:33.077260+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T18:58:09.202068+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T18:58:44.272938+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T18:59:29.800269+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:00:05.292609+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:00:58.517032+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:01:33.422610+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:02:31.529352+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:03:07.632683+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:03:56.861119+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-14T19:04:31.701560+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-14T19:05:31.482067+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-14T19:06:06.525154+00:00 | Kill Bill | Sza | source:amperwave-api
2026-04-14T19:07:07.747188+00:00 | Mockingbird | Eminem | source:amperwave-api
2026-04-14T19:07:43.156618+00:00 | Mockingbird | Eminem | source:amperwave-api
2026-04-14T19:08:18.615134+00:00 | Mockingbird | Eminem | source:amperwave-api
2026-04-14T19:08:54.218261+00:00 | Mockingbird | Eminem | source:amperwave-api
2026-04-14T19:09:29.439398+00:00 | Mockingbird | Eminem | source:amperwave-api
2026-04-14T19:10:05.372507+00:00 | Mockingbird | Eminem | source:amperwave-api
2026-04-14T19:10:40.705680+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T19:11:17.384893+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T19:11:52.637600+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T19:12:28.934189+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T19:13:04.542353+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-14T19:13:39.941230+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:14:31.073112+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:15:05.763813+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:16:04.593832+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:16:39.689013+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:17:38.536584+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:18:18.143862+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:19:10.861363+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:19:47.023237+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:20:48.916378+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:21:24.235531+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:22:18.020117+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:22:53.497291+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:23:29.005961+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:24:04.711853+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:24:40.357696+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:25:16.092768+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:25:51.097791+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:26:27.022399+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:27:02.919655+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:27:38.885537+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:28:14.677754+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:28:50.039281+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:29:30.321892+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:30:05.832102+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:31:03.267411+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:31:38.022185+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T19:32:36.468615+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T19:33:12.008322+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T19:34:08.595492+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T19:34:43.196345+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T19:35:37.904109+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-14T19:36:13.820567+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-14T19:37:11.007570+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-14T19:37:46.159904+00:00 | I Had Some Help | Post Malone X Morgan Wallen | source:amperwave-api
2026-04-14T19:38:21.147855+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T19:38:56.443816+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T19:39:32.334572+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T19:40:08.930171+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T19:40:44.058956+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T19:41:19.307461+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:41:54.680707+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:42:29.529786+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:43:04.598079+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:43:39.566014+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:44:31.632222+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:45:08.038753+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:46:06.849317+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:46:42.517903+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:47:40.047586+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:48:15.672961+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:49:13.143304+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:49:48.014466+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:50:22.638664+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:50:57.833754+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:51:32.579941+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T19:52:22.043174+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T19:52:56.907713+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T19:53:31.830201+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T19:54:06.877353+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T19:54:41.986462+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T19:55:17.522772+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T19:55:52.296590+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T19:56:27.309580+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T19:57:02.777671+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T19:57:39.713001+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T19:58:14.608944+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T19:58:50.095107+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T19:59:29.366461+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T20:00:04.799484+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T20:01:02.306037+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T20:01:39.107033+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T20:02:37.820199+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T20:03:12.814144+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T20:04:10.991684+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T20:04:47.633067+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-14T20:05:38.785370+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T20:06:15.451416+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T20:07:08.637566+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T20:07:44.070433+00:00 | What It Is (Block Boy) | Doechii | source:amperwave-api
2026-04-14T20:08:19.543510+00:00 | Saturn | Sza | source:amperwave-api
2026-04-14T20:08:54.345052+00:00 | Saturn | Sza | source:amperwave-api
2026-04-14T20:09:29.352235+00:00 | Saturn | Sza | source:amperwave-api
2026-04-14T20:10:04.708206+00:00 | Saturn | Sza | source:amperwave-api
2026-04-14T20:10:40.469282+00:00 | Saturn | Sza | source:amperwave-api
2026-04-14T20:11:16.294479+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T20:11:51.854821+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T20:12:27.520466+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T20:13:03.373616+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T20:13:41.125232+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-14T20:14:32.400883+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T20:15:08.120445+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T20:16:00.507798+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T20:16:36.385026+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-14T20:17:30.244601+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:18:05.296134+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:19:00.874628+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:19:35.674284+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:20:29.641958+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:21:05.829728+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:22:04.808426+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:22:40.477207+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:23:15.964095+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:23:51.535140+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:24:27.089707+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:25:03.026195+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:25:38.310030+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:26:14.327706+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-14T20:26:49.817377+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T20:27:25.194623+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T20:28:01.556591+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T20:28:36.806471+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T20:29:29.952083+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T20:30:05.066335+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T20:31:00.242548+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T20:31:35.444210+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T20:32:34.028837+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-14T20:33:09.361158+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-14T20:34:05.841435+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-14T20:34:40.849932+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-14T20:35:37.162171+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-14T20:36:12.009470+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T20:37:11.005579+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T20:37:46.600653+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T20:38:40.609759+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-14T20:39:15.233341+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:39:49.966804+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:40:25.769383+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:41:00.512582+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:41:42.184988+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:42:41.593232+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T20:43:16.754636+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T20:43:51.977696+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T20:44:29.908908+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T20:45:05.197528+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T20:46:05.368913+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:46:41.216581+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:47:16.692313+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:47:52.243464+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:48:27.077100+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:49:26.122466+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:50:00.934574+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:50:58.185341+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:51:32.685326+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:52:08.117715+00:00 | S.O.S. (Rescue Me) | Rihanna | source:amperwave-api
2026-04-14T20:52:43.273173+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T20:53:18.580335+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T20:53:53.557579+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T20:54:29.128936+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-14T20:55:04.439039+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:55:39.053149+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:56:14.863466+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:56:50.232695+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:57:25.585409+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:58:00.630709+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T20:58:35.572210+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T20:59:29.500898+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T21:00:06.645947+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T21:01:07.351599+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T21:01:42.464585+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T21:02:42.511583+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T21:03:18.901379+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T21:04:20.263257+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T21:04:55.028820+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T21:05:54.072755+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T21:06:29.492906+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T21:07:30.115840+00:00 | Hot To Go! | Chappell Roan | source:amperwave-api
2026-04-14T21:08:04.813736+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-14T21:08:39.670027+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-14T21:09:16.092374+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-14T21:09:50.914935+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-14T21:10:26.197886+00:00 | Rockstar | Post Malone | source:amperwave-api
2026-04-14T21:11:01.312357+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:11:36.452246+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:12:11.823882+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:12:47.050971+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:13:22.168604+00:00 | Bed Chem | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:13:57.777863+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T21:14:36.182754+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T21:15:11.685861+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T21:16:15.215842+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T21:16:51.240855+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T21:17:26.482635+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T21:18:02.325224+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T21:18:40.511103+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T21:19:45.393900+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T21:20:20.278958+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T21:21:21.377882+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T21:21:56.870195+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T21:22:57.109400+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T21:23:32.252442+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T21:24:07.223511+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T21:24:42.234621+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-14T21:25:18.077742+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T21:25:54.402181+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T21:26:30.675505+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T21:27:07.086320+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T21:27:42.359691+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T21:28:17.480593+00:00 | Paint The Town Red | Doja Cat | source:amperwave-api
2026-04-14T21:28:52.812992+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T21:29:28.139582+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T21:30:27.604952+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-14T21:31:02.752223+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
