2026-04-17T00:00:04.195055+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T13:34:39.277658+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:35:20.535092+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:36:01.599438+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:36:43.288680+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:37:24.860088+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:38:04.079197+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:38:48.196475+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T13:39:29.007085+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:40:12.076054+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:40:52.871289+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T13:41:37.842342+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:42:20.119851+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:43:00.134452+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:43:43.791471+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:44:25.464777+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:45:28.159478+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:46:11.605315+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:46:52.287985+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:47:32.736748+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T13:49:06.493786+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T13:49:47.020210+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T13:50:29.265127+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T13:51:14.592633+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T13:52:49.455754+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T13:53:29.310874+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T13:54:12.180338+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T13:54:52.241653+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T13:56:19.714059+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T13:57:01.474341+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T13:57:44.629847+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T13:58:27.040911+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T13:59:43.421828+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:00:25.411464+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:01:08.264609+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:01:51.435141+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T14:02:38.499925+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T14:03:20.490024+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T14:04:01.241149+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T14:04:41.577874+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T14:05:23.160943+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T14:06:05.771245+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T14:06:47.960616+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T14:07:28.394049+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T14:08:11.796040+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T14:08:53.942399+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T14:09:36.586956+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T14:10:21.034779+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T14:11:22.207854+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T14:12:19.874003+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T14:13:01.116214+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T14:13:41.493220+00:00 | Lose Yourself | Eminem | source:amperwave-api
2026-04-17T14:14:21.781489+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T14:15:03.073518+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T14:15:49.191073+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T14:16:34.324306+00:00 | Twilight Zone | Ariana Grande | source:amperwave-api
2026-04-17T14:17:17.288416+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T14:17:57.988885+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T14:18:40.272991+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T14:19:24.487189+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T14:20:06.149651+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T14:20:48.554744+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T14:21:42.439942+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T14:22:25.599720+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T14:23:07.022386+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T14:23:48.816810+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T14:25:07.890325+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T14:26:00.939612+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T14:26:46.472163+00:00 | Runway | Lady Gaga Ft. Doechii | source:amperwave-api
2026-04-17T14:27:33.806654+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T14:28:59.642348+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T14:29:41.312839+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T14:30:21.880600+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:31:00.937516+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:32:33.289295+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:33:15.834832+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:33:57.125576+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-17T14:34:36.863219+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-17T14:35:52.199578+00:00 | Revolving Door | Tate Mcrae | source:amperwave-api
2026-04-17T14:36:34.020668+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T14:37:15.665320+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T14:37:58.672064+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T14:39:06.861014+00:00 | Luther | Kendrick Lamar X Sza | source:amperwave-api
2026-04-17T14:39:50.668097+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:40:30.819106+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:41:14.757829+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:41:56.061553+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:42:40.834561+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:43:22.782930+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:44:03.620564+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:44:46.129919+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:45:28.153409+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:46:08.969169+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:46:48.738480+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:47:29.447662+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:48:15.699119+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:48:58.064829+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:49:39.588910+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:51:00.590295+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:51:40.260109+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:52:21.176074+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:53:00.705046+00:00 | Girlfriend | N Sync | source:amperwave-api
2026-04-17T14:53:42.318873+00:00 | Super Freaky Girl | Nicki Minaj | source:amperwave-api
2026-04-17T14:54:22.997129+00:00 | Super Freaky Girl | Nicki Minaj | source:amperwave-api
2026-04-17T14:55:07.798368+00:00 | Super Freaky Girl | Nicki Minaj | source:amperwave-api
2026-04-17T14:55:50.190509+00:00 | Super Freaky Girl | Nicki Minaj | source:amperwave-api
2026-04-17T14:56:33.407224+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T14:57:15.704203+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T14:57:58.690858+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T14:58:40.526717+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T14:59:23.427940+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T15:00:05.661726+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T15:00:46.749909+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T15:01:29.280535+00:00 | Mood | 24Kgoldn | source:amperwave-api
2026-04-17T15:02:10.173900+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:03:28.810358+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:04:11.858193+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-17T15:04:54.137273+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-17T15:05:34.307585+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-17T15:06:51.026323+00:00 | I Like You (A Happier Song) | Post Malone / Doja Cat | source:amperwave-api
2026-04-17T15:07:31.880549+00:00 | Blank Space | Taylor Swift | source:amperwave-api
2026-04-17T15:08:12.234504+00:00 | Blank Space | Taylor Swift | source:amperwave-api
2026-04-17T15:08:50.424793+00:00 | Blank Space | Taylor Swift | source:amperwave-api
2026-04-17T15:09:50.853991+00:00 | Blank Space | Taylor Swift | source:amperwave-api
2026-04-17T15:10:48.910932+00:00 | Blank Space | Taylor Swift | source:amperwave-api
2026-04-17T15:11:27.412795+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T15:12:06.297218+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T15:13:40.277949+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T15:14:20.540903+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T15:15:21.887767+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T15:16:02.197799+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T15:16:57.799282+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T15:17:37.932617+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T15:18:16.722005+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T15:18:56.250516+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:19:36.677784+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:20:19.021698+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:21:01.537305+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:21:42.299275+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:22:22.381566+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:23:02.518945+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:23:43.297587+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:24:23.649132+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:25:05.373814+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:25:46.817150+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:26:30.281721+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:27:11.911887+00:00 | Swim | Bts | source:amperwave-api
2026-04-17T15:27:53.426246+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T15:29:19.180810+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T15:30:03.487540+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T15:30:45.077150+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T15:31:27.256769+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T15:32:08.922457+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T15:32:49.940798+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T15:33:34.005800+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T15:34:18.849146+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T15:34:59.662744+00:00 | Creepin | Metro Boomin / The Weeknd / 21 Savage | source:amperwave-api
2026-04-17T15:35:42.818692+00:00 | Creepin | Metro Boomin / The Weeknd / 21 Savage | source:amperwave-api
2026-04-17T15:36:23.214124+00:00 | Creepin | Metro Boomin / The Weeknd / 21 Savage | source:amperwave-api
2026-04-17T15:37:06.119842+00:00 | Creepin | Metro Boomin / The Weeknd / 21 Savage | source:amperwave-api
2026-04-17T15:37:48.041741+00:00 | Creepin | Metro Boomin / The Weeknd / 21 Savage | source:amperwave-api
2026-04-17T15:38:29.137532+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T15:39:11.899705+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T15:39:54.755463+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T15:40:36.465636+00:00 | Tit For Tat | Tate Mcrae | source:amperwave-api
2026-04-17T15:41:17.558782+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:41:57.976386+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:43:04.334098+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T15:43:43.817444+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T15:44:30.261352+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T15:45:09.881144+00:00 | Damn I Love Miami | Pitbull Feat. Lil Jon | source:amperwave-api
2026-04-17T15:46:31.730030+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:47:13.807595+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:47:54.223285+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:48:34.752576+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:49:46.997290+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:50:31.138887+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:51:12.730667+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:52:28.696831+00:00 | Live Your Life | T.I. Feat. Rihanna | source:amperwave-api
2026-04-17T15:53:14.787236+00:00 | Kiss Me More | Doja Cat / Sza | source:amperwave-api
2026-04-17T15:53:55.948311+00:00 | Kiss Me More | Doja Cat / Sza | source:amperwave-api
2026-04-17T15:54:36.829577+00:00 | Kiss Me More | Doja Cat / Sza | source:amperwave-api
2026-04-17T15:55:58.000598+00:00 | Kiss Me More | Doja Cat / Sza | source:amperwave-api
2026-04-17T15:56:41.277703+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T15:57:24.048796+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T15:58:06.962151+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T15:58:51.078809+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T15:59:32.183026+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:00:12.997827+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T16:00:55.111370+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T16:01:36.893435+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T16:02:18.857465+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T16:03:02.606925+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T16:03:44.151133+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:04:26.906759+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:05:07.622217+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:05:52.330440+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:06:35.572392+00:00 | Vampire | Olivia Rodrigo | source:amperwave-api
2026-04-17T16:07:59.567766+00:00 | Vampire | Olivia Rodrigo | source:amperwave-api
2026-04-17T16:08:42.936260+00:00 | Vampire | Olivia Rodrigo | source:amperwave-api
2026-04-17T16:09:23.625752+00:00 | Vampire | Olivia Rodrigo | source:amperwave-api
2026-04-17T16:10:12.601182+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:10:57.159925+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:11:38.463520+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:12:20.017121+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:13:08.196649+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:13:50.523351+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:14:31.024011+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:15:16.760583+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:15:57.713535+00:00 | Taste | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:16:40.266696+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T16:17:24.299250+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T16:18:06.554513+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T16:18:46.263293+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-17T16:19:28.155441+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T16:20:15.723757+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T16:20:56.638858+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T16:22:40.965558+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-17T16:23:23.656655+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T16:24:06.425425+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T16:24:48.264679+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T16:26:08.061824+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T16:26:49.716330+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T16:27:50.678554+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T16:29:16.686492+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-17T16:30:00.278415+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T16:30:42.781637+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T16:31:25.285205+00:00 | Dracula | Tame Impala | source:amperwave-api
2026-04-17T16:32:32.375336+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-17T16:33:13.818534+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-17T16:33:57.074269+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-17T16:34:42.262787+00:00 | Mutt | Leon Thomas (Feat. Chris Brown) | source:amperwave-api
2026-04-17T16:35:48.302255+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T16:36:30.196364+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T16:37:11.977740+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T16:37:51.819821+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-17T16:38:33.516837+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T16:39:15.044860+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T16:39:56.573850+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T16:40:52.528677+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T16:41:37.462368+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:42:18.968365+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:43:00.490354+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:43:43.214560+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:44:25.298206+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:45:06.333931+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:45:51.611932+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:46:36.072344+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:47:55.676013+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:48:35.510959+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:49:17.753358+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:49:58.837438+00:00 | Disco Inferno | 50 Cent | source:amperwave-api
2026-04-17T16:50:41.168856+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T16:51:22.337944+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T16:52:07.025629+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T16:52:48.693402+00:00 | Sure Thing | Miguel | source:amperwave-api
2026-04-17T16:53:31.744134+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:54:13.197059+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:54:55.896594+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:55:35.972255+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:56:20.515449+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T16:57:00.204671+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T16:57:42.683680+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T16:58:23.705245+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-17T16:59:26.130575+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:00:07.842316+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:00:48.479332+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:01:28.508224+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T17:02:29.907098+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T17:03:09.973486+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T17:03:48.160713+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T17:04:26.549052+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T17:05:38.469810+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-17T17:06:17.369740+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-17T17:06:57.215449+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-17T17:07:35.138278+00:00 | Camera | Ed Sheeran | source:amperwave-api
2026-04-17T17:08:45.395712+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-17T17:09:25.571764+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-17T17:10:04.270865+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-17T17:10:42.990048+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-17T17:11:45.881553+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:12:24.579961+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:13:02.244712+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:13:41.648338+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:14:19.471131+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T17:14:56.615714+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T17:15:34.946474+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T17:16:13.492793+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T17:16:53.095606+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T17:17:30.528083+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T17:18:08.577016+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T17:18:47.006089+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T17:19:25.031988+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T17:20:03.329866+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T17:20:40.947294+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T17:21:21.457539+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:22:00.180099+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:23:03.489947+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:23:42.629361+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:24:22.333156+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:25:00.785804+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:25:39.713756+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:26:20.200927+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T17:27:30.913790+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:28:08.718785+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:28:47.318086+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T17:29:25.963885+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:30:33.036976+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:31:12.205473+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:31:51.090706+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T17:32:29.962576+00:00 | As It Was | Harry Styles | source:amperwave-api
