2026-04-17T00:00:38.661767+00:00 | Live Your Life | Ti Ft Rihanna | source:amperwave-api
2026-04-17T13:22:42.584695+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:23:21.679065+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:24:02.345198+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:24:44.088149+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:25:23.860647+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:26:21.836515+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:27:03.869754+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:27:45.359556+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:28:29.600790+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:29:11.115486+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:29:52.346756+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:30:59.817803+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:31:48.200888+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:32:27.679487+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-17T13:33:09.029069+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T13:33:53.104968+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T13:34:33.225378+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T13:35:13.470341+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T13:35:54.776285+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:36:35.343440+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:37:17.104248+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:37:57.847905+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:38:38.647459+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T13:39:21.984598+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T13:40:03.484162+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T13:40:45.559249+00:00 | Stay | The Kid Laroi Ft. Justin Bieber | source:amperwave-api
2026-04-17T13:41:26.373108+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:42:11.757680+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:42:53.126714+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:43:37.401078+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:44:17.835031+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:45:15.363412+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T13:46:03.546575+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T13:46:45.211670+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T13:47:26.881229+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T13:49:40.806140+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:50:20.963704+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:51:04.085312+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:52:36.763077+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-17T13:53:22.641972+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T13:54:03.324769+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T13:54:45.688786+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T13:56:02.589042+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-17T13:56:53.689946+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-17T13:57:36.316917+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-17T13:58:18.352400+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-17T13:59:35.370868+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-17T14:00:16.507611+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:01:00.679184+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:01:43.590182+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:02:26.833383+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:03:13.067921+00:00 | Super Bass | Nicki Minaj | source:amperwave-api
2026-04-17T14:03:54.418231+00:00 | Super Bass | Nicki Minaj | source:amperwave-api
2026-04-17T14:04:34.652922+00:00 | Super Bass | Nicki Minaj | source:amperwave-api
2026-04-17T14:05:15.921444+00:00 | Super Bass | Nicki Minaj | source:amperwave-api
2026-04-17T14:05:57.393938+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:06:39.968581+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:07:21.614016+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:08:04.386182+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:08:46.258702+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:09:28.563709+00:00 | I Had Some Help | Post Malone Ft Morgan Wallen | source:amperwave-api
2026-04-17T14:10:12.383307+00:00 | I Had Some Help | Post Malone Ft Morgan Wallen | source:amperwave-api
2026-04-17T14:10:56.225544+00:00 | I Had Some Help | Post Malone Ft Morgan Wallen | source:amperwave-api
2026-04-17T14:12:13.212660+00:00 | I Had Some Help | Post Malone Ft Morgan Wallen | source:amperwave-api
2026-04-17T14:12:53.524670+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T14:13:34.557654+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T14:14:15.449886+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T14:14:56.053965+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-17T14:15:39.747720+00:00 | Dilemma | Nelly / Kelly Rowland | source:amperwave-api
2026-04-17T14:16:24.324461+00:00 | Dilemma | Nelly / Kelly Rowland | source:amperwave-api
2026-04-17T14:17:09.340515+00:00 | Dilemma | Nelly / Kelly Rowland | source:amperwave-api
2026-04-17T14:17:51.828487+00:00 | Dilemma | Nelly / Kelly Rowland | source:amperwave-api
2026-04-17T14:18:33.354021+00:00 | Dilemma | Nelly / Kelly Rowland | source:amperwave-api
2026-04-17T14:19:15.085565+00:00 | Dilemma | Nelly / Kelly Rowland | source:amperwave-api
2026-04-17T14:19:59.372650+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T14:20:40.596908+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T14:21:34.868671+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-17T14:22:18.188153+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:23:00.620738+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:23:41.584748+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:24:22.102897+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T14:25:54.160137+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:26:35.445140+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:27:23.218090+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T14:28:50.031697+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T14:29:32.835280+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T14:30:15.143418+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T14:30:55.343273+00:00 | Im Good | Bebe Rexha And David Guetta | source:amperwave-api
2026-04-17T14:31:36.438721+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:33:07.809934+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:33:50.923313+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:34:30.219258+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-17T14:35:43.675406+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-17T14:36:28.107094+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-17T14:37:08.564216+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-17T14:37:50.454671+00:00 | Dark Horse (Feat. Juicy J) | Katy Perry | source:amperwave-api
2026-04-17T14:38:54.901054+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T14:39:41.289991+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T14:40:24.118166+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T14:41:05.386498+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-17T14:41:49.585611+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-17T14:42:32.284054+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-17T14:43:16.886122+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-17T14:43:57.394033+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-17T14:44:37.554349+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-17T14:45:21.600423+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T14:46:02.531054+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T14:46:42.683812+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T14:47:23.106714+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-17T14:48:08.505602+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-17T14:48:50.166465+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-17T14:49:32.646752+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-17T14:50:51.338361+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-17T14:51:34.328884+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T14:52:14.891392+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T14:52:54.748866+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T14:53:35.662723+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T14:54:17.242218+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T14:54:58.256016+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T14:55:42.164895+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T14:56:24.461498+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T14:57:07.913912+00:00 | Wild Ones (Feat. Sia) | Flo Rida | source:amperwave-api
2026-04-17T14:57:49.486278+00:00 | Moves Like Jagger (Feat. Christina Aguilera | Maroon 5 | source:amperwave-api
2026-04-17T14:58:32.722688+00:00 | Moves Like Jagger (Feat. Christina Aguilera | Maroon 5 | source:amperwave-api
2026-04-17T14:59:14.724752+00:00 | Moves Like Jagger (Feat. Christina Aguilera | Maroon 5 | source:amperwave-api
2026-04-17T14:59:57.157277+00:00 | Moves Like Jagger (Feat. Christina Aguilera | Maroon 5 | source:amperwave-api
2026-04-17T15:00:40.768525+00:00 | Moves Like Jagger (Feat. Christina Aguilera | Maroon 5 | source:amperwave-api
2026-04-17T15:01:21.357449+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T15:02:02.914564+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T15:03:22.073932+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T15:04:02.842072+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T15:04:45.795760+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-17T15:05:27.819475+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-17T15:06:38.978748+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-17T15:07:25.567531+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-17T15:08:06.443752+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-17T15:08:44.962315+00:00 | Clarity (Feat. Foxes) | Zedd | source:amperwave-api
2026-04-17T15:09:24.826952+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:10:43.172065+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:11:22.232697+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:12:00.948446+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:13:17.173371+00:00 | Lil Boo Thang | Paul Russell | source:amperwave-api
2026-04-17T15:14:14.927210+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T15:15:14.540276+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T15:15:55.488693+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T15:16:50.598404+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T15:17:31.462481+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-17T15:18:10.885203+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-17T15:18:50.285856+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-17T15:19:29.628806+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-17T15:20:10.457464+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-17T15:20:53.969615+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-17T15:21:34.792701+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:22:15.475155+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:22:57.061666+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:23:36.576934+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:24:16.707082+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:24:57.190407+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:25:39.885030+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:26:22.367464+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:27:05.936706+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:27:46.627546+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:29:08.427220+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:29:54.344961+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:30:37.836604+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:31:19.402597+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:32:02.264961+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:32:42.799458+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:33:25.891358+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:34:08.479839+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:34:53.057409+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:35:35.283777+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T15:36:16.681705+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T15:36:56.842768+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T15:37:41.030437+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T15:38:22.260002+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T15:39:03.568439+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T15:39:46.847757+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:40:28.444155+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:41:11.730870+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:41:50.937260+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:42:53.231136+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:43:37.235230+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:44:17.772709+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:45:03.811383+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:46:18.442413+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:47:06.210675+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:47:47.485427+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:48:27.707556+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:49:37.232882+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:50:21.683529+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:51:05.324994+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:51:46.727843+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:53:07.012681+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:53:48.967326+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:54:29.500429+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:55:47.040011+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:56:33.915697+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:57:15.588316+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:57:59.269460+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:58:42.588861+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T15:59:26.199288+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T16:00:05.812493+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T16:00:46.925466+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T16:01:29.441475+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T16:02:12.450639+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T16:02:53.017447+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T16:03:37.640658+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T16:04:19.163036+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T16:05:00.538388+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T16:05:43.347956+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T16:06:28.401965+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T16:07:44.226290+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-17T16:08:36.401971+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-17T16:09:16.276534+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-17T16:10:00.808065+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-17T16:10:46.553888+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:11:31.441961+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:12:12.466767+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:12:55.670621+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:13:43.061614+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:14:24.402462+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:15:06.090509+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T16:15:51.197262+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T16:16:31.585738+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T16:17:16.873910+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T16:18:00.165958+00:00 | Need To Know | Doja Cat | source:amperwave-api
2026-04-17T16:18:40.468320+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T16:19:20.752978+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T16:20:04.121182+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T16:20:49.378407+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-17T16:23:15.255025+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-17T16:23:58.497470+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-17T16:24:40.300201+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-17T16:25:57.417224+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:26:43.792385+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:27:43.548454+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:28:24.928294+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:29:51.631231+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:30:34.971655+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:31:17.420924+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:32:21.512711+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:33:07.052602+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:33:48.669384+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:34:32.020714+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:35:33.664836+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:36:23.430940+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:37:06.211979+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:37:45.738435+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:38:26.028934+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:39:07.506812+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:39:49.815321+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:40:32.335655+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:41:28.230691+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:42:12.607862+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T16:42:52.969449+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T16:43:36.299793+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T16:44:17.422753+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T16:45:00.597015+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T16:45:40.124588+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T16:46:27.894796+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T16:47:42.096916+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T16:48:29.372214+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T16:49:09.276132+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T16:49:52.432447+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T16:50:33.567284+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T16:51:15.684408+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-17T16:51:59.225711+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:52:42.419604+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:53:24.252861+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:54:06.008267+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:54:48.208464+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:55:29.998826+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:56:11.682215+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:56:53.988848+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:57:34.527377+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:58:17.181667+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T16:59:16.424079+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:00:01.559619+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:00:42.990784+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:01:22.749606+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:02:21.342248+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:03:03.627990+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:03:42.964116+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:04:21.178692+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T17:05:31.972960+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:06:12.180187+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:06:50.815088+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:07:30.283207+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:08:36.777515+00:00 | Never Forget You | Zara Larsson Mnek | source:amperwave-api
2026-04-17T17:09:19.461885+00:00 | Never Forget You | Zara Larsson Mnek | source:amperwave-api
2026-04-17T17:09:59.197388+00:00 | Never Forget You | Zara Larsson Mnek | source:amperwave-api
2026-04-17T17:10:37.000844+00:00 | Never Forget You | Zara Larsson Mnek | source:amperwave-api
2026-04-17T17:11:37.465965+00:00 | Never Forget You | Zara Larsson Mnek | source:amperwave-api
2026-04-17T17:12:19.449019+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:12:58.089505+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:13:35.943470+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:14:14.620298+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:14:52.092013+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-17T17:15:29.751230+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T17:16:07.483487+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T17:16:46.180885+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-17T17:17:25.413776+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
