2026-04-13T00:00:32.484547+00:00 | Crazy In Love (Feat. Jay-Z) | Beyonce | source:amperwave-api
2026-04-13T08:40:57.021053+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T08:41:33.042896+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T08:42:08.294909+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T08:42:43.756902+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T08:43:18.580830+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T08:43:53.259249+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T08:44:28.141928+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T08:45:27.243890+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T08:46:02.395863+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-13T08:47:36.455223+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T08:48:11.303418+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T08:48:46.234529+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T08:49:21.214575+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T08:50:19.845554+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-13T08:50:54.782380+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T08:51:49.950288+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T08:52:27.977851+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T08:53:02.659557+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T08:53:45.111741+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T08:54:20.630935+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-13T08:54:55.269053+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-13T08:55:30.552457+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-13T08:56:05.662087+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-13T08:56:40.485306+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-13T08:57:15.260077+00:00 | Good Luck, Babe! | Chappell Roan | source:amperwave-api
2026-04-13T08:57:50.448025+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-13T08:58:25.173344+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-13T08:58:59.804343+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-13T08:59:37.842541+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-13T09:00:12.911703+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-13T09:00:47.938239+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-13T09:01:32.565813+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:02:09.855120+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:03:48.887710+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:04:23.869695+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T09:04:59.113844+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T09:05:34.416800+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T09:06:38.139561+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T09:07:13.253566+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-13T09:07:48.061477+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T09:08:26.932150+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T09:09:02.369625+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T09:09:54.085811+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T09:10:29.831123+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T09:11:05.991518+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-13T09:11:44.328544+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-13T09:12:19.148779+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-13T09:12:54.804147+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-13T09:13:29.431466+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-13T09:14:04.222091+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-13T09:14:39.052055+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:15:13.778212+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:15:48.806859+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:16:24.885010+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:17:00.778612+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-13T09:17:59.859162+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:18:34.673202+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:19:12.923876+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:19:48.425721+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-13T09:20:49.320159+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-13T09:21:24.849258+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-13T09:22:00.743846+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-13T09:23:02.670611+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-13T09:23:37.326744+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:24:34.191107+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:25:09.161080+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:25:44.843549+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:26:20.121522+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:26:54.736791+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:27:29.673975+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:28:05.019633+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-13T09:28:40.325809+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:29:15.206684+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:29:49.812961+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:30:25.371972+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:31:03.013063+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:31:37.716398+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T09:32:13.741718+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T09:32:48.927059+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T09:33:31.378116+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T09:34:06.127531+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T09:34:41.498664+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-13T09:35:37.882030+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T09:36:12.803821+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T09:36:54.078584+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T09:37:29.105251+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T09:38:04.030923+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T09:39:00.822660+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:39:36.089922+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:40:15.118062+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:40:50.363692+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:41:52.897800+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:42:28.357015+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:43:03.195259+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:43:38.754561+00:00 | Need Your Love | One Republic | source:amperwave-api
2026-04-13T09:44:13.445061+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T09:44:48.383961+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T09:45:23.610284+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T09:45:58.563120+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T09:46:33.875511+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T09:47:12.336230+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T09:47:47.520456+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T09:48:22.756472+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T09:48:57.376238+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T09:49:32.911025+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-13T09:50:10.058359+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T09:50:44.966134+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T09:51:43.288123+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T09:52:18.648416+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T09:52:59.153083+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-13T09:53:34.577263+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T09:54:09.456286+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T09:54:45.152606+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T09:55:20.067597+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T09:55:55.597017+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-13T09:56:50.477513+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-13T09:57:26.254552+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-13T09:58:08.209605+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-13T09:58:44.726888+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-13T09:59:19.471512+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-13T09:59:54.196618+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-13T10:00:29.927339+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:01:06.075790+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:01:43.028848+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:02:18.025488+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:02:53.582192+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:03:29.093755+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:04:04.010744+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:04:39.718083+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:05:19.982821+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:05:58.718038+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:06:35.425181+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:07:10.719330+00:00 | Temperature | Sean Paul | source:amperwave-api
2026-04-13T10:07:46.590005+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:08:23.861701+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:08:59.434673+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:09:34.138047+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:10:11.733052+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:10:47.737298+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:11:22.933837+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:11:59.162576+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-13T10:12:36.070591+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:13:35.752825+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:14:14.022969+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:14:49.134655+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:15:30.681444+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:16:06.695145+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:16:42.949907+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:17:19.313045+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:17:55.104362+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:18:30.119992+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:19:04.849163+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:19:39.775713+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:20:14.621574+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:20:51.013454+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:21:27.185872+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:22:02.269768+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:22:37.827148+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:23:27.800752+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:24:03.581995+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-13T10:24:39.110847+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:25:14.811446+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:25:51.700744+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:26:26.479347+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:27:03.251111+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:27:38.651550+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:28:39.805307+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:29:14.657434+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:29:49.596176+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:30:27.035706+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:31:03.533349+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:31:38.379686+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:32:17.359847+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:32:53.955057+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T10:33:28.696749+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T10:34:03.689871+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T10:34:39.186038+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T10:35:16.203684+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T10:35:51.274251+00:00 | Blink | Corbyn Besson | source:amperwave-api
2026-04-13T10:36:26.099720+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T10:37:00.635307+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T10:37:35.545677+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T10:38:11.391457+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T10:38:47.148690+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-13T10:39:29.913027+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T10:40:04.853753+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T10:40:39.798411+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T10:41:18.715161+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T10:41:54.861899+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T10:42:30.911887+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-13T10:43:06.564729+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-13T10:43:42.515480+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-13T10:44:44.805734+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-13T10:45:19.897500+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-13T10:45:54.501292+00:00 | Gives You Hell | All American Rejects | source:amperwave-api
2026-04-13T10:46:54.567780+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T10:47:30.607259+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T10:48:27.828605+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T10:49:04.650110+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T10:49:40.230800+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-13T10:50:15.227055+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T10:50:50.319512+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T10:51:26.239493+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T10:52:02.041623+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T10:52:37.769514+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T10:53:13.262266+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-13T10:53:49.096271+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-13T10:54:25.134912+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-13T10:55:01.061452+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-13T10:56:02.429064+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-13T10:56:59.339325+00:00 | Feel So Close | Calvin Harris | source:amperwave-api
2026-04-13T10:57:35.966713+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T10:58:11.891170+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T10:58:47.365612+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T10:59:23.422951+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T10:59:58.874409+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:00:54.652223+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:01:30.045751+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:02:07.856177+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:02:43.641257+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:03:42.786933+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:04:19.879228+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:04:56.329241+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:05:31.902266+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:06:08.234202+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:06:44.259533+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:07:19.808941+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:07:55.123109+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:08:31.070551+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-13T11:09:06.531705+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:09:42.539466+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:10:18.019159+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:10:54.233694+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:11:33.904117+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:12:09.406212+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:13:09.179983+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:13:45.522880+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:14:20.786247+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:14:58.993637+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:15:34.591974+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:16:09.711315+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:17:07.524621+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:17:44.822191+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:18:24.014560+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:19:00.507575+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:20:00.015770+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-13T11:20:38.559292+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T11:21:13.914915+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T11:21:50.126333+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T11:22:25.782137+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T11:23:01.362113+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-13T11:23:37.580019+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:24:13.631590+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:24:49.955393+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:25:26.430937+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:26:02.096105+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:26:38.061688+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:27:32.955999+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:28:10.435173+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:29:54.425134+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:30:30.336994+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:31:38.357424+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:32:15.371020+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:33:14.991404+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-13T11:33:51.878210+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T11:34:48.456316+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T11:35:24.205073+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T11:36:25.867409+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-13T11:37:01.377898+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T11:37:38.149907+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T11:38:14.059432+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T11:38:49.490300+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T11:39:24.601631+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-13T11:39:59.505692+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T11:40:34.595681+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T11:41:09.738836+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T11:41:45.516391+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T11:42:20.569706+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-13T11:42:55.900340+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T11:43:31.263146+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T11:44:32.692772+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T11:45:08.314445+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-13T11:46:08.488202+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T11:46:45.400940+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T11:47:20.441054+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-13T11:47:58.916230+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-13T11:48:33.846835+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-13T11:49:09.399339+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-13T11:49:44.867895+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-13T11:50:19.943481+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-13T11:50:54.655679+00:00 | Psycho (Feat. Ty Dolla Sign) | Post Malone | source:amperwave-api
2026-04-13T11:51:29.814144+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T11:52:04.991043+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T11:53:07.263719+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T11:53:43.521966+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T11:54:18.414490+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T11:54:53.575743+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-13T11:55:29.159723+00:00 | Radioactive | Imagine Dragons | source:amperwave-api
2026-04-13T11:56:04.522087+00:00 | Radioactive | Imagine Dragons | source:amperwave-api
2026-04-13T11:56:42.416724+00:00 | Radioactive | Imagine Dragons | source:amperwave-api
2026-04-13T11:57:18.055599+00:00 | Radioactive | Imagine Dragons | source:amperwave-api
2026-04-13T11:57:53.436294+00:00 | Radioactive | Imagine Dragons | source:amperwave-api
2026-04-13T11:58:28.595147+00:00 | Radioactive | Imagine Dragons | source:amperwave-api
2026-04-13T11:59:03.888442+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T11:59:39.552965+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T12:00:34.955258+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T12:01:13.234072+00:00 | Demons | Imagine Dragons | source:amperwave-api
2026-04-13T12:02:53.132714+00:00 | Demons | Imagine Dragons | source:amperwave-api
