2026-04-14T00:04:53.043402+00:00 | Bye Bye Bye | N Sync | source:amperwave-api
2026-04-14T17:59:19.491975+00:00 | All Star | Smash Mouth | source:amperwave-api
2026-04-14T17:59:58.845089+00:00 | All Star | Smash Mouth | source:amperwave-api
2026-04-14T18:00:34.457276+00:00 | All Star | Smash Mouth | source:amperwave-api
2026-04-14T18:01:32.617662+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T18:02:07.134375+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T18:03:09.017347+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T18:04:05.715165+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T18:04:42.958529+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T18:05:39.477065+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T18:06:14.990695+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T18:07:07.950206+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T18:07:48.035438+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-14T18:08:24.733608+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:09:00.377179+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:09:35.324457+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:10:10.382356+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:10:47.331530+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:11:22.231492+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:11:57.331871+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T18:12:32.414809+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-14T18:13:07.274362+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-14T18:13:43.530971+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-14T18:14:25.406937+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-14T18:15:02.191706+00:00 | Messy | Lola Young | source:amperwave-api
2026-04-14T18:15:58.507301+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:16:36.419189+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:17:32.506895+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:18:09.279248+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:19:10.410100+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:19:47.178374+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-14T18:20:39.292929+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-14T18:21:15.700010+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-14T18:22:12.178933+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-14T18:22:49.490860+00:00 | Right Round | Flo Rida | source:amperwave-api
2026-04-14T18:23:24.286077+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:23:59.110868+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:24:34.413988+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:25:09.843515+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:25:45.554538+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:26:21.089214+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:26:56.364565+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:27:31.781580+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:28:07.606286+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:28:43.259845+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:29:25.907542+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:30:02.501196+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:30:56.023581+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:31:32.882330+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:32:29.200580+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:33:05.486146+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:34:01.362274+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-14T18:34:38.534397+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T18:35:37.112927+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T18:36:14.453178+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T18:37:11.169297+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T18:37:48.627473+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:38:23.870724+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:38:58.997932+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:39:34.083584+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:40:09.781916+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:40:44.165700+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T18:41:19.378604+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T18:41:54.699872+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T18:42:30.073856+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T18:43:05.363021+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T18:43:40.667911+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:44:26.074383+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:45:04.378833+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:45:56.302367+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:46:32.903412+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:47:32.123379+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:48:10.200100+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:48:44.669540+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:49:19.512667+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:49:54.445096+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:50:38.639631+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:51:16.370972+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:52:10.860997+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:52:48.290738+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:53:23.330216+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:53:58.407407+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T18:54:33.188663+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T18:55:07.981090+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T18:55:43.338609+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T18:56:18.319889+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T18:56:54.565650+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-14T18:57:29.963649+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-14T18:58:05.666346+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-14T18:58:41.146581+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-14T18:59:24.297863+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-14T19:00:01.562067+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:00:54.151139+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:01:30.401970+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:02:24.368531+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T19:03:04.045906+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T19:03:52.290135+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T19:04:28.775148+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T19:05:26.793906+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-14T19:06:03.587352+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-14T19:07:01.550319+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-14T19:07:39.857720+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-14T19:08:15.393807+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-14T19:08:50.991874+00:00 | Thats What I Like | Bruno Mars | source:amperwave-api
2026-04-14T19:09:26.245578+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T19:10:01.529719+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T19:10:37.621525+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T19:11:13.225740+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T19:11:49.435551+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T19:12:25.077686+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T19:13:01.289946+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T19:13:37.067053+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T19:14:27.718189+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T19:15:02.848408+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T19:15:37.813037+00:00 | Agora Hills | Doja Cat | source:amperwave-api
2026-04-14T19:16:36.483038+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T19:17:33.864469+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T19:18:11.305217+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T19:19:05.938731+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T19:19:43.273393+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T19:20:41.104817+00:00 | Pink Pony Club | Chappel Roan | source:amperwave-api
2026-04-14T19:21:21.093345+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-14T19:22:13.626731+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-14T19:22:50.473678+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-14T19:23:25.817112+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-14T19:24:01.318568+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-14T19:24:36.948795+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-14T19:25:12.753351+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:25:48.111955+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:26:23.629898+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:26:59.770475+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:27:35.547267+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:28:11.116536+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:28:46.967824+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:29:26.742467+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:30:02.839325+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:30:57.519082+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:31:35.121841+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:32:30.498579+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:33:08.977130+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:34:03.408496+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:34:40.503934+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:35:34.822418+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:36:09.833363+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:37:05.816727+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:37:43.413993+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:38:18.388903+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:38:53.203313+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:39:28.783281+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:40:04.859701+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:40:41.274142+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:41:15.879725+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:41:51.276941+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:42:26.417288+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:43:01.399013+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:43:36.766500+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-14T19:44:26.425397+00:00 | Snooze | Sza | source:amperwave-api
2026-04-14T19:45:04.484171+00:00 | Snooze | Sza | source:amperwave-api
2026-04-14T19:46:02.098893+00:00 | Snooze | Sza | source:amperwave-api
2026-04-14T19:46:39.197856+00:00 | Snooze | Sza | source:amperwave-api
2026-04-14T19:47:14.804375+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:48:12.298203+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:48:48.005818+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:49:45.307376+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:50:19.957365+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:50:54.645672+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:51:29.752327+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:52:17.277719+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:52:54.107076+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:53:28.996520+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:54:03.909437+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:54:38.547872+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:55:14.552818+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:55:49.510686+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:56:24.157662+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T19:56:59.427021+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:57:35.301962+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:58:11.667322+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:58:47.167948+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:59:26.226612+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:00:01.426216+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:00:56.739107+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T20:01:35.152437+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T20:02:31.922824+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T20:03:09.858119+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-14T20:04:07.098786+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:04:43.026513+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:05:33.304700+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:06:10.880186+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T20:07:02.334393+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T20:07:41.196238+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T20:08:16.372941+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T20:08:51.448928+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T20:09:26.574061+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-14T20:10:01.257885+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:10:37.269450+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:11:12.438071+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:11:48.894340+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:12:24.138488+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:12:59.937794+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:13:35.726063+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T20:14:25.520505+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-14T20:15:04.797509+00:00 | Million Dollar Baby | Tommy Richman | source:amperwave-api
2026-04-14T20:15:56.750825+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T20:16:32.758222+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T20:17:25.752530+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T20:18:02.394023+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T20:18:57.167174+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T20:19:32.581121+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:20:24.107494+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:21:02.475097+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:21:58.648438+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:22:37.123207+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:23:12.710839+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:23:48.656161+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:24:23.985819+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:24:59.668780+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:25:35.015887+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:26:11.242660+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:26:46.813827+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:27:21.751917+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:27:57.910675+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:28:33.925229+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:29:26.131816+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:30:01.945518+00:00 | Teenage Dream | Katy Perry | source:amperwave-api
2026-04-14T20:30:54.728427+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T20:31:32.426238+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T20:32:27.147457+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T20:33:06.124488+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-14T20:34:00.253899+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:34:38.055439+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:35:32.643441+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:36:09.070179+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:36:44.410655+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:37:43.226594+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:38:20.949157+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:39:12.420927+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:39:47.281165+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:40:22.515320+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:40:57.599096+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:41:32.723550+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:42:20.834333+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:43:13.629440+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:43:48.837456+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:44:25.977298+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:45:01.932860+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:46:37.607104+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:47:13.349544+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:47:49.032480+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:48:24.562083+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:49:22.473855+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:49:58.281857+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:50:32.709624+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:51:29.921362+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T20:52:05.148863+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:52:40.229122+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:53:15.387443+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:53:50.680158+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:54:25.531326+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-14T20:55:01.145524+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T20:55:36.239778+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T20:56:11.653819+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T20:56:47.159706+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-14T20:57:22.811669+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T20:57:57.505763+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T20:58:32.714837+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T20:59:24.126198+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T21:00:03.242757+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T21:01:00.800270+00:00 | Die With A Smile | Lady Gaga And Bruno Mars | source:amperwave-api
2026-04-14T21:01:39.408530+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T21:02:14.601780+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T21:03:14.867194+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T21:04:52.156088+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T21:05:27.215776+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T21:06:26.593457+00:00 | Bittersweet | Madison Beer | source:amperwave-api
2026-04-14T21:08:02.123623+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T21:08:36.740678+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T21:09:11.678125+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T21:09:48.148541+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T21:10:23.337419+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T21:10:58.144527+00:00 | Say So | Doja Cat | source:amperwave-api
2026-04-14T21:11:33.219777+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T21:12:08.817792+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T21:12:44.033463+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T21:13:18.909391+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T21:13:54.323738+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-14T21:14:33.190328+00:00 | Intentions | Justin Bieber Feat. Quavo | source:amperwave-api
2026-04-14T21:15:08.232475+00:00 | Intentions | Justin Bieber Feat. Quavo | source:amperwave-api
2026-04-14T21:15:43.877241+00:00 | Intentions | Justin Bieber Feat. Quavo | source:amperwave-api
2026-04-14T21:16:47.495566+00:00 | Intentions | Justin Bieber Feat. Quavo | source:amperwave-api
2026-04-14T21:17:23.239460+00:00 | Intentions | Justin Bieber Feat. Quavo | source:amperwave-api
2026-04-14T21:17:58.565250+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T21:18:34.857816+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T21:19:12.790639+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T21:20:17.302423+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T21:21:14.065814+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-14T21:21:53.959201+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:22:29.420625+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:23:29.313986+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:24:04.243910+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:24:39.442220+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:25:14.654772+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:25:50.218856+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:26:26.404222+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:27:03.027725+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:27:39.326784+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:28:14.461367+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:28:49.721752+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:29:25.204311+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:30:00.064935+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:30:59.720493+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:31:35.431949+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:32:11.255802+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:32:47.317520+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T21:33:41.805165+00:00 | I Just Might | Bruno Mars | source:amperwave-api
