2026-04-18T00:00:03.037484+00:00 | Fast Cars And Freedom | Rascal Flatts | source:amperwave-api
2026-04-18T18:00:40.590883+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-18T18:01:18.642516+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-18T18:01:55.313298+00:00 | After All The Bars Are Closed | Thomas Rhett | source:amperwave-api
2026-04-18T18:02:57.389852+00:00 | Does To Me (Feat. Eric Church) | Luke Combs | source:amperwave-api
2026-04-18T18:03:34.340802+00:00 | Does To Me (Feat. Eric Church) | Luke Combs | source:amperwave-api
2026-04-18T18:04:15.151319+00:00 | Does To Me (Feat. Eric Church) | Luke Combs | source:amperwave-api
2026-04-18T18:05:06.820780+00:00 | Does To Me (Feat. Eric Church) | Luke Combs | source:amperwave-api
2026-04-18T18:05:43.412026+00:00 | Does To Me (Feat. Eric Church) | Luke Combs | source:amperwave-api
2026-04-18T18:06:20.089396+00:00 | Does To Me (Feat. Eric Church) | Luke Combs | source:amperwave-api
2026-04-18T18:07:21.998671+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T18:07:58.216916+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T18:08:36.679423+00:00 | I Aint Coming Back Ft Post Malone | Morgan Wallen | source:amperwave-api
2026-04-18T18:09:27.995264+00:00 | Mamas Broken Heart | Miranda Lambert | source:amperwave-api
2026-04-18T18:10:04.457667+00:00 | Mamas Broken Heart | Miranda Lambert | source:amperwave-api
2026-04-18T18:10:41.361492+00:00 | Mamas Broken Heart | Miranda Lambert | source:amperwave-api
2026-04-18T18:11:33.484474+00:00 | Mamas Broken Heart | Miranda Lambert | source:amperwave-api
2026-04-18T18:12:09.654894+00:00 | Mamas Broken Heart | Miranda Lambert | source:amperwave-api
2026-04-18T18:12:49.240381+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T18:13:24.977923+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T18:14:01.387631+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T18:14:37.706007+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T18:15:14.142441+00:00 | Pour Me A Drink (Fea. Blake Shelton) | Post Malone | source:amperwave-api
2026-04-18T18:15:51.024060+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:16:26.982502+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:17:03.953607+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:17:39.671261+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:18:15.777009+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:18:52.074442+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:19:28.664672+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:20:35.995588+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:21:12.118701+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:21:49.479268+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:22:52.394922+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:23:28.833689+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:24:06.155995+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:25:03.429146+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:25:39.711597+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:26:15.814717+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:27:14.739131+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:27:52.131048+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:28:29.258910+00:00 | Mcarthur With Tim Mcgraw, Eric Church, And Morgan Wallen | Hardy | source:amperwave-api
2026-04-18T18:29:16.100997+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:29:52.566819+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:30:29.793893+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:31:26.558181+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:32:04.470505+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:32:40.543133+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:33:18.073179+00:00 | Last Name | Carrie Underwood | source:amperwave-api
2026-04-18T18:33:55.137104+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T18:34:33.592164+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T18:35:10.455159+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T18:35:47.501259+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T18:36:24.361622+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T18:37:02.396813+00:00 | Chevy Silverado | Bailey Zimmerman | source:amperwave-api
2026-04-18T18:37:39.565765+00:00 | What Ifs | Kane Brown F Lauren Alaina | source:amperwave-api
2026-04-18T18:38:15.262541+00:00 | What Ifs | Kane Brown F Lauren Alaina | source:amperwave-api
2026-04-18T18:38:52.690098+00:00 | What Ifs | Kane Brown F Lauren Alaina | source:amperwave-api
2026-04-18T18:39:30.250470+00:00 | What Ifs | Kane Brown F Lauren Alaina | source:amperwave-api
2026-04-18T18:40:36.394668+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:41:13.208137+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:41:49.618173+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:42:43.422694+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:43:20.528829+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:43:57.140954+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:44:54.858574+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:45:31.376780+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:46:08.183256+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:47:06.682575+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:47:43.573424+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:48:19.800755+00:00 | Sleepless In A Hotel Room | Luke Combs | source:amperwave-api
2026-04-18T18:49:16.760056+00:00 | Chasin You | Morgan Wallen | source:amperwave-api
2026-04-18T18:49:55.609538+00:00 | Chasin You | Morgan Wallen | source:amperwave-api
2026-04-18T18:50:32.777398+00:00 | Chasin You | Morgan Wallen | source:amperwave-api
2026-04-18T18:51:16.478509+00:00 | Chasin You | Morgan Wallen | source:amperwave-api
2026-04-18T18:51:52.940721+00:00 | Chasin You | Morgan Wallen | source:amperwave-api
2026-04-18T18:52:30.934340+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T18:53:07.598581+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T18:53:43.769633+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T18:54:20.784247+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T18:54:56.893012+00:00 | Me And A Beer | Chris Janson | source:amperwave-api
2026-04-18T18:55:33.035187+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-18T18:56:10.247067+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-18T18:56:48.943261+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-18T18:57:25.400119+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-18T18:58:02.002957+00:00 | Devil Aint Done | Atlus | source:amperwave-api
2026-04-18T18:58:38.400358+00:00 | Free And Easy (Down The Road I Go) | Dierks Bentley | source:amperwave-api
2026-04-18T18:59:39.367481+00:00 | Free And Easy (Down The Road I Go) | Dierks Bentley | source:amperwave-api
2026-04-18T19:00:15.758572+00:00 | Free And Easy (Down The Road I Go) | Dierks Bentley | source:amperwave-api
2026-04-18T19:00:52.595138+00:00 | Free And Easy (Down The Road I Go) | Dierks Bentley | source:amperwave-api
2026-04-18T19:01:53.023153+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-18T19:02:29.121146+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-18T19:03:05.354744+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-18T19:04:02.976055+00:00 | Werent For The Wind | Ella Langley | source:amperwave-api
2026-04-18T19:04:40.182476+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T19:05:16.749510+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T19:06:08.988728+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T19:06:45.149540+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T19:07:21.398330+00:00 | Aint A Bad Life (Featuring Jordan Davis) | Thomas Rhett | source:amperwave-api
2026-04-18T19:08:13.489831+00:00 | Bottoms Up | Brantley Gilbert | source:amperwave-api
2026-04-18T19:08:49.983800+00:00 | Bottoms Up | Brantley Gilbert | source:amperwave-api
2026-04-18T19:09:28.783565+00:00 | Bottoms Up | Brantley Gilbert | source:amperwave-api
2026-04-18T19:10:19.812869+00:00 | Bottoms Up | Brantley Gilbert | source:amperwave-api
2026-04-18T19:10:55.967128+00:00 | Bottoms Up | Brantley Gilbert | source:amperwave-api
2026-04-18T19:11:33.766324+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T19:12:10.622287+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T19:12:49.727354+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T19:13:29.758830+00:00 | Happen To Me | Russell Dickerson | source:amperwave-api
2026-04-18T19:14:05.245408+00:00 | God Gave Me You | Blake Shelton | source:amperwave-api
2026-04-18T19:14:41.160313+00:00 | God Gave Me You | Blake Shelton | source:amperwave-api
2026-04-18T19:15:17.112985+00:00 | God Gave Me You | Blake Shelton | source:amperwave-api
2026-04-18T19:15:53.721522+00:00 | God Gave Me You | Blake Shelton | source:amperwave-api
2026-04-18T19:16:29.387420+00:00 | God Gave Me You | Blake Shelton | source:amperwave-api
2026-04-18T19:17:06.346930+00:00 | God Gave Me You | Blake Shelton | source:amperwave-api
2026-04-18T19:17:42.082493+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:18:36.238816+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:19:12.895081+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:19:48.213747+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:20:41.628516+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:21:17.804414+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:21:53.717141+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:22:52.010240+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:23:27.772132+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:24:03.762815+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:24:55.306035+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:25:31.693454+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:26:07.548856+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:26:51.816139+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:27:29.256711+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:28:06.568275+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:28:56.175361+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:29:31.986240+00:00 | Turn This Truck Around | Jordan Davis | source:amperwave-api
2026-04-18T19:30:07.887358+00:00 | Homegrown | Zac Brown Band | source:amperwave-api
2026-04-18T19:30:44.272143+00:00 | Homegrown | Zac Brown Band | source:amperwave-api
2026-04-18T19:31:20.048871+00:00 | Homegrown | Zac Brown Band | source:amperwave-api
2026-04-18T19:31:57.891366+00:00 | Homegrown | Zac Brown Band | source:amperwave-api
2026-04-18T19:32:33.644354+00:00 | Homegrown | Zac Brown Band | source:amperwave-api
2026-04-18T19:33:09.789919+00:00 | Homegrown | Zac Brown Band | source:amperwave-api
2026-04-18T19:33:45.111479+00:00 | Change My Mind | Riley Green | source:amperwave-api
2026-04-18T19:34:20.912049+00:00 | Change My Mind | Riley Green | source:amperwave-api
2026-04-18T19:34:56.502885+00:00 | Change My Mind | Riley Green | source:amperwave-api
2026-04-18T19:35:32.627748+00:00 | Change My Mind | Riley Green | source:amperwave-api
2026-04-18T19:36:09.011125+00:00 | Change My Mind | Riley Green | source:amperwave-api
2026-04-18T19:36:45.653018+00:00 | You Proof | Morgan Wallen | source:amperwave-api
2026-04-18T19:37:37.296001+00:00 | You Proof | Morgan Wallen | source:amperwave-api
2026-04-18T19:38:14.035843+00:00 | You Proof | Morgan Wallen | source:amperwave-api
2026-04-18T19:38:49.608787+00:00 | You Proof | Morgan Wallen | source:amperwave-api
2026-04-18T19:39:42.379849+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:40:18.284215+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:40:54.246142+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:42:19.230179+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:43:20.161516+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:44:34.756897+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:45:12.695805+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:46:19.497046+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:47:02.244823+00:00 | Wish You Well | Vincent Mason | source:amperwave-api
2026-04-18T19:48:03.058862+00:00 | Round Here | Florida Georgia Line | source:amperwave-api
2026-04-18T19:48:39.585130+00:00 | Round Here | Florida Georgia Line | source:amperwave-api
2026-04-18T19:49:15.441013+00:00 | Round Here | Florida Georgia Line | source:amperwave-api
2026-04-18T19:49:51.115331+00:00 | Round Here | Florida Georgia Line | source:amperwave-api
2026-04-18T19:50:29.701808+00:00 | Round Here | Florida Georgia Line | source:amperwave-api
2026-04-18T19:51:06.384576+00:00 | Round Here | Florida Georgia Line | source:amperwave-api
2026-04-18T19:51:44.054666+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T19:52:21.264010+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T19:52:57.668957+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T19:53:35.159568+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T19:54:11.338846+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T19:54:48.061336+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T19:55:25.117086+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-18T19:56:01.135490+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-18T19:57:02.025311+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-18T19:57:38.914140+00:00 | Big Green Tractor | Jason Aldean | source:amperwave-api
2026-04-18T19:58:42.981692+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-18T19:59:19.548950+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-18T19:59:56.036553+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-18T20:00:52.276185+00:00 | Darlin | Chase Matthew | source:amperwave-api
2026-04-18T20:01:31.643923+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-18T20:02:09.747578+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-18T20:03:14.597934+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-18T20:03:52.684741+00:00 | Good News | Shaboozey | source:amperwave-api
2026-04-18T20:05:01.626051+00:00 | Thats My Kind Of Night | Luke Bryan | source:amperwave-api
2026-04-18T20:05:38.260282+00:00 | Thats My Kind Of Night | Luke Bryan | source:amperwave-api
2026-04-18T20:06:16.301512+00:00 | Thats My Kind Of Night | Luke Bryan | source:amperwave-api
2026-04-18T20:07:13.687398+00:00 | Thats My Kind Of Night | Luke Bryan | source:amperwave-api
2026-04-18T20:07:51.829495+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T20:08:27.085178+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T20:09:03.212491+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T20:09:41.771646+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T20:10:17.841319+00:00 | What Hell Never Have | Dylan Scott | source:amperwave-api
2026-04-18T20:10:55.458404+00:00 | Die A Happy Man | Thomas Rhett | source:amperwave-api
2026-04-18T20:11:30.886731+00:00 | Die A Happy Man | Thomas Rhett | source:amperwave-api
2026-04-18T20:12:07.996966+00:00 | Die A Happy Man | Thomas Rhett | source:amperwave-api
2026-04-18T20:12:44.814543+00:00 | Die A Happy Man | Thomas Rhett | source:amperwave-api
2026-04-18T20:13:21.164441+00:00 | Die A Happy Man | Thomas Rhett | source:amperwave-api
2026-04-18T20:13:57.770465+00:00 | Die A Happy Man | Thomas Rhett | source:amperwave-api
2026-04-18T20:14:34.014427+00:00 | Back In The Saddle | Luke Combs | source:amperwave-api
2026-04-18T20:15:39.843738+00:00 | Back In The Saddle | Luke Combs | source:amperwave-api
2026-04-18T20:16:17.344689+00:00 | Back In The Saddle | Luke Combs | source:amperwave-api
2026-04-18T20:16:54.349551+00:00 | Back In The Saddle | Luke Combs | source:amperwave-api
2026-04-18T20:17:45.998021+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:18:23.624677+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:19:00.562741+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:19:49.449684+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:20:25.316709+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:21:01.291255+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:21:55.477630+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:22:32.024266+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:23:08.125266+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:23:57.575398+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:24:33.784120+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:25:09.731265+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:26:07.782250+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:26:45.439775+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:27:22.111461+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:27:58.842617+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:28:35.232324+00:00 | Brunette | Tucker Wetmore | source:amperwave-api
2026-04-18T20:29:12.134588+00:00 | Hard To Love | Lee Brice | source:amperwave-api
2026-04-18T20:29:48.180590+00:00 | Hard To Love | Lee Brice | source:amperwave-api
2026-04-18T20:30:23.790302+00:00 | Hard To Love | Lee Brice | source:amperwave-api
2026-04-18T20:30:59.743504+00:00 | Hard To Love | Lee Brice | source:amperwave-api
2026-04-18T20:31:36.254038+00:00 | Hard To Love | Lee Brice | source:amperwave-api
2026-04-18T20:32:13.717264+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T20:32:50.566031+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T20:33:26.434335+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T20:34:26.195800+00:00 | The Fall | Cody Johnson | source:amperwave-api
2026-04-18T20:35:07.161301+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-18T20:35:44.223664+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-18T20:36:50.247375+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-18T20:37:29.342306+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-18T20:38:05.455321+00:00 | Its Five Oclock Somewhere | Alan Jackson Jimmy Buffett | source:amperwave-api
2026-04-18T20:38:53.993169+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:39:30.267980+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:40:06.958711+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:41:14.437000+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:41:51.710213+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:42:29.803351+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:43:22.969454+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:44:00.252403+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:44:36.424473+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:45:34.763664+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:46:16.651593+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:46:53.457743+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:47:31.037061+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:48:08.629712+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:48:48.864447+00:00 | Beautiful Things | Megan Moroney | source:amperwave-api
2026-04-18T20:49:34.762221+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T20:50:13.397915+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T20:50:51.218302+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T20:51:28.252003+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T20:52:04.137796+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T20:52:40.412505+00:00 | Who Wouldnt Wanna Be Me | Keith Urban | source:amperwave-api
2026-04-18T20:53:16.617744+00:00 | Hate How You Look | Josh Ross | source:amperwave-api
2026-04-18T20:53:54.118708+00:00 | Hate How You Look | Josh Ross | source:amperwave-api
2026-04-18T20:54:39.146087+00:00 | Hate How You Look | Josh Ross | source:amperwave-api
2026-04-18T20:55:15.963071+00:00 | Hate How You Look | Josh Ross | source:amperwave-api
2026-04-18T20:55:52.183824+00:00 | Hate How You Look | Josh Ross | source:amperwave-api
2026-04-18T20:56:54.775254+00:00 | Gimme That Girl | Joe Nichols | source:amperwave-api
2026-04-18T20:57:30.792764+00:00 | Gimme That Girl | Joe Nichols | source:amperwave-api
2026-04-18T20:58:07.313126+00:00 | Gimme That Girl | Joe Nichols | source:amperwave-api
2026-04-18T20:59:16.502676+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T20:59:52.982695+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T21:00:29.763562+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T21:01:40.920035+00:00 | Favorite Country Song | Hardy | source:amperwave-api
2026-04-18T21:02:20.571577+00:00 | Half Of Me | Thomas Rhett | source:amperwave-api
2026-04-18T21:02:58.112953+00:00 | Half Of Me | Thomas Rhett | source:amperwave-api
2026-04-18T21:03:56.640832+00:00 | Half Of Me | Thomas Rhett | source:amperwave-api
2026-04-18T21:04:33.296632+00:00 | Half Of Me | Thomas Rhett | source:amperwave-api
2026-04-18T21:05:09.476419+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T21:06:09.660114+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T21:06:47.262882+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T21:07:23.923309+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T21:08:00.241233+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T21:08:37.794642+00:00 | Days Like These | Luke Combs | source:amperwave-api
2026-04-18T21:09:14.429304+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-18T21:09:50.531114+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-18T21:10:27.448775+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-18T21:11:04.924978+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-18T21:11:41.121502+00:00 | Undo It | Carrie Underwood | source:amperwave-api
2026-04-18T21:12:16.802601+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T21:12:52.462101+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T21:13:29.191083+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T21:14:40.389488+00:00 | Stay Country Or Die Tryin | Blake Shelton | source:amperwave-api
2026-04-18T21:15:18.106161+00:00 | Dont Tell On Me | Jason Aldean | source:amperwave-api
2026-04-18T21:15:54.327630+00:00 | Dont Tell On Me | Jason Aldean | source:amperwave-api
2026-04-18T21:17:02.389253+00:00 | Dont Tell On Me | Jason Aldean | source:amperwave-api
