2026-04-15T00:00:15.810600+00:00 | Sorry | Justin Bieber | source:amperwave-api
2026-04-15T17:33:14.056182+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T17:33:53.755067+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T17:34:31.293965+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T17:35:09.650659+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T17:35:49.018249+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T17:36:53.036408+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T17:37:34.814657+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T17:38:13.258642+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T17:38:50.833044+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T17:39:29.267465+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T17:40:06.107713+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-15T17:40:46.025831+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-15T17:41:55.471048+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-15T17:42:37.085080+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-15T17:43:16.416262+00:00 | Paparazzi | Lady Gaga | source:amperwave-api
2026-04-15T17:43:56.380397+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:44:33.156277+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:45:10.532321+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:45:47.517312+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:46:26.795277+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:47:05.088270+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:47:42.630343+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:48:38.265655+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:49:17.005478+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:49:55.453794+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:50:33.472375+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:51:30.094560+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:52:14.076225+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:52:53.418717+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:53:30.745102+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:54:23.869690+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:55:02.508420+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:55:40.231046+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:56:18.699163+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:56:56.661887+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:57:35.280163+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T17:58:13.585328+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T17:58:55.710743+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T17:59:34.018513+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T18:00:13.149008+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T18:00:51.998188+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T18:01:33.287581+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T18:02:12.592580+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T18:02:51.866669+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T18:03:39.842747+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T18:04:19.996523+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T18:04:59.045350+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T18:05:38.285151+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T18:06:18.266718+00:00 | Positions | Ariana Grande | source:amperwave-api
2026-04-15T18:06:56.415665+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T18:07:35.421632+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T18:08:14.263374+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T18:08:53.470533+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-15T18:09:34.129065+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T18:10:12.399424+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T18:10:54.130163+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T18:11:48.375376+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T18:12:29.462268+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-15T18:13:10.180842+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:13:49.507575+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:14:30.748815+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:15:08.955863+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:15:49.531457+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:16:28.000752+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:17:06.633061+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:17:44.305095+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:18:23.294532+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:20:29.035607+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:21:09.663091+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:21:49.875719+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:22:30.992703+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:23:09.854379+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:23:50.298428+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:24:30.313346+00:00 | Airplanes | B.O.B. | source:amperwave-api
2026-04-15T18:25:09.627020+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T18:25:49.343256+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T18:26:28.692040+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T18:27:09.356565+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T18:27:50.415527+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-15T18:29:12.718169+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T18:29:54.593485+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T18:30:35.732448+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T18:31:16.925799+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T18:32:26.261246+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:33:09.709310+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:33:47.861292+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:34:26.502838+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:35:39.728806+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T18:36:24.159955+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T18:37:03.978513+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T18:37:44.614453+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-15T18:38:23.790109+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-15T18:39:02.313316+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-15T18:39:42.239178+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-15T18:40:21.165518+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-15T18:41:01.154042+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-15T18:41:39.469369+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:42:18.501971+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:42:58.109653+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:43:37.061856+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:44:18.435736+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T18:44:59.371856+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:46:17.984340+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:47:00.439899+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:47:40.737326+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:48:20.504104+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:49:00.044357+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:49:38.015189+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:50:20.784535+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:51:03.840263+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:51:42.990031+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:52:25.550532+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:53:07.120797+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:53:46.976743+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-15T18:54:29.112408+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:55:08.940093+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:56:37.654676+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:57:17.701547+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:57:57.144321+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T18:58:39.158608+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T18:59:19.594575+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:00:00.701659+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:00:43.113578+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:01:23.856815+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:02:03.519589+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:03:18.067883+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:04:03.646740+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:04:44.156868+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:05:23.827262+00:00 | Snooze | Sza | source:amperwave-api
2026-04-15T19:06:04.436199+00:00 | Snooze | Sza | source:amperwave-api
2026-04-15T19:06:45.442940+00:00 | Snooze | Sza | source:amperwave-api
2026-04-15T19:07:26.221504+00:00 | Snooze | Sza | source:amperwave-api
2026-04-15T19:08:06.691783+00:00 | Snooze | Sza | source:amperwave-api
2026-04-15T19:08:50.402329+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T19:09:30.224897+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T19:10:09.672590+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T19:10:49.340006+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T19:11:27.852295+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:12:08.289995+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:13:04.976129+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:13:45.830680+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:14:26.380871+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:15:06.000682+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-15T19:15:44.774007+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-15T19:17:04.155756+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-15T19:17:44.001009+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:18:24.203738+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:19:03.775964+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:20:30.843867+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:21:11.430514+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:21:51.146184+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:22:33.649960+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:23:15.011916+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:23:55.765088+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:24:35.313094+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:25:16.051739+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:25:56.147029+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-15T19:26:37.182910+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T19:27:20.193621+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T19:27:58.774784+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T19:28:39.611236+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T19:29:47.933224+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T19:30:31.545009+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T19:31:13.733809+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T19:31:54.697016+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T19:32:36.469719+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T19:33:17.750488+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-15T19:33:58.441633+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-15T19:34:36.425276+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-15T19:35:17.564694+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-15T19:35:58.974746+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-15T19:36:39.191320+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-15T19:37:20.764369+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-15T19:38:00.162105+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-15T19:38:41.326168+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-15T19:39:35.163740+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-15T19:40:15.989400+00:00 | Save Your Tears | The Weeknd | source:amperwave-api
2026-04-15T19:40:58.575527+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T19:41:37.146967+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T19:42:18.635931+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T19:43:00.099878+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T19:43:40.999187+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T19:44:20.266649+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:45:00.829682+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:45:40.770687+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:46:21.837685+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:47:02.881617+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:47:44.659864+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:48:24.086932+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:49:38.673804+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:50:17.450104+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:50:58.875416+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:51:37.461027+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:52:12.407994+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:52:47.261796+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:53:46.753709+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:54:22.003212+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T19:54:58.098354+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T19:56:18.077267+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T19:56:59.294138+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T19:57:38.218428+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-15T19:58:18.323765+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T19:59:35.882258+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T20:00:13.649014+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T20:00:55.988856+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-15T20:01:36.000338+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:02:17.073859+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:02:56.633078+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:03:38.818915+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:04:19.284599+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:04:58.344547+00:00 | Closer | The Chainsmokers | source:amperwave-api
2026-04-15T20:05:38.610611+00:00 | Closer | The Chainsmokers | source:amperwave-api
2026-04-15T20:06:19.730814+00:00 | Closer | The Chainsmokers | source:amperwave-api
2026-04-15T20:07:01.216450+00:00 | Closer | The Chainsmokers | source:amperwave-api
2026-04-15T20:07:41.692923+00:00 | Closer | The Chainsmokers | source:amperwave-api
2026-04-15T20:08:24.370828+00:00 | Closer | The Chainsmokers | source:amperwave-api
2026-04-15T20:09:03.516781+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:09:49.888458+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:10:50.198359+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:11:31.671399+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:12:13.990660+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-15T20:12:55.886593+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-15T20:13:36.816070+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-15T20:14:16.270936+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-15T20:14:59.197700+00:00 | E.T. | Katy Perry | source:amperwave-api
2026-04-15T20:15:41.828950+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T20:16:24.331511+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T20:17:05.448968+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T20:17:45.284733+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-15T20:18:26.134825+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:19:09.094085+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:19:50.122079+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:20:29.991782+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:21:13.177182+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:22:22.144244+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:23:03.299708+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:23:44.785661+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:24:26.378849+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:25:08.669431+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:25:50.974781+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:26:33.435227+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:27:15.285419+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-15T20:27:57.384726+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T20:28:39.479646+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T20:29:20.667580+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T20:30:00.428466+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T20:30:42.089902+00:00 | Pink Pony Club | Chappell Roan | source:amperwave-api
2026-04-15T20:31:26.248670+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T20:32:08.854615+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T20:32:53.356569+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T20:33:36.205644+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-15T20:34:16.479554+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:34:57.165345+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:35:38.099300+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:36:19.436250+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:36:59.266511+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:38:21.805919+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T20:39:03.829051+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T20:39:43.087487+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T20:40:23.469046+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T20:41:03.040519+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-15T20:41:42.372743+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T20:42:23.580140+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T20:43:03.581313+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T20:43:44.861463+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T20:44:24.150105+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:45:06.260659+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:45:46.606918+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:46:26.409150+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:47:06.567191+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:47:50.407817+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:48:31.890905+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:50:49.308311+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:51:30.924014+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:52:20.481125+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:53:03.103471+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:54:29.448119+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:55:10.520436+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:55:52.839495+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:56:32.782938+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-15T20:57:46.411857+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T20:58:32.224438+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T20:59:11.145793+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T20:59:54.553778+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T21:00:37.907515+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T21:01:20.246290+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-15T21:02:01.811262+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T21:02:42.807379+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T21:03:25.314913+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T21:04:10.055641+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-15T21:04:53.555156+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-15T21:05:37.202340+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-15T21:06:20.598387+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-15T21:07:05.672725+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-15T21:07:47.055961+00:00 | Suga Suga | Baby Bash | source:amperwave-api
2026-04-15T21:08:58.448056+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T21:09:41.851315+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T21:10:23.484420+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T21:11:07.344971+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-15T21:11:50.841224+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T21:12:31.121325+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T21:13:11.080345+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T21:13:52.473373+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T21:14:34.678640+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T21:15:14.956323+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-15T21:15:57.730752+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-15T21:16:39.054957+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-15T21:17:21.976764+00:00 | Lose Control | Teddy Swims | source:amperwave-api
