2026-04-18T00:00:00.901464+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T18:02:54.367572+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T18:03:31.921448+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T18:04:09.146276+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T18:05:01.632702+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T18:05:41.275836+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T18:06:17.683534+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T18:07:19.774749+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T18:07:56.018528+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T18:08:33.264944+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T18:09:25.309658+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:10:01.835697+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:10:39.263673+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:11:30.564683+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:12:07.440441+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:12:46.806051+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:13:23.120190+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:13:58.971824+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:14:35.592053+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:15:11.861173+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:15:48.336174+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:16:24.958199+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:17:01.667444+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:17:37.147587+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T18:18:13.734695+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T18:18:50.250714+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T18:19:25.974873+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T18:20:31.214073+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T18:21:10.020745+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T18:21:47.035828+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T18:22:50.065803+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T18:23:26.809789+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T18:24:03.411077+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T18:25:00.696126+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T18:25:37.707333+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T18:26:13.579132+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T18:27:11.746101+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T18:27:48.993678+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-18T18:28:26.274822+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T18:29:13.787778+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T18:29:50.272750+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T18:30:26.787111+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T18:31:22.157385+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T18:32:01.805019+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T18:32:38.504409+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T18:33:15.548193+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T18:33:52.923510+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T18:34:30.114827+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T18:35:08.445055+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:35:45.039121+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:36:22.065261+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:37:00.101485+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:37:37.175471+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:38:13.154067+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:38:50.273315+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-18T18:39:27.367710+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:40:31.977858+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:41:11.112379+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:41:47.181975+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:42:39.695203+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:43:18.626605+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:43:54.750282+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:44:51.512883+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:45:28.776813+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:46:06.248596+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:47:02.547841+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:47:41.538380+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:48:17.806631+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:49:14.134124+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:49:51.482088+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:50:29.756049+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T18:51:14.070913+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T18:51:50.487752+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T18:52:28.383609+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T18:53:05.228997+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T18:53:41.676759+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T18:54:17.722499+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T18:54:54.970435+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T18:55:30.788901+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T18:56:08.026769+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T18:56:47.249698+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-18T18:57:23.084339+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T18:57:59.971568+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T18:58:36.193418+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T18:59:36.565941+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T19:00:13.583982+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T19:00:50.538573+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-18T19:01:48.473697+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T19:02:27.250901+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T19:03:03.205385+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T19:03:59.894256+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T19:04:37.620793+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T19:05:14.468549+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T19:06:06.795669+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T19:06:43.214687+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T19:07:18.923905+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:08:10.920016+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:08:47.461189+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:09:26.649343+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:10:16.270346+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:10:53.851951+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:11:29.394466+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:12:08.422147+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:12:46.729046+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:13:25.927552+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:14:03.635654+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:14:39.342138+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:15:14.926483+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:15:51.824617+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:16:27.443364+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:17:03.891760+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:17:39.950958+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-18T19:18:34.058432+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-18T19:19:10.887532+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-18T19:19:46.391020+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-18T19:20:37.298840+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-18T19:21:15.593863+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T19:21:51.627609+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T19:22:49.421467+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T19:23:25.679448+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T19:24:01.868344+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T19:24:50.747434+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T19:25:29.244551+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T19:26:05.230499+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T19:26:49.205135+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T19:27:26.383664+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T19:28:03.801495+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T19:28:53.548948+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T19:29:30.160136+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T19:30:05.721981+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-18T19:30:41.587507+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T19:31:18.105747+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T19:31:54.920406+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T19:32:31.556425+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T19:33:07.625788+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T19:33:43.094327+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T19:34:18.934322+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T19:34:54.506202+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T19:35:30.418892+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T19:36:07.134669+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T19:36:43.417854+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-18T19:37:35.146932+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:38:12.075051+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:38:47.795293+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:39:39.176615+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:40:16.382318+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:40:52.226167+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:42:00.654494+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:43:10.390380+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:44:32.691553+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:45:09.293899+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:46:12.220782+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:47:00.486196+00:00 | What You Saying | Lil Uzi Vert | source:amperwave-api
2026-04-18T19:48:00.176181+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T19:48:37.624911+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T19:49:13.648918+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T19:49:49.026701+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-18T19:50:26.177095+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T19:51:03.939910+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T19:51:40.676770+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T19:52:18.065435+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T19:52:55.239693+00:00 | Latch | Disclosure / Sam Smith | source:amperwave-api
2026-04-18T19:53:33.139710+00:00 | Latch | Disclosure / Sam Smith | source:amperwave-api
2026-04-18T19:54:08.693730+00:00 | Latch | Disclosure / Sam Smith | source:amperwave-api
2026-04-18T19:54:45.727550+00:00 | Latch | Disclosure / Sam Smith | source:amperwave-api
2026-04-18T19:55:21.968015+00:00 | Latch | Disclosure / Sam Smith | source:amperwave-api
2026-04-18T19:55:59.046386+00:00 | Latch | Disclosure / Sam Smith | source:amperwave-api
2026-04-18T19:56:59.017523+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-18T19:57:36.670513+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-18T19:58:36.751107+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-18T19:59:17.277765+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-18T19:59:54.237485+00:00 | I Know You Want Me (Calle Ocho) | Pitbull | source:amperwave-api
2026-04-18T20:00:45.552874+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T20:01:28.362059+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T20:02:07.324143+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T20:03:06.953862+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T20:03:50.308089+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T20:04:55.869870+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T20:05:35.835544+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-18T20:06:13.209677+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:07:09.283249+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:07:49.385349+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:08:25.232366+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:09:01.247483+00:00 | Feather | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:09:38.828141+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T20:10:15.658518+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T20:10:52.637950+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T20:11:28.846755+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T20:12:05.455938+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T20:12:42.676281+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T20:13:19.195796+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T20:13:55.664081+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T20:14:31.525186+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T20:15:34.642217+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:16:15.261405+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:16:52.245358+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:17:43.724125+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:18:21.765985+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:18:57.481646+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:19:45.504135+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:20:23.560425+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:20:59.124242+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:21:52.387666+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:22:29.420373+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:23:06.449183+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:23:55.341479+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:24:31.666834+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:25:07.474261+00:00 | Dracula | Tame Impala Ft Jennie | source:amperwave-api
2026-04-18T20:26:04.100235+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-18T20:26:43.498678+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-18T20:27:19.836652+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-18T20:27:56.482227+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-18T20:28:33.434561+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-18T20:29:09.857236+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T20:29:46.283101+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T20:30:21.697720+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T20:30:57.719615+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T20:31:33.836348+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:32:11.170897+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:32:48.150295+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:33:24.496084+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T20:34:00.504646+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T20:35:05.286750+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T20:35:42.229086+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T20:36:46.011241+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-18T20:37:27.072926+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T20:38:03.527777+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T20:38:50.638968+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T20:39:27.841689+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T20:40:04.501763+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T20:41:09.590830+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-18T20:41:49.417975+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-18T20:42:25.937825+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-18T20:43:18.704327+00:00 | Better Now | Post Malone | source:amperwave-api
2026-04-18T20:43:58.180296+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:44:34.067544+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:45:29.054418+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:46:13.952879+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:46:50.875650+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:47:27.993101+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:48:06.084525+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:48:45.972189+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:49:27.763568+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:50:11.198958+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:50:48.051972+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:51:26.038292+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:52:02.165923+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:52:37.931961+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:53:14.657043+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:53:51.482567+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-18T20:54:35.805062+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T20:55:13.477996+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T20:55:49.925348+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T20:56:52.362455+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T20:57:28.683386+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-18T20:58:05.190394+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T20:59:07.540250+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T20:59:50.428923+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T21:00:27.306330+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T21:01:36.292285+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T21:02:17.601128+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T21:02:55.978552+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T21:03:51.616995+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T21:04:30.685757+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T21:05:07.224310+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:06:06.021075+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:06:44.818855+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:07:21.765542+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:07:57.907056+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:08:35.043306+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:09:12.641323+00:00 | Live Your Life | T.I. Ft Rihanna | source:amperwave-api
2026-04-18T21:09:48.659729+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T21:10:25.309992+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T21:11:01.700260+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T21:11:39.184084+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T21:12:14.603230+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T21:12:50.733155+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T21:13:26.857687+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T21:14:36.207635+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-18T21:15:14.955473+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T21:15:52.349150+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T21:16:56.476700+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T21:17:38.005312+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T21:18:15.522024+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T21:19:19.001424+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:19:56.365685+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:20:34.125349+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:21:11.392612+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:22:20.503775+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:22:57.145557+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:23:55.460723+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:24:33.743063+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:25:12.524531+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:26:10.071255+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:26:48.785652+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:27:26.669273+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:28:04.042638+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-18T21:28:41.536845+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-18T21:29:18.656184+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-18T21:29:55.774654+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-18T21:30:32.069842+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-18T21:31:09.289307+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-18T21:31:44.716022+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
