2026-04-14T00:04:53.420326+00:00 | Whats My Name | Rihanna Ft Drake | source:amperwave-api
2026-04-14T17:59:22.104598+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T17:59:59.211328+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:00:34.725590+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:01:32.934639+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:02:07.401033+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T18:03:09.326490+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:04:06.816689+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:04:43.396871+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:05:40.215986+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T18:06:15.298340+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T18:07:12.521814+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T18:07:48.465847+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T18:08:25.005714+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T18:09:00.734393+00:00 | Replay | Iyaz | source:amperwave-api
2026-04-14T18:09:35.688003+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T18:10:10.728613+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T18:10:47.696851+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T18:11:22.580392+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T18:11:57.660594+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-14T18:12:32.746587+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T18:13:07.651216+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T18:13:43.905497+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T18:14:25.978648+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T18:15:02.567783+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T18:15:59.758318+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T18:16:36.852045+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T18:17:34.037950+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T18:18:09.677420+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T18:19:11.892155+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:19:47.484200+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:20:39.871816+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:21:16.147542+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:22:14.434314+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:22:49.754525+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:23:24.637737+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:23:59.414315+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:24:34.733756+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:25:10.172755+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:25:45.919316+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:26:21.387919+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:26:56.678162+00:00 | Circles | Post Malone | source:amperwave-api
2026-04-14T18:27:32.266056+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T18:28:07.917713+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T18:28:43.661438+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T18:29:26.420612+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T18:30:02.975046+00:00 | We Cant Be Friends | Ariana Grande | source:amperwave-api
2026-04-14T18:30:56.413708+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T18:31:33.271711+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T18:32:29.608231+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T18:33:05.795470+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T18:34:02.781903+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T18:34:39.039560+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T18:35:37.963060+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-14T18:36:15.049040+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T18:37:12.638469+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T18:37:49.179549+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T18:38:24.156700+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T18:38:59.363490+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T18:39:34.423030+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-14T18:40:10.100141+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T18:40:44.545301+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T18:41:19.807837+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T18:41:54.974255+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T18:42:30.339284+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T18:43:05.749565+00:00 | Die For You | The Weeknd | source:amperwave-api
2026-04-14T18:43:40.986637+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T18:44:26.877655+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T18:45:04.734919+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T18:45:56.716379+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:46:33.515846+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:47:33.745078+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:48:10.721208+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:48:44.936259+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:49:19.831727+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:49:54.750514+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:50:39.606032+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:51:16.639095+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:52:11.476398+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:52:48.661049+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:53:23.873911+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:53:58.752364+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:54:33.470611+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:55:08.368008+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:55:43.688353+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:56:18.752857+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-14T18:56:54.835298+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T18:57:30.247736+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T18:58:06.076780+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T18:58:41.450714+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T18:59:25.278620+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:00:01.989910+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-14T19:00:55.561439+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T19:01:30.735469+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T19:02:24.976007+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T19:03:04.332542+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T19:03:52.778955+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T19:04:29.308514+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T19:05:27.669036+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T19:06:03.877838+00:00 | Lovin On Me | Jack Harlow | source:amperwave-api
2026-04-14T19:07:03.951791+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:07:40.208017+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:08:15.783845+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:08:51.347033+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-14T19:09:26.517790+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T19:10:01.951186+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T19:10:38.197098+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T19:11:13.633431+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-14T19:11:49.751768+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-14T19:12:25.580074+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-14T19:13:01.646685+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-14T19:13:37.384306+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-14T19:14:28.128155+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-14T19:15:03.151997+00:00 | Diamonds | Rihanna | source:amperwave-api
2026-04-14T19:15:38.060775+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:16:36.911851+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:17:34.736322+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:18:11.723675+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:19:07.217435+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:19:43.714141+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:20:42.150823+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:21:21.446455+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:22:15.273900+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:22:50.837649+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:23:26.241747+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T19:24:01.785975+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:24:37.363620+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:25:13.201951+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:25:48.498922+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:26:23.923159+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-14T19:27:00.085848+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:27:35.904146+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:28:11.493510+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:28:47.341988+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-14T19:29:27.208433+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:30:03.141980+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:30:58.154665+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:31:35.465487+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:32:30.860134+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-14T19:33:09.413010+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-14T19:34:06.002233+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-14T19:34:40.808962+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-14T19:35:35.109452+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-14T19:36:10.249873+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-14T19:37:06.129916+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:37:43.766903+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:38:18.659566+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:38:53.664573+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T19:39:29.064794+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T19:40:05.265043+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T19:40:41.716657+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T19:41:16.250234+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T19:41:51.764809+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T19:42:26.696547+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:43:01.920478+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:43:37.033050+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:44:27.217022+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:45:04.816299+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:46:02.523328+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:46:39.630333+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:47:15.138852+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:48:12.698079+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:48:48.382969+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:49:45.609127+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:50:20.323478+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:50:54.936396+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:51:30.065885+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:52:19.295901+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:52:54.482576+00:00 | The Great Divide | Noah Kahan | source:amperwave-api
2026-04-14T19:53:29.319763+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T19:54:04.412185+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T19:54:38.920256+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T19:55:14.840783+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T19:55:49.798585+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-14T19:56:24.614050+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:56:59.782502+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:57:35.629857+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:58:12.013913+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:58:47.479960+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T19:59:26.567093+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-14T20:00:01.867111+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:00:57.300159+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:01:35.473425+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T20:02:32.321509+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-14T20:03:10.164071+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-14T20:04:07.774467+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-14T20:04:43.360266+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-14T20:05:35.215610+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-14T20:06:11.325938+00:00 | Whatever You Like | T.I. | source:amperwave-api
2026-04-14T20:07:04.467397+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T20:07:41.495898+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T20:08:16.758839+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T20:08:51.785521+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T20:09:26.859713+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-14T20:10:01.802157+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T20:10:37.594064+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T20:11:12.899203+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T20:11:49.192677+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T20:12:24.512713+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-14T20:13:00.586773+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T20:13:36.240203+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T20:14:26.779091+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T20:15:05.440054+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T20:15:57.127228+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T20:16:33.177556+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:17:27.021127+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:18:02.790451+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:18:57.570940+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:19:32.829177+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:20:24.740082+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:21:02.848950+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:21:59.600679+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:22:37.425510+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:23:13.076366+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:23:48.992491+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:24:24.606221+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:25:00.069229+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:25:35.520191+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:26:11.641081+00:00 | Dont Tell Em | Jeremih | source:amperwave-api
2026-04-14T20:26:47.191125+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T20:27:22.132418+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T20:27:58.336948+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T20:28:34.196283+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T20:29:26.773829+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-14T20:30:02.285747+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T20:30:55.760281+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T20:31:32.705841+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T20:32:27.505811+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-14T20:33:06.437965+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:34:02.223185+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:34:38.359596+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:35:33.278328+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:36:09.343721+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-14T20:36:44.805756+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:37:43.580185+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:38:21.245061+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-14T20:39:12.715892+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:39:47.583629+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:40:22.932617+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:40:57.903555+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:41:33.011377+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:42:21.108359+00:00 | Wake Me Up | Avicii | source:amperwave-api
2026-04-14T20:43:13.960793+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:43:49.336540+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:44:26.674638+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:45:02.298337+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-14T20:45:59.989580+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:46:38.241371+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:47:13.659335+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:47:49.549192+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:48:24.876716+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:49:22.865866+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:49:58.606498+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:50:32.989171+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:51:30.179116+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:52:05.518078+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:52:40.558895+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:53:15.763454+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:53:51.042346+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:54:26.009484+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:55:01.433423+00:00 | Iloveitiloveitiloveit | Bella Kay | source:amperwave-api
2026-04-14T20:55:36.507885+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T20:56:12.069064+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T20:56:47.555742+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T20:57:23.139866+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T20:57:57.819227+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T20:58:33.008511+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T20:59:24.901302+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-14T21:00:03.589330+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T21:01:01.672555+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T21:01:39.681610+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T21:02:15.148807+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-14T21:03:15.323291+00:00 | Blank Space (Taylors Version) | Taylor Swift | source:amperwave-api
2026-04-14T21:04:12.483577+00:00 | Blank Space (Taylors Version) | Taylor Swift | source:amperwave-api
2026-04-14T21:04:52.514396+00:00 | Blank Space (Taylors Version) | Taylor Swift | source:amperwave-api
2026-04-14T21:05:27.540299+00:00 | Blank Space (Taylors Version) | Taylor Swift | source:amperwave-api
2026-04-14T21:06:26.928851+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T21:07:25.981464+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T21:08:02.416120+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T21:08:37.153380+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T21:09:12.129890+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T21:09:48.453830+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-14T21:10:23.661202+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T21:10:58.475750+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T21:11:33.464877+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T21:12:09.177427+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T21:12:44.318659+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-14T21:13:19.264033+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:13:54.724577+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:14:33.468485+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:15:08.713612+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-14T21:15:44.298297+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-14T21:16:48.308055+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-14T21:17:23.590757+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-14T21:17:58.987886+00:00 | Eastside | Benny Blanco | source:amperwave-api
2026-04-14T21:18:37.492383+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T21:19:13.085231+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T21:20:17.609721+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-14T21:21:17.335912+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T21:21:54.339931+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T21:22:29.781700+00:00 | Sexy For Me | Jason Derulo | source:amperwave-api
2026-04-14T21:23:29.636656+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T21:24:04.520555+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T21:24:39.970330+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T21:25:14.950904+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T21:25:50.968225+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T21:26:26.862136+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-14T21:27:03.436411+00:00 | Dtmf | Bad Bunny | source:amperwave-api
