2026-04-17T00:00:39.153153+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:33:54.210656+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:34:33.822434+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:35:14.689346+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:35:55.804016+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:36:35.998677+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:37:17.785501+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:37:58.451306+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:38:39.797115+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:39:22.736223+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T13:40:04.214104+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:40:46.906948+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:41:26.973774+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:42:13.031991+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:42:54.632967+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:43:38.151761+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:44:18.592788+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:45:16.780228+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:46:04.288302+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:46:46.036685+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:47:27.873941+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:48:40.753164+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:49:41.387476+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:50:22.668726+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:51:04.789208+00:00 | Back To Friends | Sombr | source:amperwave-api
2026-04-17T13:52:40.268826+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:53:23.448742+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:54:04.719299+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:54:46.711587+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:56:11.994880+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:56:54.870372+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:57:36.938045+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:58:19.185286+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T13:59:36.149867+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:00:17.703023+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:01:01.369517+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:01:44.350608+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:02:27.679148+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:03:14.396800+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:03:55.087329+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:04:35.326414+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:05:16.556453+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T14:05:58.314463+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:06:40.765942+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:07:22.349566+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:08:05.393408+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:08:47.629453+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:09:29.652175+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:10:15.668248+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:10:56.877938+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:12:13.725121+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:12:54.718719+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:13:35.506317+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:14:16.008972+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-17T14:14:56.855987+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:15:40.417731+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:16:25.872502+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:17:10.032649+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:17:52.824539+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:18:34.068179+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:19:15.615349+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:20:00.069543+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:20:41.824425+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:21:35.453415+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:22:19.447755+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:23:01.412156+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:23:42.597745+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:24:23.318777+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:25:54.736338+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:26:35.901849+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T14:27:23.784703+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T14:28:52.366100+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T14:29:33.362886+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T14:30:16.191638+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T14:30:56.169414+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T14:33:08.921885+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:33:51.636538+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:34:30.871603+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:35:45.569168+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:36:28.784902+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:37:09.750480+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:37:51.743750+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:39:00.611556+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:39:42.045991+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:40:24.810466+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:41:06.495354+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:41:50.077341+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:42:33.077413+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T14:43:17.540614+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:43:58.013923+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:44:39.403855+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:45:22.186808+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:46:03.094664+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:46:44.086320+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:47:23.866452+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:48:09.186387+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:48:51.596052+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:49:33.300191+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:50:53.159157+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T14:51:34.836464+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:52:15.526579+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:52:55.359052+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:53:36.286509+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:54:17.822202+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:54:59.086324+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:55:42.955896+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:56:25.199311+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:57:08.489430+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:57:50.921473+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:58:34.102873+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:59:16.115502+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T14:59:57.842640+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T15:00:41.437015+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T15:01:22.509696+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T15:02:03.812409+00:00 | A Bar Song (Tipsy) | Shaboozey | source:amperwave-api
2026-04-17T15:03:22.700512+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T15:04:03.481559+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T15:04:48.175215+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T15:05:28.261159+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T15:06:43.321113+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T15:07:25.965431+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T15:08:07.345330+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T15:08:45.617365+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T15:09:25.713315+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-17T15:10:44.320218+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:11:22.898394+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:12:01.767425+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:13:28.879920+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:14:15.432546+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:15:15.378860+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:15:56.402634+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:16:51.579275+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:17:32.225926+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:18:12.134460+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:18:50.923552+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:19:30.307704+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:20:11.089472+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:20:55.062098+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:21:35.961832+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:22:16.116257+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:22:57.642601+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:23:37.593324+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:24:17.324625+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:24:58.000934+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T15:25:40.524062+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:26:23.668030+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:27:07.118187+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:27:47.232282+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:29:09.528520+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:29:54.936568+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:30:39.179156+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:31:20.017072+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:32:02.961330+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:32:43.539363+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:33:26.483771+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:34:10.126354+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:34:53.974213+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:35:35.916196+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T15:36:17.267472+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:36:58.477873+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:37:41.710642+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:38:23.728572+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:39:04.162002+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:39:48.612257+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:40:29.081068+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:41:12.465183+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:41:51.735083+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:42:56.552131+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:43:38.049973+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:44:19.033547+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:45:04.470881+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:46:23.510942+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:47:06.855661+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:47:48.158792+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T15:48:28.326610+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:49:38.487786+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:50:22.330491+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:51:07.045185+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:51:47.426082+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-17T15:53:07.855612+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:53:49.584881+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:54:30.621708+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:55:50.027204+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:56:34.511557+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:57:17.110185+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:57:59.949516+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:58:43.885691+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T15:59:26.903935+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:00:07.230529+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:00:47.773802+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:01:29.952340+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:02:13.247745+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-17T16:02:53.719419+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:03:38.302175+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:04:20.451413+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T16:05:01.472604+00:00 | This Is What You Came For | Calvin Harris | source:amperwave-api
2026-04-17T16:05:44.085374+00:00 | This Is What You Came For | Calvin Harris | source:amperwave-api
2026-04-17T16:06:29.560520+00:00 | This Is What You Came For | Calvin Harris | source:amperwave-api
2026-04-17T16:07:48.784433+00:00 | This Is What You Came For | Calvin Harris | source:amperwave-api
2026-04-17T16:08:37.313222+00:00 | This Is What You Came For | Calvin Harris | source:amperwave-api
2026-04-17T16:09:16.954967+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T16:10:02.730091+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T16:10:47.425381+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T16:11:32.110413+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-17T16:12:13.066219+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:12:56.696735+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:13:43.639813+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:14:25.131754+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:15:08.421062+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T16:15:52.326314+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T16:16:32.564096+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T16:17:18.063777+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T16:18:00.862941+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T16:18:41.207783+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-17T16:19:21.540854+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:20:08.459501+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:20:50.052093+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:22:20.579581+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:23:16.547057+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:23:59.584663+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:24:40.997992+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:26:00.058586+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:26:44.382309+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:27:44.386298+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:28:25.810527+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:29:53.098771+00:00 | Wild Ones | Flo-Rida | source:amperwave-api
2026-04-17T16:30:35.821431+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T16:31:18.707738+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T16:32:24.105108+00:00 | Lose Control | Teddy Swims | source:amperwave-api
2026-04-17T16:33:07.629720+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T16:33:49.425973+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T16:34:32.851290+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T16:35:36.633593+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-17T16:36:24.251769+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:37:06.908812+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:37:46.364328+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:38:27.481061+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:39:09.023626+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T16:39:50.618215+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T16:40:34.926490+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T16:41:30.716509+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T16:42:13.359994+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T16:42:53.573512+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T16:43:36.846270+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T16:44:18.217514+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T16:45:01.280575+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-17T16:45:46.018884+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T16:46:28.842370+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T16:47:48.593082+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T16:48:29.915694+00:00 | Adore You | Harry Styles | source:amperwave-api
2026-04-17T16:49:10.130116+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:49:53.019475+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:50:34.282615+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:51:16.237842+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:52:00.009036+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:52:43.162939+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:53:25.030138+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:54:07.307080+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:54:48.767889+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:55:30.583858+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:56:12.627647+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:56:54.558688+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:57:35.135355+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:58:18.006735+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T16:59:18.831024+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:00:02.090620+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:00:43.597884+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:01:23.425991+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:02:23.437911+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:03:04.130336+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:03:43.732489+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-17T17:04:22.055704+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T17:05:32.732275+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T17:06:12.766258+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T17:06:51.473936+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-17T17:07:30.858208+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:08:37.425443+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:09:20.153383+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:09:59.763473+00:00 | Flowers | Miley Cyrus | source:amperwave-api
2026-04-17T17:10:38.126897+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:11:38.119372+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:12:20.014063+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:12:58.537358+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-17T17:13:37.047997+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-17T17:14:15.301739+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-17T17:14:52.482088+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-17T17:15:30.236213+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-17T17:16:08.299526+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-17T17:16:47.799982+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:17:26.057978+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:18:03.895132+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:18:42.659433+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-17T17:19:21.060220+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:19:58.772797+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:20:36.992200+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:21:16.735496+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:21:56.691107+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:22:58.213285+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:23:37.098129+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:24:17.203549+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:24:56.066630+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:25:35.204614+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:26:13.544881+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:27:24.107329+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:28:04.430530+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:28:42.450094+00:00 | Psycho | Post Malone | source:amperwave-api
2026-04-17T17:29:21.431309+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T17:30:27.730315+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-17T17:31:07.882528+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
