2026-04-19T00:00:34.060656+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-19T11:51:57.455832+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T11:52:47.970126+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-19T11:53:23.115769+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:53:58.138373+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:54:33.211940+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:55:08.679074+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:55:43.978065+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:56:21.175557+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:56:56.864796+00:00 | Drop Dead | Olivia Rodrigo | source:amperwave-api
2026-04-19T11:57:31.257325+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:58:07.509555+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:58:42.194061+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:59:17.645532+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T11:59:52.757516+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:00:27.999896+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:01:36.592767+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:02:16.392341+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:02:53.305982+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:03:43.564454+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:04:19.534232+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:04:54.319164+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:05:43.802887+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:06:19.129592+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:06:54.153431+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:07:44.850488+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:08:20.249671+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:08:55.227422+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:09:45.294755+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:10:22.701174+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:10:57.765685+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:11:47.655650+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:12:25.634165+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:13:00.106597+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:13:34.890300+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:14:11.019464+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:14:45.499599+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:15:20.289681+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:15:55.828433+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:16:31.157743+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:17:07.945064+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:17:43.142113+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:18:18.422897+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:18:53.623033+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:19:27.944293+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:20:26.998751+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:21:06.697115+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:21:41.310010+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:22:27.063301+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:23:02.913992+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:23:37.747298+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:24:27.726486+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:25:04.859301+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:25:41.145509+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:26:34.900091+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:27:10.150231+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:27:47.511165+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:28:29.021495+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:29:07.327402+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:29:41.822068+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:30:34.087493+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:31:12.729097+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:31:47.310087+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:32:21.937784+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:32:57.238115+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:33:33.822493+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:34:08.927666+00:00 | Levitating | Dua Lipa | source:amperwave-api
2026-04-19T12:34:43.555916+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T12:35:22.757505+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T12:35:57.166910+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T12:36:33.468930+00:00 | Greedy | Tate Mcrae | source:amperwave-api
2026-04-19T12:37:08.589367+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T12:37:43.840140+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T12:38:19.482007+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T12:38:54.275046+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T12:39:31.827568+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T12:40:08.145938+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-19T12:40:44.003891+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-19T12:41:36.500297+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-19T12:42:12.565275+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-19T12:42:48.606869+00:00 | I Gotta Feeling | Black Eyed Peas | source:amperwave-api
2026-04-19T12:43:48.352081+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:44:26.011721+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:45:00.612548+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:45:59.980428+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:46:36.636931+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:47:12.111058+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:48:04.771799+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:48:41.383252+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:49:15.823772+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:50:04.484313+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:50:40.191280+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:51:14.348391+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-19T12:51:49.320660+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T12:52:24.170951+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T12:52:59.606293+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T12:53:34.412066+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T12:54:09.611180+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T12:54:44.688934+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-19T12:55:19.625360+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-19T12:55:54.255265+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-19T12:56:30.618245+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-19T12:57:05.453551+00:00 | Sunflower | Post Malone | source:amperwave-api
2026-04-19T12:57:41.378215+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T12:58:33.403480+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T12:59:12.007495+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T12:59:46.818450+00:00 | Swim | Bts | source:amperwave-api
2026-04-19T13:00:41.998959+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-19T13:01:19.366825+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-19T13:01:54.438895+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-19T13:02:29.805854+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-19T13:03:07.429054+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-19T13:03:42.977606+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-19T13:04:18.255512+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T13:05:13.496557+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T13:05:50.540343+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T13:06:24.993363+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-19T13:07:18.819838+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-19T13:07:54.284831+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-19T13:08:29.051488+00:00 | Dynamite | Taio Cruz | source:amperwave-api
2026-04-19T13:12:04.982586+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T13:12:40.959645+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T13:13:16.337963+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-19T13:13:51.865944+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:14:27.031159+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:15:01.933800+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:15:37.424430+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:16:12.808963+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:16:47.772526+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:17:22.531297+00:00 | Die With A Smile | Lady Gaga Ft Bruno Mars | source:amperwave-api
2026-04-19T13:17:57.290695+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-19T13:18:34.290874+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-19T13:19:09.905678+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-19T13:19:44.654775+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-19T13:20:39.514912+00:00 | Attention | Charlie Puth | source:amperwave-api
2026-04-19T13:21:19.981815+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T13:21:55.395776+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T13:22:48.235255+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T13:23:24.164288+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T13:24:00.618075+00:00 | Opalite | Taylor Swift | source:amperwave-api
2026-04-19T13:24:52.721264+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:25:28.945486+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:26:04.835969+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:26:53.348642+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:27:29.837160+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:28:04.633322+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:29:04.844977+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:29:42.549383+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:30:17.497629+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:30:52.593051+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-19T13:31:28.181801+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-19T13:32:02.638127+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-19T13:32:38.130516+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-19T13:33:12.833088+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-19T13:33:48.394752+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-19T13:34:23.536524+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T13:34:58.556991+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T13:35:35.418759+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T13:36:10.387450+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T13:36:44.807026+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T13:37:31.401023+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-19T13:38:06.642781+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T13:38:43.495312+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T13:39:40.526705+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T13:40:15.192691+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T13:40:50.198047+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-19T13:41:45.929774+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:42:21.938107+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:42:56.662213+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:43:55.618240+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:44:31.156589+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:45:05.410504+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:45:53.651760+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:46:30.907524+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:47:06.127299+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:48:02.487860+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:48:37.883276+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-19T13:49:13.825209+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T13:49:48.954020+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T13:50:24.176678+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T13:50:59.061698+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T13:51:34.394546+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T13:52:10.848684+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-19T13:52:46.241775+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T13:53:22.327363+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T13:53:57.498751+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T13:54:32.954810+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T13:55:08.445385+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-19T13:55:43.831128+00:00 | Rude Boy | Rihanna | source:amperwave-api
2026-04-19T13:56:38.113649+00:00 | Rude Boy | Rihanna | source:amperwave-api
2026-04-19T13:57:13.716521+00:00 | Rude Boy | Rihanna | source:amperwave-api
2026-04-19T13:57:48.229365+00:00 | Rude Boy | Rihanna | source:amperwave-api
2026-04-19T13:58:48.610616+00:00 | Rude Boy | Rihanna | source:amperwave-api
2026-04-19T13:59:30.258004+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:00:06.086318+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:00:58.759112+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:01:50.322279+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:02:25.830581+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:03:11.230704+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:03:47.520246+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:04:28.264461+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:05:27.984359+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:06:04.649176+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:06:40.402810+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:07:43.342100+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:08:19.677374+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:08:54.560383+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:09:29.531467+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:10:10.566296+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:10:51.781680+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:11:33.150555+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:12:08.722300+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:12:43.715060+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:13:19.444456+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:13:54.930681+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:14:30.302053+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:15:05.522349+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:15:40.921036+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:16:35.859616+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:17:11.403028+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:17:45.968789+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:18:49.073287+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:19:26.229311+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:20:04.015893+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:20:51.388695+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:21:30.937513+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:22:11.643596+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:23:00.578384+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:23:42.225974+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:24:17.707447+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:24:58.718549+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:25:33.967076+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:26:09.673535+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:26:56.265463+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:27:32.043891+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:28:07.553811+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:28:47.817247+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:29:30.744375+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:30:11.928663+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:30:47.666290+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:31:24.303878+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:32:05.388188+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:32:40.413358+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:33:15.147068+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:33:55.568331+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:34:31.307406+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:36:21.141813+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:36:56.135168+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:37:31.912094+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:38:06.995540+00:00 | Break Free | Ariana Grande | source:amperwave-api
2026-04-19T14:38:42.075820+00:00 | Break Free | Ariana Grande | source:amperwave-api
