2026-04-15T00:00:17.223100+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T17:38:15.306154+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T17:38:53.251849+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T17:39:31.373977+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T17:40:10.685141+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-15T17:40:48.963074+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-15T17:41:59.328680+00:00 | Nice To Meet You | Myles Smith | source:amperwave-api
2026-04-15T17:42:39.278609+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:43:19.199029+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:43:58.376806+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:44:35.110443+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:45:12.448080+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:45:50.121054+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:46:29.742711+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:47:06.855544+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:47:46.082503+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:48:40.465495+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:49:19.820519+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:49:58.038046+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:50:35.922750+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:51:35.795161+00:00 | Younger You | Miley Cyrus | source:amperwave-api
2026-04-15T17:52:17.313101+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T17:52:55.485358+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T17:53:32.809480+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T17:54:27.261947+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T17:55:05.588774+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T17:55:42.331299+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-15T17:56:21.333326+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:56:58.980004+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:57:38.016278+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:58:16.995387+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T17:58:58.143163+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T17:59:37.257190+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:00:15.809111+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:00:56.468890+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:01:35.490176+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T18:02:14.507780+00:00 | Titanium | David Guetta | source:amperwave-api
2026-04-15T18:02:53.957913+00:00 | Titanium | David Guetta | source:amperwave-api
2026-04-15T18:03:44.267717+00:00 | Titanium | David Guetta | source:amperwave-api
2026-04-15T18:04:22.914615+00:00 | Titanium | David Guetta | source:amperwave-api
2026-04-15T18:05:01.839081+00:00 | Titanium | David Guetta | source:amperwave-api
2026-04-15T18:05:41.063556+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T18:06:20.447367+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T18:06:58.540542+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T18:07:37.925915+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T18:08:16.164558+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-15T18:08:56.953693+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:09:36.509875+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:10:16.627044+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:10:56.656931+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:11:52.712499+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:12:32.437506+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:13:13.137989+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:13:54.121068+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:14:33.134863+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:15:12.304334+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:15:51.857269+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:16:31.576609+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:17:08.558940+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:17:47.147904+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:18:27.257743+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:19:50.661550+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T18:20:31.531839+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:21:13.849954+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:21:54.285437+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T18:22:33.750195+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T18:23:12.524686+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T18:23:53.682394+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T18:24:33.463699+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T18:25:12.403342+00:00 | Beautiful Things | Benson Boone | source:amperwave-api
2026-04-15T18:25:51.980088+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T18:26:32.411712+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T18:27:12.740180+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T18:27:54.140752+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-15T18:29:18.454792+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-15T18:29:59.301597+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-15T18:30:38.296157+00:00 | Dont Start Now | Dua Lipa | source:amperwave-api
2026-04-15T18:31:20.487765+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T18:32:33.126301+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T18:33:11.861302+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T18:33:50.030364+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T18:34:29.132258+00:00 | Die With A Smile | Bruno Mars | source:amperwave-api
2026-04-15T18:35:47.977979+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T18:36:27.063959+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T18:37:07.203063+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T18:37:48.381775+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T18:38:26.947254+00:00 | Chemical | Post Malone | source:amperwave-api
2026-04-15T18:39:04.872211+00:00 | Chemical | Post Malone | source:amperwave-api
2026-04-15T18:39:45.325990+00:00 | Chemical | Post Malone | source:amperwave-api
2026-04-15T18:40:24.924332+00:00 | Chemical | Post Malone | source:amperwave-api
2026-04-15T18:41:03.530340+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:41:42.966472+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:42:21.325847+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:43:01.047524+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:43:40.223326+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:44:20.726172+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:45:01.684301+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:46:22.849006+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:47:02.883306+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:47:43.915330+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:48:23.076216+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:49:02.982370+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:49:40.886373+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:50:24.617032+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:51:07.073039+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-15T18:51:46.486326+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:52:28.854396+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:53:10.265054+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:53:50.521043+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:54:32.577648+00:00 | Manchild | Sabrina Carpenter | source:amperwave-api
2026-04-15T18:55:13.328235+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T18:56:40.117230+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T18:57:20.779056+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T18:58:02.317752+00:00 | Golden | Huntr/X, Ejae, Audrey Nuna... | source:amperwave-api
2026-04-15T18:58:42.054476+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-15T18:59:23.026052+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-15T19:00:03.961699+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-15T19:00:45.669188+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-15T19:01:26.909289+00:00 | Heat Waves | Glass Animals | source:amperwave-api
2026-04-15T19:02:07.725857+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T19:03:25.643235+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T19:04:06.944073+00:00 | Stateside | Pink Pantheress | source:amperwave-api
2026-04-15T19:04:46.120802+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-15T19:05:26.886259+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-15T19:06:07.268549+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-15T19:06:48.377043+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-15T19:07:29.091252+00:00 | Watermelon Sugar | Harry Styles | source:amperwave-api
2026-04-15T19:08:09.949214+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:08:53.339608+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:09:33.551954+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:10:13.107177+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:10:51.605408+00:00 | Elizabeth Taylor | Taylor Swift | source:amperwave-api
2026-04-15T19:11:30.266156+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:12:11.103984+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:13:08.977747+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:13:48.145097+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:14:29.824715+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:15:08.713581+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:17:06.648560+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:17:47.368275+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:18:26.519601+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:19:45.187401+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:20:33.894870+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:21:13.631405+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:21:55.463062+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T19:22:36.934742+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T19:23:18.378138+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T19:23:58.771089+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T19:24:38.319378+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T19:25:19.003621+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T19:26:00.060158+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T19:26:43.312905+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T19:27:22.638875+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T19:28:02.700963+00:00 | Stargazing | Myles Smith | source:amperwave-api
2026-04-15T19:28:42.359264+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:29:53.195672+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:30:35.859551+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:31:17.154758+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-15T19:31:58.273563+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:32:41.209319+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:33:20.783174+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:34:00.566786+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-15T19:34:39.869747+00:00 | Circus | Britney Spears | source:amperwave-api
2026-04-15T19:35:20.649113+00:00 | Circus | Britney Spears | source:amperwave-api
2026-04-15T19:36:01.732395+00:00 | Circus | Britney Spears | source:amperwave-api
2026-04-15T19:36:44.114555+00:00 | Circus | Britney Spears | source:amperwave-api
2026-04-15T19:37:23.934960+00:00 | Circus | Britney Spears | source:amperwave-api
2026-04-15T19:38:04.033230+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T19:38:45.276593+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T19:39:38.805675+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T19:40:19.977731+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T19:41:01.621407+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-15T19:41:40.515836+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T19:42:22.609137+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T19:43:03.123402+00:00 | A Bar Song | Shaboozy | source:amperwave-api
2026-04-15T19:43:43.701432+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:44:23.033564+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:45:03.877319+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:45:44.111423+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:46:26.242049+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:47:07.694048+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:47:47.789802+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:48:27.734766+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:49:41.461320+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:50:20.530122+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:51:01.887124+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:51:38.702805+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:52:13.711649+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:52:48.817192+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:53:48.386313+00:00 | Midnight Sun | Zara Larsson | source:amperwave-api
2026-04-15T19:54:23.566041+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T19:55:00.553844+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T19:56:20.640519+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T19:57:02.431381+00:00 | Apt | Ros??? And Bruno Mars | source:amperwave-api
2026-04-15T19:57:41.231350+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T19:58:21.835093+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T19:59:38.338524+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T20:00:17.885891+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-15T20:00:58.478138+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T20:01:39.251947+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T20:02:20.182073+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T20:03:00.955195+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-15T20:03:41.876011+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T20:04:21.701383+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T20:05:01.456759+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T20:05:41.500079+00:00 | Sorry Im Here For Someone Else | Benson Boone | source:amperwave-api
2026-04-15T20:06:22.902305+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T20:07:04.557104+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T20:07:45.966259+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T20:08:26.763944+00:00 | Swim | Bts | source:amperwave-api
2026-04-15T20:09:09.884812+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:09:52.929176+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:10:54.680727+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:11:35.164747+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:12:18.024729+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:12:58.785895+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:13:40.208599+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:14:20.539621+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:15:04.207408+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:15:45.414679+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:16:27.816650+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:17:08.538328+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:17:48.859191+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:18:29.291037+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:19:11.622736+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:19:53.457947+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:20:35.176265+00:00 | The Fate Of Ophelia | Taylor Swift | source:amperwave-api
2026-04-15T20:21:16.727960+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T20:22:25.870797+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T20:23:06.673845+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-15T20:23:47.940024+00:00 | Give Me Everything | Pitbull | source:amperwave-api
2026-04-15T20:24:29.660578+00:00 | Give Me Everything | Pitbull | source:amperwave-api
2026-04-15T20:25:13.880139+00:00 | Give Me Everything | Pitbull | source:amperwave-api
2026-04-15T20:25:55.353002+00:00 | Give Me Everything | Pitbull | source:amperwave-api
2026-04-15T20:26:37.572423+00:00 | Give Me Everything | Pitbull | source:amperwave-api
2026-04-15T20:27:19.339472+00:00 | Give Me Everything | Pitbull | source:amperwave-api
2026-04-15T20:28:01.652280+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:28:42.360107+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:29:24.238662+00:00 | When Did You Get Hot? | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:30:03.401492+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T20:30:45.575793+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T20:31:31.514548+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T20:32:13.237110+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T20:32:56.785752+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-15T20:33:40.372937+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:34:20.226829+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:35:00.458600+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:35:42.395372+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:36:22.812646+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-15T20:37:03.302199+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T20:38:26.413837+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T20:39:06.933488+00:00 | Thats So True | Gracie Abrams | source:amperwave-api
2026-04-15T20:39:45.332404+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:40:25.897059+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:41:06.378198+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:41:45.359769+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:42:26.992964+00:00 | Mutt | Leon Thomas | source:amperwave-api
2026-04-15T20:43:06.836850+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:43:47.662099+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:44:28.318625+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:45:09.522891+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:45:49.963769+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:46:29.628378+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:47:12.581907+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:47:54.943789+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:48:35.599652+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:50:09.499609+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:50:53.499089+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:51:34.464645+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:52:25.242356+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-15T20:54:33.780572+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:55:16.430751+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-15T20:55:55.259503+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:56:36.649996+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:57:50.279531+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:58:34.748768+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-15T20:59:14.207318+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T20:59:59.885475+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T21:00:41.233031+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T21:01:22.893716+00:00 | Silent Treatment | Freya Skye | source:amperwave-api
2026-04-15T21:02:04.709736+00:00 | Just Dance (Remix) | Lady Gaga | source:amperwave-api
2026-04-15T21:02:46.741867+00:00 | Just Dance (Remix) | Lady Gaga | source:amperwave-api
2026-04-15T21:03:30.128023+00:00 | Just Dance (Remix) | Lady Gaga | source:amperwave-api
2026-04-15T21:04:15.733078+00:00 | Just Dance (Remix) | Lady Gaga | source:amperwave-api
2026-04-15T21:04:58.349788+00:00 | Just Dance (Remix) | Lady Gaga | source:amperwave-api
2026-04-15T21:05:42.511377+00:00 | Just Dance (Remix) | Lady Gaga | source:amperwave-api
2026-04-15T21:06:25.746023+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T21:07:10.237003+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T21:07:49.950233+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-15T21:09:04.165229+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:09:44.371379+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:10:27.581456+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:11:11.609139+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:11:54.752959+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:12:33.450849+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:13:15.396374+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:13:57.378232+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:14:39.029817+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:15:19.449924+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:16:00.953839+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:16:42.754651+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:17:27.982264+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:18:09.626875+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:18:54.416798+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:19:42.145166+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-15T21:20:27.813895+00:00 | Where Is My Husband! | Raye | source:amperwave-api
