2026-04-16T00:00:07.764678+00:00 | Beast Of Burden | Rolling Stones | source:amperwave-api
2026-04-16T10:47:33.900161+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:48:11.600652+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:48:48.477732+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:49:28.790118+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:50:07.056755+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:50:49.144297+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:51:27.913989+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:52:07.088661+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:52:51.716926+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:53:31.496557+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:54:09.950082+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:54:50.901665+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:55:29.196899+00:00 | Cat Scratch Fever | Ted Nugent | source:amperwave-api
2026-04-16T10:56:08.801672+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-16T10:58:01.407409+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-16T10:58:38.468138+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-16T10:59:15.294107+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-16T10:59:52.718651+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-16T11:00:31.588436+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-16T11:01:09.697287+00:00 | Killer Queen | Queen | source:amperwave-api
2026-04-16T11:03:00.444716+00:00 | Killer Queen | Queen | source:amperwave-api
2026-04-16T11:03:38.026075+00:00 | Killer Queen | Queen | source:amperwave-api
2026-04-16T11:04:15.354169+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:04:52.716724+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:05:29.615053+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:06:07.077692+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:06:44.918157+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:08:33.612679+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:09:11.465787+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:09:49.091769+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:10:27.117681+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:11:03.935300+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:11:40.385964+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:12:16.876262+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:12:53.686383+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:13:35.785060+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:14:13.116369+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:14:52.085240+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:15:29.586886+00:00 | Kickstart My Heart | Motley Crue | source:amperwave-api
2026-04-16T11:16:09.211039+00:00 | Take It Easy | Eagles | source:amperwave-api
2026-04-16T11:16:46.959210+00:00 | Take It Easy | Eagles | source:amperwave-api
2026-04-16T11:17:24.747736+00:00 | Take It Easy | Eagles | source:amperwave-api
2026-04-16T11:18:01.419875+00:00 | Take It Easy | Eagles | source:amperwave-api
2026-04-16T11:18:40.066309+00:00 | Take It Easy | Eagles | source:amperwave-api
2026-04-16T11:19:17.278152+00:00 | Take It Easy | Eagles | source:amperwave-api
2026-04-16T11:19:54.398101+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:20:32.399889+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:21:09.082480+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:21:46.486920+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:22:24.896942+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:23:02.551293+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:23:41.555058+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:25:12.067658+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:25:50.746514+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:26:30.112588+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:27:06.843272+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:27:43.005746+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:28:24.877389+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:29:03.737806+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:29:42.533136+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:30:20.891668+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:30:57.739687+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:31:33.481421+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:32:10.771799+00:00 | I Drink Alone | George Thorogood The Destroyers | source:amperwave-api
2026-04-16T11:32:48.238155+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-16T11:33:26.969449+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-16T11:34:54.939582+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-16T11:35:35.767997+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-16T11:36:13.092077+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-16T11:36:50.291064+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:37:28.841312+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:38:06.197742+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:38:46.110056+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:39:23.654714+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:40:01.248885+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:40:39.303819+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:41:16.631310+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:41:53.977081+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:42:30.754615+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:44:30.533807+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:45:08.096812+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:45:47.633791+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:46:28.032747+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:47:05.653866+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:47:43.537605+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:48:20.411742+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:48:59.349043+00:00 | Shattered | Rolling Stones | source:amperwave-api
2026-04-16T11:49:36.385922+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-16T11:51:10.073081+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-16T11:51:48.247502+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-16T11:52:25.611698+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-16T11:53:03.802629+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-16T11:53:41.639472+00:00 | The Spirit Of Radio | Rush | source:amperwave-api
2026-04-16T11:54:23.083524+00:00 | Cant Get Enough | Bad Company | source:amperwave-api
2026-04-16T11:55:01.449107+00:00 | Cant Get Enough | Bad Company | source:amperwave-api
2026-04-16T11:57:09.063078+00:00 | Cant Get Enough | Bad Company | source:amperwave-api
2026-04-16T11:57:45.740113+00:00 | Cant Get Enough | Bad Company | source:amperwave-api
2026-04-16T11:58:23.265140+00:00 | Cant Get Enough | Bad Company | source:amperwave-api
2026-04-16T11:59:01.183280+00:00 | Somebody To Love | Jefferson Airplane | source:amperwave-api
2026-04-16T11:59:40.321551+00:00 | Somebody To Love | Jefferson Airplane | source:amperwave-api
2026-04-16T12:00:19.346657+00:00 | Somebody To Love | Jefferson Airplane | source:amperwave-api
2026-04-16T12:00:56.067963+00:00 | Somebody To Love | Jefferson Airplane | source:amperwave-api
2026-04-16T12:02:50.755818+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:03:29.258144+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:04:05.921253+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:04:44.350449+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:05:22.939934+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:06:02.505051+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:06:39.562684+00:00 | Its A Long Way To The Top (If You Wanna Rock N Roll) | Ac/Dc | source:amperwave-api
2026-04-16T12:07:17.560391+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:07:54.834011+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:08:32.604498+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:09:10.538168+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:09:51.998136+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:10:30.285095+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:11:09.593348+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:11:46.987718+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:12:25.512297+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:13:03.011919+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:13:40.001464+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:14:17.937338+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:14:55.337110+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:15:32.531062+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:16:10.240568+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:16:47.437781+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:17:24.490745+00:00 | Dancing With Myself | Billy Idol | source:amperwave-api
2026-04-16T12:19:20.176016+00:00 | Fortunate Son | Creedence Clearwater Revival | source:amperwave-api
2026-04-16T12:19:57.866640+00:00 | Fortunate Son | Creedence Clearwater Revival | source:amperwave-api
2026-04-16T12:20:36.276292+00:00 | Fortunate Son | Creedence Clearwater Revival | source:amperwave-api
2026-04-16T12:21:18.938818+00:00 | Fortunate Son | Creedence Clearwater Revival | source:amperwave-api
2026-04-16T12:21:58.282261+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:22:36.097756+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:23:16.059096+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:23:52.605250+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:24:31.336898+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:25:08.638421+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:26:22.165995+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:26:59.616508+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:27:36.669045+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:28:15.912884+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:28:52.589565+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:29:31.532953+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:30:09.575757+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:30:46.911928+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:31:23.933851+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:32:00.930040+00:00 | Separate Ways (Worlds Apart | Journey | source:amperwave-api
2026-04-16T12:33:34.809145+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-16T12:34:12.604305+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-16T12:34:50.321057+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-16T12:35:27.207329+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-16T12:36:06.400642+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-16T12:36:43.646632+00:00 | Panama | Van Halen | source:amperwave-api
2026-04-16T12:37:20.474504+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:37:57.440217+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:38:35.489083+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:39:15.587869+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:40:52.938640+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:41:29.756014+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:42:07.521353+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:42:45.777877+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:43:23.549194+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:44:00.593680+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:44:37.716716+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:45:57.528427+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:46:35.733715+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:47:13.560100+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:47:50.867756+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:48:28.159378+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-16T12:49:04.921377+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T12:49:43.499399+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T12:51:29.395505+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T12:52:06.922814+00:00 | You Give Love A Bad Name | Bon Jovi | source:amperwave-api
2026-04-16T12:52:44.186387+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-16T12:53:20.854138+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-16T12:53:57.873507+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-16T12:54:35.044404+00:00 | Hello, I Love You | Doors | source:amperwave-api
2026-04-16T12:55:12.508565+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:55:50.907596+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:56:31.864681+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:57:09.267684+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:57:47.357730+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:58:23.747275+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:59:01.589433+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T12:59:39.737280+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T13:00:24.584081+00:00 | Carry On Wayward Son | Kansas | source:amperwave-api
2026-04-16T13:01:00.679642+00:00 | Rhiannon | Fleetwood Mac | source:amperwave-api
2026-04-16T13:01:38.916807+00:00 | Rhiannon | Fleetwood Mac | source:amperwave-api
2026-04-16T13:02:16.317242+00:00 | Rhiannon | Fleetwood Mac | source:amperwave-api
2026-04-16T13:02:53.412445+00:00 | Rhiannon | Fleetwood Mac | source:amperwave-api
2026-04-16T13:03:39.648860+00:00 | Rhiannon | Fleetwood Mac | source:amperwave-api
2026-04-16T13:04:18.130238+00:00 | Rhiannon | Fleetwood Mac | source:amperwave-api
2026-04-16T13:04:54.959025+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:05:31.694289+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:07:18.961030+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:07:55.698375+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:08:33.381098+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:09:12.229999+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:09:50.759562+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:10:28.315795+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:11:07.698681+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:11:43.686052+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:12:20.431386+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:12:57.817332+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:14:59.791835+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:15:38.603387+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:16:16.093176+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:16:52.174452+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:17:29.734134+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:18:06.557293+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:18:43.708415+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:19:20.259704+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:20:00.069017+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-16T13:20:39.219246+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:21:18.204129+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:22:52.644611+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:23:29.570749+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:24:06.036263+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:24:44.362110+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:25:22.242212+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:26:01.362394+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:26:39.619483+00:00 | Tiny Dancer | Elton John | source:amperwave-api
2026-04-16T13:27:15.876969+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:27:54.001101+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:29:31.265432+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:30:13.123740+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:30:51.298848+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:31:28.612896+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:32:03.782003+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:32:41.359486+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:33:17.885267+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:34:47.976729+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:35:25.661492+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:36:02.069004+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:36:37.726053+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:37:14.937892+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:37:52.480057+00:00 | Pour Some Sugar On Me | Def Leppard | source:amperwave-api
2026-04-16T13:38:28.945783+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-16T13:40:08.094446+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-16T13:40:43.393555+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-16T13:41:21.849081+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-16T13:41:58.090644+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-16T13:42:34.793445+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-16T13:43:11.298508+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:43:47.386907+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:44:23.291626+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:44:59.735617+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:45:35.922897+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:46:13.055861+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:46:49.769462+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:47:27.014830+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:48:05.513824+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:48:42.483749+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:49:19.263752+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:49:59.963937+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:50:36.964988+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:51:13.159316+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:51:49.947888+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:52:26.374020+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:53:03.138536+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:53:40.650930+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:54:16.986077+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:54:53.022315+00:00 | Two Tickets To Paradise | Eddie Money | source:amperwave-api
2026-04-16T13:56:25.069520+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-16T13:57:00.808833+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-16T13:57:37.027099+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-16T13:58:15.389090+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-16T13:58:53.905918+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-16T13:59:30.987552+00:00 | The Joker | Steve Miller Band | source:amperwave-api
2026-04-16T14:00:10.428137+00:00 | The Joker | Steve Miller Band | source:amperwave-api
2026-04-16T14:00:48.447914+00:00 | The Joker | Steve Miller Band | source:amperwave-api
2026-04-16T14:02:42.293101+00:00 | The Joker | Steve Miller Band | source:amperwave-api
2026-04-16T14:03:20.298758+00:00 | The Joker | Steve Miller Band | source:amperwave-api
2026-04-16T14:03:56.489800+00:00 | Radioactive | The Firm | source:amperwave-api
2026-04-16T14:04:32.703199+00:00 | Radioactive | The Firm | source:amperwave-api
2026-04-16T14:05:09.731703+00:00 | Radioactive | The Firm | source:amperwave-api
2026-04-16T14:05:45.541629+00:00 | Radioactive | The Firm | source:amperwave-api
2026-04-16T14:06:22.143347+00:00 | Radioactive | The Firm | source:amperwave-api
2026-04-16T14:06:59.563159+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:07:36.662891+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:09:27.637421+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:10:04.753347+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:10:40.272436+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:11:16.805586+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:11:53.885652+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:12:30.689892+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:13:07.263102+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:13:44.670910+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:15:16.931661+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:15:54.734651+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:16:31.507502+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:17:08.467769+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:17:45.941980+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:18:25.845613+00:00 | Let My Love Open The Door | Pete Townshend | source:amperwave-api
2026-04-16T14:19:05.099220+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-16T14:20:44.484385+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
2026-04-16T14:21:23.901178+00:00 | Gimme Shelter | Rolling Stones | source:amperwave-api
