2026-04-13T00:00:33.210501+00:00 | Knockin On Heavens Door | Guns N Roses | source:amperwave-api
2026-04-13T16:22:15.756094+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T16:22:50.414425+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T16:23:25.597808+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T16:24:00.807505+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T16:24:35.607123+00:00 | Call Me The Breeze | Lynyrd Skynyrd | source:amperwave-api
2026-04-13T16:25:29.004265+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-13T16:26:05.008503+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-13T16:26:40.282932+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-13T16:27:15.821132+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-13T16:27:51.201163+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-13T16:28:26.446202+00:00 | Summer Of 69 | Bryan Adams | source:amperwave-api
2026-04-13T16:29:06.911669+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:29:41.506644+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:30:16.672898+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:30:57.947401+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:31:33.797857+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:32:32.532356+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:33:12.768014+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:34:12.617118+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:34:47.951097+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:35:23.653561+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:35:59.065247+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:36:33.963209+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:37:10.323232+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:37:45.440032+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:38:21.082066+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:38:56.294281+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:39:32.544800+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:40:08.258511+00:00 | No Rain | Blind Melon | source:amperwave-api
2026-04-13T16:40:45.363632+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-13T16:41:20.857277+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-13T16:41:58.014391+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-13T16:42:33.330558+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-13T16:43:08.827280+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-13T16:44:08.226178+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-13T16:44:43.487505+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:45:18.885871+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:45:58.693938+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:46:33.759245+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:47:09.142093+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:47:44.634032+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:48:19.509476+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:49:17.683100+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:49:52.627227+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:50:51.588095+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:51:27.777144+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:52:04.941803+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:52:39.900982+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:53:14.909353+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:53:51.005641+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:54:26.247859+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:55:02.444296+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:55:37.739774+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:56:12.933336+00:00 | Heartache Tonight | Eagles | source:amperwave-api
2026-04-13T16:56:49.340942+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T16:57:24.805507+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T16:58:00.222408+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T16:58:35.669965+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T16:59:10.689220+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T16:59:46.254517+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T17:00:22.350063+00:00 | Its The End Of The World As We Know It | R.E.M. | source:amperwave-api
2026-04-13T17:00:58.479939+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-13T17:01:33.752564+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-13T17:02:14.243723+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-13T17:05:42.005973+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-13T17:06:18.114328+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-13T17:06:54.886455+00:00 | Fool In The Rain | Led Zeppelin | source:amperwave-api
2026-04-13T17:07:37.182115+00:00 | The Other Side | Aerosmith | source:amperwave-api
2026-04-13T17:08:12.948619+00:00 | The Other Side | Aerosmith | source:amperwave-api
2026-04-13T17:08:50.128005+00:00 | The Other Side | Aerosmith | source:amperwave-api
2026-04-13T17:09:26.743554+00:00 | The Other Side | Aerosmith | source:amperwave-api
2026-04-13T17:10:03.538735+00:00 | The Other Side | Aerosmith | source:amperwave-api
2026-04-13T17:10:40.783669+00:00 | The Other Side | Aerosmith | source:amperwave-api
2026-04-13T17:11:17.233160+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-13T17:11:53.269214+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-13T17:12:29.329104+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-13T17:13:04.763651+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-13T17:13:40.698026+00:00 | Have You Ever Seen The Rain? | Creedence Clearwater Revival | source:amperwave-api
2026-04-13T17:14:16.347081+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:14:51.662551+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:15:34.646584+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:16:09.986381+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:16:45.969522+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:17:23.714329+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:17:59.624587+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-13T17:18:34.297249+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:19:31.307827+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:20:07.865680+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:20:54.650107+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:21:29.740274+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:22:04.791573+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:22:40.881485+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:23:19.171721+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:24:20.018104+00:00 | Rooster | Alice In Chains | source:amperwave-api
2026-04-13T17:24:55.577763+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T17:25:31.077751+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T17:26:06.151598+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T17:26:41.397271+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T17:27:16.371647+00:00 | Dont Do Me Like That | Tom Petty The Heartbreakers | source:amperwave-api
2026-04-13T17:27:52.600355+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:28:28.852268+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:29:04.436668+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:29:39.679216+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:30:14.195390+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:30:49.027470+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:31:24.191198+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:32:00.638884+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:33:01.156358+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:33:36.385499+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:34:22.752640+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:34:59.042031+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:35:35.729286+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:36:13.345163+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:36:48.481181+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:37:23.347599+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:38:04.221868+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:38:39.266271+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:39:14.009830+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:39:49.613643+00:00 | Over The Mountain | Ozzy Osbourne | source:amperwave-api
2026-04-13T17:40:24.478678+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:41:27.864605+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:42:03.316159+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:42:39.157141+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:43:14.053726+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:43:49.967661+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:44:26.673785+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:45:01.825147+00:00 | Bennie And The Jets | Elton John | source:amperwave-api
2026-04-13T17:45:37.775955+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:46:12.871711+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:46:48.185301+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:47:23.100689+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:47:58.881045+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:48:34.756091+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:49:29.462148+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:50:05.073164+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:50:42.763128+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:51:18.756404+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:51:54.220610+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:52:55.321222+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:53:31.550849+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:54:06.321850+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:54:43.114774+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:55:18.605418+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:55:54.654049+00:00 | Gimme All Your Lovin | Zz Top | source:amperwave-api
2026-04-13T17:56:32.167859+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T17:57:07.558289+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T17:58:03.140658+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T17:58:38.585287+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T17:59:13.499600+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T17:59:48.588400+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T18:00:23.519911+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T18:01:00.244089+00:00 | (Dont Fear) The Reaper | Blue Oyster Cult | source:amperwave-api
2026-04-13T18:01:36.813088+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-13T18:02:12.841080+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-13T18:02:49.477001+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-13T18:03:24.271179+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-13T18:03:59.336792+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-13T18:04:35.011716+00:00 | Live And Let Die | Guns N Roses | source:amperwave-api
2026-04-13T18:05:31.631758+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-13T18:06:08.083368+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-13T18:06:43.892103+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-13T18:07:20.402761+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-13T18:07:55.481106+00:00 | Dust In The Wind | Kansas | source:amperwave-api
2026-04-13T18:08:30.376609+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:09:25.365170+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:10:01.406330+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:10:44.826299+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:11:19.659215+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:11:55.349683+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:12:31.177363+00:00 | Learning To Fly | Pink Floyd | source:amperwave-api
2026-04-13T18:13:09.108244+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:14:11.813197+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:14:47.301849+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:15:22.187753+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:15:57.234912+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:16:32.710182+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:17:08.635056+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:17:43.681354+00:00 | Hollywood Nights | Bob Seger The Silver Bullet Band | source:amperwave-api
2026-04-13T18:18:18.979675+00:00 | Free Ride | Edgar Winter Group | source:amperwave-api
2026-04-13T18:18:53.482455+00:00 | Free Ride | Edgar Winter Group | source:amperwave-api
2026-04-13T18:19:29.036108+00:00 | Free Ride | Edgar Winter Group | source:amperwave-api
2026-04-13T18:20:05.152929+00:00 | Free Ride | Edgar Winter Group | source:amperwave-api
2026-04-13T18:20:41.339705+00:00 | Free Ride | Edgar Winter Group | source:amperwave-api
2026-04-13T18:21:33.544633+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:22:09.853943+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:22:45.003551+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:23:21.191624+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:23:57.469466+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:24:33.016886+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:25:12.986616+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:25:48.863209+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:26:50.766825+00:00 | Love Song | Tesla | source:amperwave-api
2026-04-13T18:27:27.012370+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:28:02.234107+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:28:42.896440+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:29:17.805155+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:29:53.014351+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:30:35.865404+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:31:11.466380+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:31:47.401358+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:32:23.212333+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:32:58.659206+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:33:34.875221+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:34:10.508193+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:34:46.769494+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:35:22.801864+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:35:59.414477+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:36:35.459682+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:37:11.131858+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:37:47.180607+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:38:32.008560+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:39:09.304701+00:00 | Under The Bridge | Red Hot Chili Peppers | source:amperwave-api
2026-04-13T18:39:44.540326+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:40:21.539062+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:40:57.319227+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:41:58.951462+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:42:34.636597+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:43:09.812238+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:43:45.280294+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:44:21.857580+00:00 | Edge Of Seventeen | Stevie Nicks | source:amperwave-api
2026-04-13T18:45:21.865017+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:45:58.345136+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:46:33.971632+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:47:11.328892+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:47:48.481918+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:48:25.134644+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:49:01.348979+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:49:37.782225+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:50:13.903517+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:50:49.723114+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:51:25.190165+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:52:01.227433+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:52:36.647784+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:53:12.211542+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:53:48.174073+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:54:33.380823+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:55:09.011207+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:55:44.859449+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:56:20.710281+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:56:56.472607+00:00 | Threshold/Jet Airliner | Steve Miller Band | source:amperwave-api
2026-04-13T18:57:57.661016+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-13T18:58:34.378082+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-13T18:59:09.583489+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-13T18:59:46.951234+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-13T19:00:22.053263+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-13T19:00:58.073145+00:00 | White Wedding | Billy Idol | source:amperwave-api
2026-04-13T19:01:34.737849+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-13T19:02:11.440416+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-13T19:03:13.146087+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-13T19:03:51.321642+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-13T19:04:26.942904+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-13T19:05:02.881910+00:00 | Black Betty | Ram Jam | source:amperwave-api
2026-04-13T19:05:38.667207+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:06:13.832551+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:06:49.669700+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:07:25.145849+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:08:00.177822+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:08:35.241366+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:09:10.426145+00:00 | Under Pressure | Queen [] David Bowie | source:amperwave-api
2026-04-13T19:09:46.246745+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:10:31.464041+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:11:06.184682+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:11:40.879020+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:12:16.196313+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:12:52.277692+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:13:27.309254+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:14:26.575211+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:15:01.582264+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:15:45.195605+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:16:21.847069+00:00 | Heartbreaker/Livin Lovin Maid | Led Zeppelin | source:amperwave-api
2026-04-13T19:17:25.286959+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:18:10.092959+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:19:14.572614+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:19:51.358071+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:20:26.606741+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:21:02.142006+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:21:38.321526+00:00 | Born In The U.S.A. | Bruce Springsteen | source:amperwave-api
2026-04-13T19:22:14.329889+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:22:49.942078+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:23:24.624686+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:23:59.846942+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:24:35.492667+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:25:10.704421+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:25:46.409421+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:26:31.906705+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:27:07.683486+00:00 | Creep | Stone Temple Pilots | source:amperwave-api
2026-04-13T19:27:43.607761+00:00 | Head Games | Foreigner | source:amperwave-api
2026-04-13T19:28:24.893219+00:00 | Head Games | Foreigner | source:amperwave-api
2026-04-13T19:29:01.603166+00:00 | Head Games | Foreigner | source:amperwave-api
2026-04-13T19:30:01.114487+00:00 | Head Games | Foreigner | source:amperwave-api
2026-04-13T19:30:39.019737+00:00 | Head Games | Foreigner | source:amperwave-api
